code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600978,宜华生活,家居用品,广东,11.99,14.83,14.83,1713764.63,968946.38,367689.47,245922.92,1.66,0.474,5.37,1.41,20040824,365438.66,2.46,47.09,15.23,34.97,12.73,73065.0
300420,五洋停车,机械基件,江苏,49.69,2.5,5.11,198636.25,110026.06,20809.14,67450.95,1.32,0.16,2.83,2.66,20150217,24588.81,0.48,24.39,6.71,35.21,10.28,21979.0
300395,菲利华,玻璃,湖北,37.08,2.66,2.99,116474.4,65131.86,35021.1,14656.37,0.49,0.41,3.03,4.98,20140910,43806.39,1.46,23.71,12.72,47.92,22.33,10558.0
603198,迎驾贡酒,白酒,安徽,21.04,1.66,8.0,520922.59,357310.19,129500.92,126300.05,1.58,0.535,4.86,3.08,20150528,159041.36,1.99,2.11,-9.67,60.03,19.58,44235.0
002666,德联集团,化工原料,广东,46.03,4.44,7.54,337337.06,226783.72,49568.25,98210.15,1.3,0.118,3.8,1.91,20120327,102695.81,1.36,26.05,-21.02,16.59,4.58,42764.0
600606,绿地控股,全国地产,上海,9.86,32.23,121.68,77101312.0,69979480.0,1059679.0,900962.5,0.74,0.539,4.78,1.48,19920327,3504678.5,2.88,19.92,10.86,13.92,3.64,160918.0
300095,华伍股份,机械基件,江西,49.09,2.28,3.79,246268.52,124088.61,33254.85,57632.66,1.52,0.106,3.37,2.06,20100728,28997.43,0.77,5.22,12.32,34.13,9.09,14917.0
000031,中粮地产,全国地产,深圳,13.1,18.14,18.14,7575147.0,6521551.5,56845.36,0.0,0.0,0.521,3.66,1.87,19931008,360391.19,1.99,-22.1,31.27,36.33,6.73,191500.0
601800,中国交建,建筑施工,北京,10.43,117.47,161.75,85023528.0,44954540.0,4441530.0,2548548.0,1.58,1.21,10.01,1.33,20120309,9728299.0,6.01,11.83,22.92,13.97,4.26,140930.0
000803,*ST金宇,纺织,四川,113.1,1.28,1.28,130470.27,55862.51,6727.43,2009.93,0.16,0.17,0.65,29.57,19980303,-9406.57,-0.74,313.9,135.27,33.19,7.2,5703.0
002599,盛通股份,广告包装,北京,59.47,1.9,3.24,227419.84,102463.06,66150.25,85817.45,2.65,0.17,4.65,2.69,20110715,25301.64,0.78,51.18,157.78,19.07,5.45,8539.0
000016,深康佳Ａ,家用电器,深圳,2.97,15.97,24.08,2355873.5,1889113.75,158717.02,10473.21,0.04,2.1,3.32,1.88,19920327,426012.56,1.77,53.84,5185.74,11.01,16.19,85668.0
603766,隆鑫通用,摩托车,重庆,13.56,20.94,21.13,1138010.0,512589.91,259308.55,41346.37,0.2,0.456,3.23,1.92,20120810,365488.88,1.73,24.62,11.43,19.17,9.12,52327.0
002763,汇洁股份,服饰,深圳,15.41,1.16,3.89,217720.22,150580.25,49090.23,62929.46,1.62,0.584,4.51,2.66,20150610,67301.68,1.73,3.47,40.69,69.12,14.76,17584.0
600671,天目药业,中成药,浙江,191.89,1.22,1.22,30817.78,10955.53,14032.11,5149.78,0.42,0.07,0.55,32.36,19930823,-12994.88,-1.07,8.76,1896.42,39.93,10.11,9422.0
600130,波导股份,通信设备,浙江,0.0,7.68,7.68,124954.5,88736.46,9815.57,45592.21,0.59,-0.095,1.2,4.87,20000706,-37250.48,-0.49,-49.92,-434.04,3.72,-5.95,99034.0
600688,上海石化,石油加工,上海,10.27,73.29,108.24,3960953.5,1986605.25,1289250.13,58630.7,0.05,0.567,2.61,2.23,19931108,1111079.5,1.03,18.13,3.12,24.3,6.67,100501.0
300155,安居宝,元器件,广东,394.65,2.78,5.43,151201.44,97795.93,29457.94,35724.53,0.66,0.011,2.1,2.76,20110107,18253.15,0.34,3.21,-55.31,35.36,1.09,30000.0
600677,航天通信,通信设备,浙江,60.21,4.16,5.22,1541401.75,1153386.0,168949.88,212387.3,4.07,0.192,6.25,1.85,19930928,59895.2,1.15,-3.3,34.19,15.97,0.98,76628.0
601727,上海电气,电气设备,上海,31.78,98.51,147.25,19934576.0,14435726.0,1391277.63,1653462.25,1.12,0.19,3.77,1.52,20081205,1911189.75,1.3,-10.13,10.96,22.81,3.34,333552.0
002565,顺灏股份,造纸,上海,78.16,6.85,6.87,387850.72,167721.16,60805.13,71252.78,1.04,0.055,3.35,1.7,20110318,49259.8,0.72,15.86,-35.05,27.31,2.84,24538.0
002028,思源电气,电气设备,上海,51.92,5.79,7.6,678982.75,573364.94,54058.15,7659.47,0.1,0.328,5.74,2.96,20040805,320436.59,4.22,2.07,-29.09,32.39,5.54,21100.0
600333,长春燃气,供气供热,吉林,58.51,5.3,6.09,540392.69,78933.28,350410.72,99027.61,1.63,0.1,3.58,1.52,20001211,42301.98,0.69,12.37,-10.11,39.79,3.86,54800.0
601166,兴业银行,银行,福建,5.34,190.52,207.74,640699328.0,0.0,1811200.0,7501100.0,3.61,2.26,18.41,0.88,20070205,20643600.0,9.94,-13.16,7.2,0.0,45.76,228251.0
600104,上汽集团,汽车整车,上海,10.83,115.03,116.83,72353312.0,38994852.0,5822666.0,5486843.5,4.7,2.96,19.29,1.65,19971125,10469464.0,8.96,14.97,7.51,13.47,4.01,102400.0
600277,亿利洁能,综合类,内蒙,27.58,26.74,27.39,2918550.5,1252948.25,763822.75,985016.19,3.6,0.2,5.23,1.0,20000725,144392.73,0.53,41.17,69.14,12.8,3.31,61000.0
002212,南洋股份,电气设备,广东,399.88,4.86,11.47,913833.31,314726.88,68842.77,561731.94,4.9,0.029,6.65,2.35,20080201,73480.93,0.64,65.76,-50.26,17.67,1.09,16222.0
601018,宁波港,港口,浙江,25.2,128.0,131.73,6220587.0,1179877.25,2903600.25,861938.81,0.65,0.203,2.76,1.85,20100928,1217071.75,0.92,11.38,16.43,25.55,14.72,229295.0
002208,合肥城建,区域地产,安徽,36.45,3.19,3.2,1156800.13,1142497.38,6694.02,29001.14,0.91,0.415,5.45,2.78,20080128,84632.68,2.64,4.77,22.07,26.92,4.82,31800.0
601888,中国国旅,旅游服务,北京,41.11,19.52,19.52,2063642.38,1693854.75,141136.25,384041.53,1.97,0.977,6.89,7.78,20091015,725418.88,3.72,26.14,30.62,28.41,9.2,28190.0
600080,金花股份,中成药,陕西,142.95,3.05,3.73,203950.63,96508.0,36973.68,81390.03,2.18,0.02,4.69,2.07,19970612,45443.76,1.22,-7.6,7.21,63.92,4.04,24000.0
600749,西藏旅游,旅游景点,西藏,0.0,1.89,2.27,138206.92,12737.12,59091.41,43987.94,1.94,-0.08,2.77,5.12,19961015,-11068.94,-0.49,11.44,40.31,45.56,-12.27,18922.0
000507,珠海港,港口,广东,53.06,7.72,7.9,591520.06,104033.53,253373.52,78896.82,1.0,0.178,3.47,2.72,19930326,102205.55,1.29,3.3,34.92,24.16,7.56,122877.0
002039,黔源电力,水力发电,贵州,13.47,3.05,3.05,1713395.25,88162.75,1606460.63,114406.01,3.75,1.049,7.72,1.83,20050303,74680.21,2.45,26.14,147.16,51.91,13.24,19500.0
600674,川投能源,水力发电,四川,10.11,44.02,44.02,2928480.25,192582.31,333739.94,405193.03,0.92,0.649,5.01,1.75,19930924,1001321.5,2.27,-21.06,2.02,45.6,517.03,75057.0
300654,世纪天鸿,出版业,山东,130.4,0.23,0.93,63473.5,51035.25,4144.64,20521.21,2.2,0.27,4.55,7.69,20170926,10039.73,1.08,0.0,0.0,33.7,7.49,6411.0
600208,新湖中宝,全国地产,浙江,16.1,85.98,85.99,12688068.0,8872464.0,22791.05,801022.44,0.93,0.201,3.61,1.2,19990623,1334704.63,1.55,7.06,149.18,18.41,18.56,117511.0
002487,大金重工,钢加工,辽宁,84.45,5.4,5.52,281358.38,189187.59,39600.12,76019.75,1.38,0.04,3.22,1.34,20101015,37302.26,0.68,6.21,-67.23,16.32,2.98,41437.0
002317,众生药业,中成药,广东,23.95,6.5,8.14,452940.69,236189.09,44412.18,142446.09,1.75,0.388,4.42,2.8,20091211,120779.8,1.48,13.16,4.14,59.36,22.56,30869.0
300260,新莱应材,机械基件,江苏,153.09,0.9,2.02,115218.35,71137.0,31043.88,30622.22,1.52,0.107,3.36,4.87,20110906,16311.62,0.81,30.08,77.04,24.88,3.38,6167.0
300026,红日药业,中成药,天津,26.86,23.9,30.11,742821.56,380975.19,111225.57,62370.75,0.21,0.15,2.11,1.91,20091030,258848.84,0.86,-12.75,-31.56,72.51,13.36,65900.0
300419,浩丰科技,软件服务,北京,50.09,2.27,3.68,173438.52,80051.11,10540.61,80063.71,2.18,0.118,4.03,1.96,20150122,29635.69,0.81,12.29,2.32,27.8,13.25,30755.0
600425,*ST青松,水泥,新疆,1617.57,13.79,13.79,997086.13,183720.94,584453.56,320171.16,2.32,0.002,2.9,1.31,20030724,-71445.13,-0.52,7.47,101.31,17.35,0.15,90000.0
601988,中国银行,银行,北京,6.45,2107.66,2943.88,1946742400.0,0.0,20561400.0,14188000.0,0.48,0.56,4.74,0.8,20060705,64655800.0,2.2,-0.07,4.76,0.0,35.67,724112.0
000002,万 科Ａ,全国地产,深圳,11.86,97.15,110.39,116534680.0,101755280.0,709880.81,832926.31,0.75,2.541,12.02,2.51,19910129,7717185.0,6.99,1.01,33.44,34.1,11.55,246700.0
600039,四川路桥,建筑施工,四川,12.52,30.2,36.11,7302080.0,3363099.25,238959.27,298738.59,0.83,0.33,3.63,1.02,20030325,542160.31,1.5,8.82,1.87,11.08,3.25,140900.0
601106,*ST一重,工程机械,黑龙江,452.82,65.38,68.58,3336356.0,2295014.5,602104.94,842888.88,1.23,0.01,1.41,2.58,20100209,-592234.56,-0.86,177.6,102.12,16.4,0.63,376712.0
002438,江苏神通,机械基件,江苏,55.91,3.57,4.86,290592.28,180245.42,58397.71,81400.18,1.68,0.128,3.54,2.03,20100623,37325.71,0.77,25.84,20.96,36.57,8.26,24141.0
300376,易事特,电气设备,广东,23.09,22.98,23.29,1075030.5,627215.44,283436.72,33064.15,0.14,0.307,1.87,3.79,20140127,164956.81,0.71,39.51,51.4,19.22,9.76,60000.0
603056,德邦股份,仓储物流,上海,48.96,1.0,9.6,652117.19,396298.84,160005.34,0.0,0.0,0.64,3.57,7.81,20180116,199414.55,2.08,19.7,43.87,13.32,2.69,46200.0
600077,宋都股份,全国地产,浙江,29.96,13.4,13.4,1766556.25,1520593.25,5805.41,40692.68,0.3,0.116,2.78,1.25,19970520,180197.27,1.34,-64.59,178.04,33.21,5.66,37300.0
600785,新华百货,百货,宁夏,12.01,2.26,2.26,501091.41,200928.48,182769.31,31135.9,1.38,0.43,9.24,2.24,19970108,135135.77,5.99,7.11,34.96,20.21,4.29,11499.0
002615,哈尔斯,家居用品,浙江,25.42,2.35,4.1,165639.31,76582.28,53792.65,3573.23,0.09,0.268,1.97,3.45,20110909,29324.8,0.71,7.28,-7.84,32.86,7.63,25100.0
600048,保利地产,全国地产,广东,10.17,117.36,118.58,69645176.0,64615692.0,410135.06,1546245.88,1.3,1.318,9.02,1.49,20060731,7126067.0,6.01,-5.46,25.8,31.05,10.68,212200.0
002132,恒星科技,钢加工,河南,31.54,10.26,12.57,629118.94,339245.34,131983.42,104901.36,0.83,0.08,2.24,1.5,20070427,46564.55,0.37,50.22,21.88,15.75,4.62,46000.0
000408,藏格控股,农药化肥,青海,36.23,4.47,19.94,764074.44,361623.19,313042.41,100057.0,0.5,0.339,3.27,5.0,19960628,254129.25,1.27,30.54,44.34,69.83,34.15,27993.0
601998,中信银行,银行,北京,7.33,319.05,489.35,567769088.0,0.0,2133000.0,5897700.0,1.21,0.84,7.45,0.86,20070427,16312099.0,3.33,1.9,2.25,0.0,27.16,176586.0
000568,泸州老窖,白酒,四川,34.64,14.02,14.65,1975576.25,1426872.88,112989.47,354351.97,2.42,1.8,10.36,5.84,19940509,852719.69,5.82,20.5,30.69,71.93,24.61,59468.0
300383,光环新网,电信运营,北京,52.6,13.67,14.46,1061356.63,292166.03,385419.0,409161.47,2.83,0.301,4.45,3.56,20140129,83192.97,0.58,75.92,30.05,20.83,10.69,65662.0
002591,恒大高新,化工原料,江西,0.0,1.76,3.07,144139.25,54440.16,26027.43,82812.02,2.7,-0.02,4.22,2.25,20110621,8534.92,0.28,51.44,46.8,50.24,-4.21,15794.0
002140,东华科技,建筑施工,安徽,0.0,4.4,4.46,616141.69,497128.69,19957.2,9062.87,0.2,-0.142,4.38,2.09,20070712,120751.65,2.71,73.87,-177.18,15.21,-2.17,22000.0
600105,永鼎股份,通信设备,江苏,20.14,7.62,9.64,471193.56,264609.09,52564.63,53071.44,0.55,0.31,2.74,2.22,19970929,95482.4,0.99,11.27,16.36,18.59,10.16,59900.0
600019,宝钢股份,普钢,上海,10.56,220.9,222.68,35023464.0,13329261.0,15422166.0,4871456.0,2.19,0.861,7.38,1.23,20001212,6456963.0,2.9,17.44,111.22,14.07,6.63,372800.0
000333,美的集团,家用电器,广东,19.55,63.58,65.75,24810686.0,16981068.0,2260072.5,1591150.38,2.42,2.66,11.24,4.57,19931112,4762723.5,7.24,51.35,17.7,25.03,7.18,155900.0
002387,黑牛食品,软饮料,广东,0.0,3.29,13.68,453736.25,89666.31,3515.65,54483.86,0.4,-0.13,1.64,9.14,20100413,-33883.0,-0.25,-86.03,-227.4,13.84,-298.17,35344.0
000502,绿景控股,医疗保健,广东,0.0,1.83,1.85,51808.03,21853.46,2301.37,2282.03,0.12,-0.45,0.7,12.81,19921123,-8549.53,-0.46,-92.63,-359.27,9.91,-377.41,22200.0
000150,宜华健康,医疗保健,广东,65.77,3.75,4.48,739771.81,291523.81,84876.65,97626.88,2.18,0.34,5.09,5.85,20000807,96702.25,2.16,59.34,-84.26,34.77,10.97,21091.0
300020,银江股份,软件服务,浙江,36.27,6.19,6.56,596282.13,429691.94,17213.09,136117.81,2.08,0.082,4.82,2.46,20091030,87927.17,1.34,36.77,59.67,26.47,11.12,56762.0
601088,中国神华,煤炭开采,北京,9.08,164.91,198.9,56712396.0,13264400.0,30921798.0,7473000.0,3.76,2.264,15.16,1.36,20071009,18240700.0,9.17,35.83,98.3,42.17,18.11,197544.0
600438,通威股份,饲料,四川,35.42,27.82,38.82,2737956.0,846177.19,1199705.38,570036.0,1.47,0.083,3.52,3.33,20040302,377415.41,0.97,24.04,20.59,18.33,6.14,54820.0
601566,九牧王,服饰,福建,18.17,5.75,5.75,529072.75,268501.31,46906.15,257579.72,4.48,0.597,7.39,1.96,20110530,73138.0,1.27,15.6,9.78,57.56,19.25,18179.0
002637,赞宇科技,日用化工,浙江,33.14,2.4,4.22,519977.44,250299.09,183621.48,115146.47,2.73,0.195,4.99,1.73,20111125,48446.55,1.15,90.75,9.17,8.65,1.56,15736.0
603158,腾龙股份,汽车配件,江苏,30.55,2.15,2.19,136653.0,78635.8,27686.99,28901.1,1.32,0.423,4.37,3.94,20150320,45123.44,2.06,19.56,15.33,35.87,14.49,10475.0
300069,金利华电,电气设备,浙江,123.69,0.92,1.17,92400.53,57418.61,21722.31,26053.48,2.23,0.174,4.51,6.37,20100421,13065.12,1.12,-14.1,-7.54,41.12,9.35,3970.0
300516,久之洋,电器仪表,湖北,123.52,0.47,1.2,128192.01,104148.96,13764.65,62806.51,5.23,0.371,9.73,4.71,20160602,36609.2,3.05,-34.24,-68.39,36.64,14.32,17900.0
600660,福耀玻璃,汽车配件,福建,18.15,20.03,25.09,3170401.0,1500649.38,1115178.63,622413.31,2.48,1.255,7.57,3.01,19930610,855957.88,3.41,12.6,0.14,42.76,16.82,90887.0
600726,华电能源,火力发电,黑龙江,0.0,15.35,19.67,2537971.75,362184.72,1781371.25,168877.69,0.86,-0.202,1.53,1.85,19960701,-84161.65,-0.43,5.1,-256.06,5.4,-6.37,198812.0
603233,大参林,医药商业,广东,49.96,0.4,4.0,529483.38,385012.53,65721.5,96451.31,2.41,0.99,6.6,9.25,20170731,120618.45,3.02,0.0,0.0,40.27,6.92,7581.0
603043,广州酒家,食品,广东,22.84,0.5,4.04,212414.09,170741.3,25287.75,56473.0,1.4,0.9,4.22,4.56,20170627,61695.5,1.53,13.08,27.62,53.15,15.55,20100.0
000633,合金投资,综合类,新疆,0.0,3.85,3.85,98937.46,29768.4,10123.13,4787.01,0.12,-0.062,0.41,20.01,19961112,-33965.21,-0.88,27.79,-189.78,19.66,-35.68,20500.0
002086,东方海洋,渔业,山东,44.9,4.76,6.88,404761.34,185592.86,136308.86,157932.47,2.3,0.18,4.32,1.87,20061128,62465.0,0.91,10.29,61.91,26.23,15.92,28800.0
600664,哈药股份,化学制药,黑龙江,23.87,24.93,25.45,1372631.38,919627.69,355743.78,77212.46,0.3,0.055,2.83,1.86,19930629,280679.44,1.1,-7.38,201.22,28.65,4.91,108240.0
000017,深中华A,文教休闲,深圳,1892.5,3.03,5.51,7355.99,6621.8,394.1,62783.43,1.14,0.003,0.03,182.07,19920331,-119595.72,-2.17,-3.16,-41.26,9.79,1.11,51100.0
002773,康弘药业,中成药,四川,69.04,0.7,6.74,443773.69,349185.03,41664.43,64829.35,0.96,0.617,4.92,11.53,20150626,183440.47,2.72,14.69,33.85,90.48,19.8,9827.0
000756,新华制药,化学制药,山东,29.42,3.07,4.78,527364.69,200998.94,215290.55,72845.03,1.52,0.45,5.18,2.49,19970806,83832.53,1.75,12.47,71.42,28.08,4.64,28800.0
002460,赣锋锂业,小金属,江西,32.18,5.24,7.41,799910.0,456768.09,79526.06,114040.47,1.54,1.982,5.45,11.71,20100810,194919.66,2.63,54.12,216.36,40.47,33.51,121453.0
603606,东方电缆,电气设备,浙江,73.88,3.11,3.73,295610.09,231840.09,36746.95,75164.13,2.02,0.16,4.24,2.35,20141015,39186.37,1.05,18.4,-3.2,12.94,2.43,23500.0
603338,浙江鼎力,专用机械,浙江,40.41,1.63,1.77,277855.94,212295.8,21112.7,123894.51,7.0,1.73,12.45,5.19,20150325,69715.63,3.94,63.99,62.0,41.98,24.86,7938.0
000595,*ST宝实,机械基件,宁夏,115.18,7.45,7.64,146116.95,77994.31,32049.68,45964.98,0.6,0.031,0.95,5.03,19960419,-50663.55,-0.66,104.6,143.24,17.31,8.76,48262.0
002008,大族激光,电器仪表,深圳,33.6,9.93,10.67,1410297.13,889352.38,137124.84,79181.72,0.74,1.56,6.54,8.01,20040625,432955.34,4.06,66.12,120.75,41.27,14.4,70399.0
000597,东北制药,化学制药,辽宁,42.17,4.73,4.75,1029194.69,538619.0,306536.72,177761.06,3.75,0.168,5.13,1.84,19960523,4001.33,0.08,12.22,1213.91,35.8,1.91,36553.0
603996,中新科技,家用电器,浙江,53.18,1.03,3.0,445519.69,394099.19,34516.05,55722.03,1.86,0.233,4.73,3.5,20151222,49924.87,1.66,43.09,14.95,7.58,1.7,24640.0
603658,安图生物,医疗保健,河南,53.14,1.37,4.2,218731.55,91369.03,55991.7,53500.46,1.27,1.063,3.97,14.23,20160901,56492.86,1.35,42.84,27.68,67.49,31.89,10202.0
002633,申科股份,机械基件,浙江,0.0,0.87,1.5,60410.16,31035.69,17770.47,30472.23,2.03,-0.002,3.43,2.72,20111122,4263.27,0.28,17.25,98.34,25.92,-0.29,13440.0
300137,先河环保,环境保护,河北,50.83,2.96,3.44,180926.77,122352.76,24007.82,67777.0,1.97,0.274,4.38,4.25,20101105,43168.23,1.25,27.54,38.58,51.94,15.13,88266.0
600188,兖州煤业,煤炭开采,山东,10.07,29.6,49.12,19488730.0,6613887.0,4536464.0,124658.3,0.25,1.378,9.3,1.49,19980701,3774876.75,7.68,47.85,213.19,16.62,4.48,68300.0
300143,星普医科,医疗保健,广东,63.15,1.39,2.88,261108.59,39424.18,10512.42,229635.91,7.98,0.43,8.26,3.25,20101209,-17078.72,-0.59,-23.87,122.21,56.9,37.18,5859.0
002142,宁波银行,银行,浙江,9.72,44.91,50.7,103204248.0,0.0,481095.91,877990.63,1.73,1.8,10.31,1.74,20070719,2587805.25,5.1,7.06,19.5,0.0,36.87,66000.0
000851,高鸿股份,软件服务,贵州,32.18,5.91,6.48,816795.0,558089.94,10254.36,219280.41,3.38,0.29,5.02,1.77,19980609,48109.67,0.74,3.48,123.86,5.5,2.0,67000.0
600811,东方集团,综合类,黑龙江,25.02,32.73,37.15,5125591.5,3189459.0,228116.05,880967.5,2.37,0.16,5.33,0.83,19940106,512059.44,1.38,43.35,-6.86,3.09,9.57,90352.0
002751,易尚展示,家居用品,深圳,130.3,0.77,1.55,211870.27,51685.26,6463.16,13794.65,0.89,0.22,3.76,9.17,20150424,20395.5,1.32,13.86,120.4,32.89,6.36,32263.0
600817,*ST宏盛,多元金融,陕西,0.0,1.56,1.61,16673.82,5375.68,0.13,21228.23,1.32,-0.007,0.6,14.25,19940128,-28443.15,-1.77,-56.17,-23.05,93.88,-23.64,8612.0
002253,川大智胜,软件服务,四川,94.33,2.09,2.26,152788.16,62743.9,47135.32,79991.36,3.55,0.201,5.81,3.27,20080623,22831.1,1.01,-15.63,16.85,33.99,17.05,48926.0
600868,梅雁吉祥,水力发电,广东,68.19,18.98,18.98,239989.3,26645.1,143244.0,41031.15,0.22,0.061,1.21,3.44,19940912,-6574.53,-0.03,-33.23,70.6,38.03,47.95,368723.0
300556,丝路视觉,软件服务,深圳,112.1,0.62,1.15,58456.18,42694.26,3677.23,18551.0,1.62,0.205,3.68,6.24,20161104,9762.75,0.85,23.21,-12.99,41.04,4.59,19600.0
300176,鸿特精密,汽车配件,广东,37.02,1.07,1.07,245437.77,138448.3,91892.52,31930.75,2.98,2.615,10.28,12.55,20110215,44334.4,4.13,79.07,772.29,52.94,14.76,6667.0
002417,深南股份,通信设备,福建,0.0,2.24,2.7,39338.23,37979.8,162.58,40803.03,1.51,-0.05,1.24,8.36,20100601,-36985.5,-1.37,-81.29,-427.01,93.3,-164.21,22609.0
601588,北辰实业,区域地产,北京,12.22,26.6,33.67,7998001.5,6991079.0,234627.8,364889.72,1.08,0.339,3.74,1.11,20061016,470811.09,1.4,57.24,89.88,32.88,7.38,165356.0
002706,良信电器,电气设备,上海,25.75,3.67,5.24,203358.34,137794.02,24546.8,62885.26,1.2,0.41,3.22,3.2,20140121,48517.76,0.93,18.46,29.6,38.62,14.48,13600.0
603589,口子窖,白酒,安徽,22.5,2.94,6.0,660483.69,454990.66,116449.45,97688.22,1.63,1.502,8.12,5.55,20150629,302893.38,5.05,16.29,26.48,72.03,33.18,13515.0
600687,刚泰控股,黄金,甘肃,32.87,10.79,14.89,1240806.88,995379.5,43735.57,290303.84,1.95,0.234,3.97,2.58,19931108,142791.94,0.96,-28.29,4.56,17.27,6.71,30599.0
300619,金银河,专用机械,广东,57.62,0.33,0.75,80221.2,59208.41,7297.5,18825.92,2.52,0.66,5.58,6.56,20170301,13021.62,1.74,67.36,10.08,25.22,9.69,13000.0
601328,交通银行,银行,上海,6.43,392.51,742.63,903825408.0,0.0,12822200.0,11366300.0,1.53,0.91,8.23,0.74,20070515,12451400.0,1.68,1.49,4.48,0.0,35.83,360756.0
600319,亚星化学,化工原料,山东,94.86,3.16,3.16,152082.75,61577.21,75649.36,85094.9,2.7,0.084,0.1,77.39,20010326,-118572.57,-3.76,33.78,-0.62,11.27,1.36,14400.0
601818,光大银行,银行,北京,6.62,398.1,524.89,408824288.0,0.0,1492900.0,5353300.0,1.02,0.64,5.24,0.76,20100818,9216400.0,1.76,-2.33,4.01,0.0,34.34,222255.0
600300,维维股份,软饮料,江苏,72.54,16.72,16.72,821723.56,409710.97,264078.06,20309.2,0.12,0.055,1.63,2.44,20000630,65210.13,0.39,4.1,30.5,23.44,1.97,85100.0
603333,明星电缆,电气设备,四川,183.26,5.2,5.2,181023.23,109840.22,53264.46,65478.76,1.26,0.032,2.73,2.18,20120507,20462.88,0.39,63.72,121.76,16.56,1.85,26647.0
000938,紫光股份,软件服务,北京,53.16,2.06,10.42,4089620.75,1923148.63,38908.73,2106400.25,20.21,1.08,23.68,3.23,19991104,225695.67,2.17,52.1,116.67,22.96,4.17,38590.0
600483,福能股份,火力发电,福建,14.37,12.58,15.52,1976498.25,462159.06,1043303.31,320497.88,2.07,0.544,6.77,1.15,20040531,304298.66,1.96,6.88,-16.86,20.63,12.41,27681.0
601318,中国平安,保险,深圳,13.16,108.33,182.8,649307520.0,0.0,4303700.0,12093400.0,6.62,4.99,25.89,2.48,20070301,23686300.0,12.96,25.04,42.78,0.0,10.0,461043.0
002338,奥普光电,电器仪表,吉林,84.72,2.4,2.4,96024.0,66799.78,18370.74,25480.78,1.06,0.16,3.26,4.16,20100115,23277.64,0.97,7.78,-26.89,41.45,10.44,15900.0
600622,光大嘉宝,区域地产,上海,23.08,6.69,8.87,1315930.25,971474.13,22054.39,203465.52,2.29,0.377,5.91,1.96,19921203,201427.31,2.27,4.73,94.21,53.4,22.85,19685.0
600787,中储股份,仓储物流,天津,15.72,18.6,22.0,1872018.38,881441.63,249609.7,350923.81,1.6,0.608,4.8,1.99,19970121,315981.19,1.44,67.55,74.32,2.1,5.23,64111.0
000066,中国长城,电脑设备,深圳,70.41,24.91,29.44,1477457.25,710413.75,180808.45,101899.21,0.35,0.102,2.31,4.13,19970626,203022.22,0.69,-87.47,99.95,21.27,4.55,149337.0
600893,航发动力,航空,陕西,66.93,19.48,22.5,5168523.0,2876059.25,1462191.63,1912851.63,8.5,0.47,11.46,2.49,19960408,418167.22,1.86,1.52,7.78,18.97,4.26,87797.0
002164,宁波东力,电气设备,浙江,57.88,4.14,6.99,1551431.63,1280203.13,64842.38,234646.17,3.36,0.14,4.89,1.53,20070823,23054.02,0.33,1422.83,1242.97,3.84,1.22,35058.0
000837,秦川机床,机床制造,陕西,234.71,5.83,6.93,870077.88,545000.0,195681.75,145305.88,2.1,0.024,4.08,1.37,19980928,58089.57,0.84,10.93,9.93,17.3,0.55,69207.0
603029,天鹅股份,农用机械,山东,172.51,0.37,0.93,93786.1,61497.07,18171.95,22077.5,2.37,0.118,7.62,2.67,20160427,34517.03,3.7,22.11,-60.81,39.25,3.59,14695.0
601939,建设银行,银行,北京,7.61,95.94,2500.11,2212438272.0,0.0,16967900.0,13453699.0,0.54,0.96,6.86,1.07,20070925,88692096.0,3.55,2.74,4.67,0.0,38.97,344007.0
000707,双环科技,化工原料,湖北,41.27,4.64,4.64,1116939.0,651317.56,304396.84,73362.18,1.58,0.067,0.81,4.54,19970415,-57705.2,-1.24,-4.85,115.44,16.73,1.05,45555.0
600167,联美控股,供气供热,辽宁,22.76,2.11,8.8,1113633.0,651005.19,272910.94,371897.41,4.23,1.16,8.07,2.95,19990128,232190.02,2.64,16.24,31.93,50.0,38.8,7082.0
600227,赤天化,农药化肥,贵州,0.0,12.45,17.36,707928.31,209060.38,434544.19,251725.84,1.45,-0.014,2.68,2.04,20000221,9071.05,0.05,-56.25,77.31,26.48,-2.29,61452.0
300369,绿盟科技,软件服务,北京,0.0,5.46,8.03,331088.44,242404.92,11692.67,132813.02,1.65,-0.07,3.56,4.09,20140129,62289.69,0.78,3.39,-501.0,79.26,-10.91,34473.0
300382,斯莱克,专用机械,江苏,51.74,2.11,3.13,130867.45,99102.45,23895.35,32370.19,1.03,0.185,3.1,4.1,20140129,26740.84,0.85,23.0,6.79,49.51,22.66,7710.0
000990,诚志股份,化工原料,江西,22.47,3.88,12.53,2102101.0,686820.0,425693.44,1290378.63,10.3,0.645,12.69,1.14,20000706,162987.69,1.3,121.24,629.83,32.74,14.2,22000.0
600681,百川能源,供气供热,湖北,11.09,3.27,10.32,676300.31,317434.91,150522.02,132479.41,1.28,0.284,4.08,3.09,19931018,198418.19,1.92,215.72,249.53,22.64,18.32,20000.0
600919,江苏银行,银行,江苏,6.75,59.24,115.44,173756544.0,0.0,550187.69,1607527.75,1.39,0.796,7.69,0.93,20160802,2877537.25,2.49,7.53,10.94,0.0,35.91,227586.0
