code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300033,同花顺,软件服务,浙江,35.4,2.64,5.38,421118.56,374421.13,36191.65,35677.57,0.66,1.35,5.89,8.11,20091225,199298.91,3.71,-18.69,-40.11,90.0,51.48,49400.0
600200,江苏吴中,综合类,江苏,54.67,7.09,7.22,463458.09,252035.88,59386.11,144639.95,2.0,0.184,4.04,2.49,19990401,43251.17,0.6,-25.79,84.88,21.63,4.5,73900.0
002697,红旗连锁,超市连锁,四川,39.76,8.64,13.6,420458.44,214646.55,117083.9,4374.31,0.03,0.1,1.7,3.11,20120905,76910.59,0.57,10.58,0.62,27.34,2.6,69223.0
300171,东富龙,医疗保健,上海,33.8,3.34,6.28,450128.41,365680.5,39691.17,113293.15,1.8,0.176,4.73,1.68,20110201,99676.43,1.59,21.01,-40.4,37.33,9.25,33851.0
300433,蓝思科技,元器件,湖南,46.68,4.44,26.29,3134060.0,1093617.13,1565460.63,298870.28,1.14,0.34,6.48,3.26,20150318,823279.0,3.13,41.93,12.39,25.0,5.91,35003.0
600767,ST运盛,医疗保健,上海,45.63,3.41,3.41,52422.64,29228.35,226.03,3730.71,0.11,0.127,0.78,7.43,19961115,-11693.91,-0.34,20.28,176.34,57.16,38.29,35794.0
600526,菲达环保,环境保护,浙江,71.54,5.47,5.47,884371.88,674686.88,77958.28,170118.92,3.11,0.077,4.66,1.58,20020722,26637.26,0.49,16.32,-19.04,17.0,1.51,72154.0
601811,新华文轩,出版业,四川,16.88,1.99,12.34,1228670.63,658389.88,129373.9,257258.77,2.09,0.749,6.51,1.94,20160808,236450.95,1.92,15.57,42.69,36.2,12.58,33969.0
300039,上海凯宝,中成药,上海,24.83,7.19,10.71,267972.41,210154.25,33236.96,862.45,0.01,0.254,2.21,2.86,20100108,106949.21,1.0,4.86,-3.65,81.41,17.35,38100.0
300215,电科院,电气设备,江苏,44.36,5.97,7.58,379210.28,68859.63,224067.8,72307.56,0.95,0.166,2.61,2.82,20110511,42525.53,0.56,16.13,78.02,51.89,19.58,40400.0
300140,中环装备,电气设备,陕西,52.51,2.45,3.45,364862.06,282057.38,41703.76,49873.84,1.44,0.22,3.84,3.01,20101112,40894.05,1.18,44.51,-15.74,20.7,4.0,33100.0
600724,宁波富达,区域地产,浙江,0.0,14.45,14.45,1432892.5,1157029.38,59588.66,26015.1,0.18,-0.603,1.19,2.66,19960716,-20314.11,-0.14,-25.22,-784.81,24.97,-20.98,32637.0
300310,宜通世纪,通信设备,广东,36.52,5.82,8.94,455204.69,233166.22,24628.84,211647.75,2.37,0.27,3.98,2.37,20120425,59958.98,0.67,41.82,35.49,22.27,8.96,33758.0
002696,百洋股份,渔业,广西,73.01,1.76,2.33,354356.78,165950.41,74052.56,149553.52,6.43,0.28,9.2,2.28,20120905,38726.2,1.67,7.02,61.66,14.94,3.16,8725.0
300681,英搏尔,元器件,广东,47.53,0.19,0.76,90578.46,71016.46,15374.7,36092.4,4.77,1.31,8.5,6.23,20170725,18193.82,2.41,31.56,28.94,31.86,15.72,8701.0
601009,南京银行,银行,江苏,6.74,80.7,84.82,114467088.0,0.0,557978.0,1277451.5,1.51,0.876,6.63,1.19,20070719,2053001.75,2.42,-11.84,17.02,0.0,40.03,118453.0
601965,中国汽研,汽车服务,重庆,27.99,9.61,9.7,485496.41,261697.16,158776.94,141179.31,1.46,0.23,4.41,1.9,20120611,154168.95,1.59,52.65,8.65,24.61,13.21,30536.0
000514,渝 开 发,区域地产,重庆,281.61,8.44,8.44,628034.63,477266.56,71822.25,118617.52,1.41,0.006,3.57,1.76,19930712,80279.05,0.95,-14.15,-71.07,23.47,3.32,63852.0
000695,滨海能源,供气供热,天津,203.05,2.22,2.22,172772.45,81667.55,84129.88,7612.75,0.34,0.044,1.52,5.86,19970218,1827.0,0.08,66.52,151.03,11.96,0.97,14900.0
600647,同达创业,综合类,上海,176.51,1.39,1.39,55097.86,29864.19,1877.65,68.08,0.0,0.08,2.39,5.92,19930504,17969.17,1.29,-68.67,-86.18,48.31,47.02,12907.0
600240,华业资本,全国地产,北京,9.24,14.24,14.24,1933030.38,666459.56,19869.02,28096.43,0.2,0.637,4.51,1.74,20000628,465492.19,3.27,-9.27,4.62,54.47,27.25,34453.0
600316,洪都航空,航空,江西,305.73,7.17,7.17,954813.38,504376.34,201279.8,314009.31,4.38,0.043,6.84,1.91,20001215,69904.46,0.97,-31.25,177.89,7.72,1.21,55900.0
600713,南京医药,医药商业,江苏,22.77,8.97,10.42,1592520.63,1433633.38,71930.03,112392.6,1.08,0.27,3.1,1.69,19960701,58236.43,0.56,2.82,32.73,6.33,0.87,73165.0
002352,顺丰控股,仓储物流,安徽,44.02,8.92,44.14,5766016.5,3148962.0,1189495.75,1587295.13,3.6,1.12,7.41,6.42,20100205,1149477.0,2.6,23.68,14.12,20.07,6.71,55700.0
002507,涪陵榨菜,食品,重庆,42.83,7.71,7.89,248431.41,152356.59,71857.97,2129.11,0.03,0.525,2.44,9.2,20101123,97308.63,1.23,35.64,61.0,48.22,27.24,27100.0
600843,上工申贝,纺织机械,上海,29.03,3.05,5.49,370351.5,244446.97,39778.82,97200.06,1.77,0.36,3.91,2.67,19940311,69224.17,1.26,11.06,36.92,26.74,6.44,33300.0
600863,内蒙华电,火力发电,内蒙,23.43,58.08,58.08,3890144.75,303808.84,2394988.5,82875.32,0.14,0.084,1.84,1.42,19940520,258097.97,0.44,17.75,-11.02,17.08,5.95,241809.0
002355,兴民智通,汽车配件,山东,65.63,2.96,5.14,423176.44,229896.41,83926.6,98372.35,1.91,0.107,4.06,2.31,20100209,51590.3,1.0,41.12,41.06,20.85,4.25,33821.0
000404,华意压缩,专用机械,江西,69.38,6.93,6.96,1028667.5,798931.44,147393.25,159312.63,2.29,0.019,4.55,1.14,19960619,82296.49,1.18,12.63,-75.24,11.38,0.55,42024.0
002025,航天电器,元器件,贵州,36.49,4.29,4.29,439202.16,362166.88,49183.7,42246.59,0.98,0.726,5.53,4.79,20040726,110360.42,2.57,15.77,19.28,36.23,11.92,27700.0
600073,上海梅林,食品,上海,22.57,9.38,9.38,1127824.88,730315.13,242166.7,189798.81,2.02,0.299,3.78,1.78,19970704,67515.8,0.72,60.63,9.32,13.45,1.26,69000.0
300508,维宏股份,软件服务,上海,113.68,0.15,0.57,55401.92,40307.19,10633.75,20013.46,3.52,0.138,9.13,6.88,20160419,23367.65,4.11,23.67,-29.51,60.58,15.3,11100.0
600730,中国高科,综合类,北京,27.0,5.87,5.87,366312.31,288246.09,401.79,5059.65,0.09,0.159,3.51,1.63,19960726,98945.02,1.69,-76.17,-85.4,57.61,33.46,70179.0
000416,民生控股,多元金融,山东,111.6,5.32,5.32,94277.25,67831.36,4029.78,2809.5,0.05,0.051,1.65,3.47,19960719,27121.43,0.51,-74.69,63.51,99.91,38.1,33800.0
300234,开尔新材,陶瓷,浙江,848.07,1.5,2.9,120624.3,78824.77,21640.49,41463.17,1.43,0.007,3.47,2.25,20110622,26347.52,0.91,-1.65,-92.16,32.74,0.86,20401.0
600731,湖南海利,农药化肥,湖南,57.43,3.27,3.55,188290.59,80648.36,44158.78,48379.01,1.36,0.13,2.47,2.73,19960802,-4189.14,-0.12,7.7,194.51,25.63,3.42,24317.0
300264,佳创视讯,通信设备,深圳,96.92,3.19,4.13,91557.6,59438.56,1543.22,9648.55,0.23,0.017,1.33,5.07,20110916,1580.41,0.04,170.79,164.7,32.44,8.19,22215.0
002243,通产丽星,塑料,深圳,58.23,3.65,3.65,191064.09,83916.96,88560.53,75973.88,2.08,0.116,4.1,1.64,20080528,33461.8,0.92,15.88,60.75,21.87,3.45,18948.0
600063,皖维高新,化纤,安徽,70.26,16.46,19.26,886172.13,227666.66,473852.25,159929.0,0.83,0.05,2.5,1.24,19970528,34235.48,0.18,32.8,-22.64,15.87,1.81,97400.0
300247,乐金健康,医疗保健,安徽,62.28,5.77,8.05,292972.84,136576.13,29104.85,134617.52,1.67,0.062,2.94,1.76,20110729,27830.19,0.35,137.06,52.15,28.82,6.63,58315.0
600706,曲江文旅,旅游服务,陕西,30.6,1.78,1.8,181875.27,76741.53,81688.4,44848.15,2.5,0.444,5.38,3.36,19960516,33771.8,1.88,10.71,20.5,31.34,9.91,16591.0
000767,漳泽电力,火力发电,山西,0.0,29.12,30.77,5038468.5,1293448.5,2520015.5,441582.56,1.44,-0.317,2.35,1.1,19970609,14959.99,0.05,12.2,-1595.73,-2.02,-14.3,151458.0
300655,晶瑞股份,化工原料,江苏,88.06,0.22,0.88,91215.93,62853.13,17483.17,24988.8,2.83,0.46,5.05,7.14,20170523,8995.71,1.02,21.52,6.72,28.38,6.77,8005.0
002200,云投生态,环境保护,云南,0.0,1.41,1.84,371517.78,259034.52,8442.48,77252.6,4.2,-0.209,2.55,3.24,20071221,-18652.13,-1.01,1.23,-211.62,20.73,-5.73,16676.0
600611,大众交通,公共交通,上海,12.57,15.63,23.64,1583930.5,628193.81,192880.61,747.96,0.0,0.369,3.92,1.18,19920807,339791.06,1.44,-21.76,56.14,30.36,36.45,161029.0
001979,招商蛇口,全国地产,深圳,14.0,19.0,79.04,33262092.0,28658524.0,283885.88,1971441.25,2.49,1.546,8.65,2.5,20151230,3322457.25,4.2,18.69,27.54,37.66,16.2,85000.0
601336,新华保险,保险,北京,23.88,20.85,31.2,71027504.0,0.0,595400.0,2395400.0,7.68,1.726,20.42,2.02,20111216,2720000.0,8.72,-1.4,8.92,0.0,3.73,61919.0
600598,北大荒,种植业,黑龙江,26.98,17.78,17.78,764695.81,307047.13,326185.78,242022.13,1.36,0.439,3.39,3.5,20020329,44157.84,0.25,-3.31,6.11,85.86,26.07,101216.0
600855,航天长峰,专用机械,北京,446.14,3.3,3.32,192519.67,170064.13,5078.02,26077.32,0.79,0.031,2.64,5.26,19940425,25633.6,0.77,32.72,-82.13,18.94,0.69,47466.0
600824,益民集团,百货,上海,21.34,10.54,10.54,295027.13,135783.77,19016.01,15640.04,0.15,0.048,2.08,1.98,19940204,77394.27,0.73,-21.8,0.66,43.07,12.16,69215.0
600433,冠豪高新,造纸,广东,98.98,12.71,12.71,382954.5,114904.97,222745.25,69612.9,0.55,0.042,1.99,2.06,20030619,47213.18,0.37,18.39,-51.36,16.98,2.56,58056.0
600679,上海凤凰,文教休闲,上海,70.11,1.91,4.02,187736.5,65939.6,13169.95,76253.36,1.9,0.159,3.3,4.5,19931008,6659.06,0.17,137.36,86.33,15.03,5.89,52414.0
002063,远光软件,软件服务,广东,40.64,5.35,6.07,237338.38,177118.45,17501.06,21482.14,0.35,0.21,3.15,3.58,20060823,100598.46,1.66,7.27,32.67,68.67,15.64,53410.0
002150,通润装备,机械基件,江苏,24.65,2.74,2.74,139827.73,106345.13,25060.24,40922.46,1.49,0.234,4.1,1.88,20070810,34524.48,1.26,27.85,-1.4,25.92,7.19,15179.0
300082,奥克股份,化工原料,辽宁,19.88,6.74,6.81,619695.19,295500.16,215468.09,171830.63,2.52,0.232,4.14,1.48,20100520,33441.37,0.49,30.29,66.92,9.03,4.05,28650.0
300513,恒泰实达,软件服务,北京,106.18,0.61,1.22,88383.32,81963.88,3063.8,22321.35,1.83,0.304,4.68,6.9,20160530,20207.67,1.66,26.24,-6.34,29.42,6.79,11000.0
600368,五洲交通,路桥,广西,11.61,8.34,8.34,1069315.38,328595.06,635508.31,46764.51,0.56,0.441,3.93,1.3,20001221,155139.56,1.86,38.95,65.52,56.22,20.52,53266.0
300061,康旗股份,医疗保健,上海,33.48,2.0,5.26,390865.31,138521.36,31304.85,243462.17,4.63,0.356,6.43,2.47,20100319,41503.46,0.79,144.12,332.55,50.27,13.83,7700.0
600886,国投电力,水力发电,北京,13.96,67.86,67.86,20828800.0,1227512.75,13449069.0,647115.38,0.95,0.476,4.5,1.48,19960118,1580581.88,2.33,8.11,-17.47,40.58,10.21,190005.0
000027,深圳能源,火力发电,深圳,29.73,39.64,39.64,7723093.0,1756560.25,3042801.25,399866.72,1.01,0.189,5.38,1.04,19930903,821941.81,2.07,37.35,-44.37,27.48,4.82,125320.0
002003,伟星股份,服饰,浙江,17.96,4.73,5.83,303284.94,146431.56,108579.07,85591.42,1.47,0.625,4.11,2.73,20040625,78128.11,1.34,20.72,23.38,42.64,13.89,20400.0
600162,香江控股,全国地产,深圳,12.74,23.74,34.01,1837665.63,1373427.0,90788.81,238915.0,0.7,0.24,2.24,1.37,19980609,171642.72,0.5,-20.26,18.3,52.7,18.93,87700.0
600075,新疆天业,化工原料,新疆,11.96,8.32,9.73,889651.81,251847.3,543575.88,132863.88,1.37,0.554,4.46,1.49,19970617,178431.55,1.83,-11.08,10.16,30.66,10.83,55200.0
002058,威 尔 泰,电器仪表,上海,779.28,1.43,1.43,22298.26,18794.26,2109.68,37.47,0.0,0.02,1.31,11.7,20060802,2688.6,0.19,12.33,-46.29,38.22,2.52,10500.0
002094,青岛金王,日用化工,山东,16.51,3.52,3.93,465394.41,262066.67,16935.39,108215.42,2.76,1.01,6.36,3.37,20061215,92630.38,2.36,97.82,232.46,18.78,11.78,20911.0
600269,赣粤高速,路桥,江西,10.87,23.35,23.35,3408650.5,605343.75,2203901.5,183827.36,0.79,0.421,6.26,0.73,20000518,812526.19,3.48,-4.98,-5.33,41.44,22.7,96400.0
300226,上海钢联,互联网,上海,218.13,1.51,1.59,1021382.0,985995.0,19618.14,72235.38,4.54,0.303,5.18,12.75,20110608,-7881.35,-0.49,78.53,117.95,0.6,0.07,16900.0
300054,鼎龙股份,化工原料,湖北,33.81,6.65,9.61,397465.5,226564.66,47543.53,171258.67,1.78,0.236,3.61,2.96,20100211,77185.9,0.8,35.41,30.84,36.67,18.24,17874.0
600011,华能国际,火力发电,北京,51.62,105.0,152.0,37869372.0,4853771.0,24507948.0,1491323.88,0.98,0.118,4.64,1.31,20011206,3196510.5,2.1,10.36,-82.73,11.31,1.18,90900.0
600501,航天晨光,汽车配件,江苏,383.05,4.07,4.21,472042.09,311522.59,83314.53,147623.48,3.5,0.028,5.24,2.03,20010615,23206.4,0.55,-17.19,-19.87,25.13,0.44,43700.0
000797,中国武夷,全国地产,福建,62.17,10.0,10.08,1279791.38,1190525.5,35677.37,34888.93,0.35,0.1,2.28,3.78,19970715,83467.65,0.83,56.51,721.57,24.09,4.83,30000.0
603456,九洲药业,化学制药,浙江,49.75,7.98,8.06,314251.19,133747.17,142683.42,128719.92,1.6,0.183,3.32,2.75,20141010,82774.81,1.03,3.89,32.4,31.16,8.59,19800.0
600439,瑞贝卡,服饰,河南,31.94,11.32,11.32,445168.0,338054.59,54052.05,24846.25,0.22,0.19,2.35,2.58,20030710,127225.32,1.12,7.5,25.35,36.51,11.05,48675.0
600808,马钢股份,普钢,安徽,6.6,59.68,77.01,7219159.0,3209854.0,3313050.0,835228.75,1.08,0.536,3.1,1.14,19940106,364344.38,0.47,51.69,235.99,13.21,5.64,234331.0
600388,龙净环保,环境保护,福建,20.9,10.69,10.69,1459328.38,1285481.63,100418.88,46882.73,0.44,0.678,4.23,3.35,20001229,266789.13,2.5,1.11,9.1,24.69,8.93,108100.0
300425,环能科技,环境保护,四川,51.28,3.23,3.75,238050.27,123502.65,30818.13,77260.86,2.06,0.133,3.93,2.31,20150216,29533.1,0.79,46.82,14.45,42.33,10.48,24379.0
002533,金杯电工,电气设备,湖南,24.71,5.14,5.53,350733.19,223714.47,67298.46,81696.3,1.48,0.225,4.17,1.33,20101231,80749.86,1.46,26.75,-26.49,13.7,3.14,47330.0
300406,九强生物,生物制药,北京,31.45,3.16,5.02,177867.69,128234.5,17009.05,5230.49,0.1,0.55,3.05,5.62,20141030,86355.4,1.72,4.03,0.55,72.04,39.34,16600.0
600006,东风汽车,汽车整车,湖北,45.14,20.0,20.0,1778791.25,1382836.63,163071.73,61459.0,0.31,0.1,3.35,1.35,19990727,326578.06,1.63,14.25,-8.29,10.7,1.1,134000.0
002698,博实股份,化工机械,黑龙江,63.02,5.31,6.82,251968.8,188555.34,20691.88,20286.0,0.3,0.132,2.74,4.04,20120911,85726.77,1.26,22.65,28.45,37.26,17.18,32707.0
002202,金风科技,电气设备,新疆,19.33,28.05,35.56,7278784.0,3308132.75,1807967.63,817518.25,2.3,0.84,5.96,2.79,20071226,809199.63,2.28,-4.8,1.72,30.24,12.16,104500.0
000622,恒立实业,汽车配件,湖南,0.0,4.25,4.25,40348.48,37888.4,2169.29,18291.42,0.43,-0.028,0.45,10.13,19961107,-41970.4,-0.99,20.8,37.45,11.86,-33.66,20489.0
000553,沙隆达Ａ,农药化肥,湖北,23.03,3.64,24.47,3961392.5,2333034.5,614149.0,1298227.75,5.31,0.66,8.02,1.81,19931203,328671.09,1.34,7.93,318.85,35.33,6.49,35807.0
300313,天山生物,农业综合,新疆,238.86,1.82,1.97,69094.96,17288.17,34808.32,27651.84,1.4,0.038,1.84,4.89,20120425,-11669.92,-0.59,-47.95,105.33,41.05,3.81,11400.0
601366,利群股份,百货,山东,20.74,4.75,8.61,782057.63,285129.31,297060.78,176267.38,2.05,0.49,5.27,1.8,20170412,158261.02,1.84,2.54,9.03,19.96,3.74,55089.0
002354,天神娱乐,互联网,辽宁,13.77,5.19,9.37,1440043.88,329620.69,2837.49,595917.94,6.36,1.17,9.81,1.53,20100209,212200.47,2.27,85.17,86.5,65.38,32.88,47800.0
600096,云天化,农药化肥,云南,42.48,11.22,13.21,6355664.0,3121774.5,2299467.25,513202.69,3.88,0.153,2.76,2.36,19970709,-317637.16,-2.4,5.59,106.2,11.65,0.36,47800.0
600644,乐山电力,水力发电,四川,68.85,5.38,5.38,298477.25,48694.64,143180.67,138351.75,2.57,0.08,2.37,2.31,19930426,-74900.5,-1.39,8.05,-79.73,25.52,2.08,32300.0
002335,科华恒盛,电气设备,福建,17.32,2.24,2.8,623427.13,285648.72,93204.0,221476.3,7.92,1.55,12.48,2.12,20100113,95642.6,3.42,36.29,148.42,33.72,17.67,22200.0
000617,中油资本,多元金融,山东,17.09,2.88,90.3,86569720.0,58652620.0,810512.25,3876203.5,4.29,0.758,7.92,1.64,19961022,1351388.38,1.5,-49.6,23.61,16.01,1819.58,17974.0
600661,新南洋,文教休闲,上海,45.34,2.59,2.87,305611.78,196588.2,34331.31,81071.71,2.83,0.42,5.47,4.64,19930614,34497.87,1.2,28.05,-7.59,44.21,9.23,19917.0
300098,高新兴,通信设备,广东,40.7,5.83,11.75,568955.75,298425.19,11251.85,231429.2,1.97,0.27,4.32,3.11,20100728,83532.57,0.71,45.77,44.91,37.69,21.41,39680.0
603828,柯利达,装修装饰,江苏,50.22,3.24,3.3,308727.88,227028.47,11035.48,36618.21,1.11,0.119,3.17,2.51,20150226,36744.55,1.11,28.37,23.94,13.77,2.98,13137.0
002567,唐人神,饲料,湖南,17.5,6.49,8.37,580876.13,226106.09,174013.77,158408.25,1.89,0.27,4.1,1.45,20110325,71121.93,0.85,32.4,58.21,9.72,2.06,32150.0
002242,九阳股份,家用电器,山东,18.01,7.67,7.68,542278.81,362633.03,63689.23,93720.81,1.22,0.702,5.2,3.24,20080528,189108.36,2.46,0.63,-1.38,32.8,10.63,52503.0
600740,山西焦化,焦炭加工,山西,169.67,6.57,14.32,1112513.25,497864.16,376588.0,225709.59,1.58,0.12,2.79,3.91,19960808,-111490.47,-0.78,48.46,107.89,9.28,1.53,78200.0
002266,浙富控股,电气设备,浙江,76.09,16.1,19.79,716002.56,232896.25,54539.38,12551.13,0.06,0.039,1.52,2.61,20080806,78462.18,0.4,8.25,53.08,23.57,9.55,140893.0
300385,雪浪环境,环境保护,江苏,46.53,0.64,1.3,181865.17,108805.72,42355.37,31692.9,2.44,0.37,8.49,2.5,20140626,32847.46,2.52,33.12,9.88,29.0,7.79,9994.0
300282,汇冠股份,电脑设备,北京,60.58,2.05,2.5,254602.2,84770.61,8243.41,201531.52,8.08,0.071,9.55,1.81,20111229,10949.96,0.44,-68.32,-11.94,39.9,14.36,7200.0
600820,隧道股份,建筑施工,上海,11.97,31.44,31.44,6791965.5,3850765.5,349967.5,683285.75,2.17,0.576,6.06,1.14,19940128,783217.69,2.49,9.36,9.5,11.93,5.74,174200.0
601880,大连港,港口,辽宁,63.34,77.36,128.95,3658527.5,1043908.38,1685724.38,292860.47,0.23,0.039,1.4,1.76,20101206,141607.16,0.11,-29.52,-5.69,16.2,5.54,211215.0
600757,长江传媒,出版业,湖北,12.64,12.13,12.14,1003637.69,783364.19,87781.05,181283.25,1.49,0.505,5.02,1.27,19961003,283642.88,2.34,-18.86,3.57,15.1,5.46,40132.0
603131,上海沪工,专用机械,上海,54.56,0.5,2.0,90824.21,72971.55,12513.91,17166.15,0.86,0.342,3.27,5.72,20160607,24480.93,1.22,42.48,-1.18,28.38,9.6,17000.0
002299,圣农发展,农业综合,福建,125.01,4.05,12.39,1150308.88,233749.45,812887.38,395571.63,3.19,0.09,5.04,2.53,20091021,18741.0,0.15,7.05,-81.12,6.68,1.44,30486.0
603025,大豪科技,电脑设备,北京,33.72,0.51,4.54,222714.22,176325.95,13081.17,65328.41,1.44,0.215,4.41,6.56,20150422,72366.28,1.59,50.08,72.84,50.55,32.92,17556.0
600712,南宁百货,百货,广西,2263.76,5.38,5.45,223780.2,72476.5,111329.47,36985.75,0.68,0.003,1.95,3.77,19960626,9535.9,0.18,5.16,105.17,14.91,0.08,24300.0
600027,华电国际,火力发电,山东,78.65,67.85,98.63,21627858.0,2505157.0,13888680.0,1314963.25,1.33,0.044,4.23,0.81,20050203,1548931.75,1.57,24.72,-87.14,10.54,0.54,137700.0
603096,新经典,出版业,天津,46.25,0.33,1.35,178325.98,164852.05,629.07,92929.11,6.9,1.9,11.32,7.05,20170425,43367.53,3.22,10.7,52.94,43.7,24.61,4613.0
000786,北新建材,其他建材,北京,17.51,14.14,17.89,1611068.13,553076.69,733016.5,304205.53,1.7,1.311,6.94,3.31,19970606,703213.06,3.93,36.88,100.16,37.23,21.0,61691.0
002620,瑞和股份,装修装饰,深圳,22.5,3.03,3.63,432649.59,299965.38,92167.88,114681.75,3.16,0.276,5.69,1.46,20110929,46429.39,1.28,32.21,32.96,13.71,4.78,25795.0
000419,通程控股,百货,湖南,22.77,5.43,5.44,415641.19,224418.09,116720.72,41739.53,0.77,0.235,3.7,1.45,19960816,90380.45,1.66,3.97,25.12,20.0,3.26,28000.0
000586,汇源通信,通信设备,四川,2426.31,1.93,1.93,56068.15,47283.96,3709.95,6428.55,0.33,0.004,1.23,8.33,19951220,-3690.12,-0.19,-14.21,-73.02,22.17,0.21,9420.0
000692,惠天热电,供气供热,辽宁,0.0,5.33,5.33,505053.66,179722.45,218084.27,37922.65,0.71,-0.216,2.39,1.62,19970227,21241.31,0.4,-9.68,-149.81,-0.13,-11.64,40453.0
002671,龙泉股份,其他建材,山东,0.0,3.33,4.72,385796.91,214551.3,96786.82,119224.47,2.52,-0.052,4.42,1.32,20120426,30061.84,0.64,-3.5,-186.6,30.73,-4.82,33206.0
002183,怡 亚 通,仓储物流,深圳,22.7,21.17,21.19,4772843.0,3830047.25,179934.86,128562.88,0.61,0.225,2.74,2.49,20071113,177739.13,0.84,13.8,5.46,6.59,1.01,131041.0
600812,华北制药,化学制药,河北,379.89,16.31,16.31,1715150.0,681751.19,788287.25,348103.09,2.13,0.012,3.25,1.34,19940114,-2749.48,-0.02,-4.62,-65.52,31.7,0.24,82706.0
000903,云内动力,机械基件,云南,23.68,17.41,19.71,946938.81,605971.25,186840.95,178260.13,0.9,0.1,2.6,1.12,19990415,74773.45,0.38,52.44,19.6,12.31,4.65,75118.0
600166,福田汽车,汽车整车,北京,144.22,66.7,66.7,6241941.0,2828418.0,1300156.0,783993.44,1.18,0.017,2.84,0.85,19980602,230057.52,0.34,11.13,-80.25,13.0,0.22,180200.0
600370,三房巷,纺织,江苏,45.04,7.97,7.97,172010.09,139064.2,29497.51,5900.81,0.07,0.048,1.59,1.83,20030306,30528.84,0.38,11.51,-15.06,15.15,5.05,32190.0
002322,理工环科,环境保护,浙江,24.94,2.86,3.98,331772.59,122404.35,28750.2,190260.59,4.78,0.421,7.59,1.85,20091218,64597.63,1.62,61.84,140.84,68.62,33.86,17430.0
000838,财信发展,区域地产,北京,27.15,6.32,11.0,861577.13,809440.81,16417.85,21956.07,0.2,0.178,1.62,2.98,19970626,44562.3,0.4,5.09,76.93,23.91,10.86,88300.0
300123,亚光科技,船舶,湖南,311.5,2.77,5.6,642502.13,223838.52,84691.31,371186.94,6.63,0.06,8.23,1.7,20100928,23333.82,0.42,6.56,95.63,27.5,4.39,18999.0
300297,蓝盾股份,软件服务,广东,45.84,7.38,11.75,726228.5,450614.5,52129.37,188133.72,1.6,0.182,3.21,3.46,20120315,72833.05,0.62,73.0,49.65,54.64,14.72,57959.0
601966,玲珑轮胎,汽车配件,山东,20.5,3.94,12.0,1858668.38,732117.25,947561.13,266548.47,2.22,0.6,7.01,2.34,20160706,413867.38,3.45,39.09,-7.29,22.61,6.98,82159.0
002505,大康农业,农业综合,湖南,411.1,54.85,54.85,1523878.0,981929.81,171769.11,25631.65,0.05,0.004,1.04,2.32,20101118,-11336.17,-0.02,164.31,1.07,3.54,0.24,131009.0
002512,达华智能,元器件,广东,123.31,6.4,10.95,776648.06,334209.25,50756.53,108035.05,0.99,0.067,2.59,4.28,20101203,62413.57,0.57,-2.53,18.06,13.74,3.21,16638.0
603368,柳州医药,医药商业,广西,23.09,1.46,1.85,755404.94,678549.44,42750.6,214659.22,11.6,2.169,18.87,2.65,20141204,103263.13,5.58,24.97,25.04,9.61,4.25,19050.0
600717,天津港,港口,天津,18.58,16.75,16.75,3603150.0,888645.69,1456302.13,286020.06,1.71,0.492,9.36,0.98,19960614,874249.31,5.22,0.94,-38.58,21.73,5.79,119889.0
600873,梅花生物,食品,西藏,12.74,31.08,31.08,1710191.63,479187.69,1035998.63,224245.16,0.72,0.378,2.93,1.64,19950217,350339.78,1.13,0.36,12.66,25.81,10.54,164257.0
002749,国光股份,农药化肥,四川,27.24,0.48,0.75,98551.11,82069.88,1571.24,33063.55,4.41,2.471,11.42,5.9,20150320,38277.45,5.1,20.03,33.07,52.2,25.13,11000.0
002087,新野纺织,纺织,河南,13.42,8.16,8.17,911819.88,515046.94,287192.09,104167.27,1.28,0.358,3.98,1.21,20061130,122882.76,1.5,27.16,40.84,17.28,5.62,39800.0
600285,羚锐制药,中成药,河南,22.31,5.35,5.92,329939.69,158573.73,64445.88,56529.48,0.95,0.321,3.69,2.59,20001018,68588.52,1.16,24.63,-43.64,71.49,14.59,38595.0
000792,盐湖股份,化工原料,青海,0.0,27.5,27.86,8241853.0,1641249.63,5264180.5,947820.81,3.4,-1.493,6.73,1.91,19970904,436744.66,1.57,12.88,-1318.77,33.52,-35.55,102839.0
002444,巨星科技,轻工机械,浙江,20.82,10.12,10.75,824389.19,543451.38,83396.34,199599.98,1.86,0.395,5.43,2.02,20100713,244793.59,2.28,17.12,-7.9,34.62,13.68,58329.0
000524,岭南控股,酒店餐饮,广东,39.6,2.72,6.7,443804.59,178636.69,56863.51,121464.77,1.81,0.28,3.8,2.76,19931118,43575.17,0.65,9.84,29.87,16.56,2.77,26000.0
600583,海油工程,石油开采,天津,55.73,44.21,44.21,2839595.5,1213648.63,1214126.25,424794.06,0.96,0.111,5.23,1.18,20020205,1238518.0,2.8,-14.5,-62.67,21.15,4.79,124488.0
002549,凯美特气,环境保护,湖南,51.18,6.2,6.24,121601.86,38568.85,64555.65,4207.46,0.07,0.03,1.43,4.31,20110218,18916.4,0.3,52.42,259.47,41.84,16.41,24283.0
