date,open,close,high,low,volume,code
2017-05-12,12.36,12.36,12.36,12.36,9833.0,600807
2017-05-15,11.12,11.12,11.12,11.12,25557.0,600807
2017-05-16,10.02,10.16,10.36,10.01,936780.0,600807
2017-05-17,9.87,9.89,10.06,9.8,542633.0,600807
2017-05-18,9.97,9.84,10.1,9.81,307461.0,600807
2017-05-19,9.7,9.36,9.76,9.33,350847.0,600807
2017-05-22,9.32,8.83,9.33,8.76,326620.0,600807
2017-05-24,8.88,8.99,9.16,8.69,248936.0,600807
2017-05-25,8.98,9.37,9.4,8.85,289766.0,600807
2017-05-26,9.28,9.38,9.42,9.22,197968.0,600807
2017-05-31,9.41,9.23,9.46,9.2,145262.0,600807
2017-06-01,9.1,8.83,9.17,8.75,179538.0,600807
2017-06-02,8.83,8.92,8.98,8.74,103167.0,600807
2017-06-05,9.0,9.08,9.19,8.95,120019.0,600807
2017-06-06,9.08,9.14,9.28,9.03,101858.0,600807
2017-06-07,9.24,9.3,9.33,9.15,160542.0,600807
2017-06-08,9.31,9.22,9.33,9.18,135372.0,600807
2017-06-09,9.23,9.19,9.27,9.11,113080.0,600807
2017-06-12,9.18,8.93,9.18,8.9,109755.0,600807
2017-06-13,8.87,9.06,9.09,8.87,74531.0,600807
2017-06-14,9.06,9.1,9.15,8.97,105559.0,600807
2017-06-15,9.06,9.36,9.41,9.03,201180.0,600807
2017-06-16,9.29,9.18,9.34,9.17,127140.0,600807
2017-06-19,9.16,9.19,9.26,9.15,87706.0,600807
2017-06-20,9.2,9.32,9.38,9.12,163800.0,600807
2017-06-21,9.33,9.31,9.4,9.22,123828.0,600807
2017-06-22,9.3,9.03,9.37,8.99,141395.0,600807
2017-06-23,9.07,8.96,9.08,8.83,143190.0,600807
2017-06-26,9.02,9.08,9.11,8.98,116449.0,600807
2017-06-27,9.07,9.05,9.16,9.0,96683.0,600807
2017-06-28,9.02,9.19,9.37,8.97,176059.0,600807
2017-06-29,9.16,9.12,9.25,9.11,107737.0,600807
2017-06-30,9.19,9.43,9.55,9.12,300847.0,600807
2017-07-03,9.33,9.41,9.47,9.31,137336.0,600807
2017-07-04,9.38,9.29,9.45,9.26,131345.0,600807
2017-07-05,9.24,9.33,9.34,9.22,100009.0,600807
2017-07-06,9.31,9.31,9.38,9.25,119825.0,600807
2017-07-07,9.31,9.35,9.38,9.24,136020.0,600807
2017-07-10,9.31,9.24,9.33,9.21,108167.0,600807
2017-07-11,9.25,9.0,9.26,8.98,130566.0,600807
2017-07-12,9.0,9.02,9.05,8.89,98733.0,600807
2017-07-13,9.03,9.2,9.3,8.97,132841.0,600807
2017-07-14,9.13,9.08,9.19,9.06,86823.0,600807
2017-07-17,9.08,8.51,9.15,8.5,182577.0,600807
2017-07-18,8.59,8.61,8.65,8.51,81335.0,600807
2017-07-19,8.62,8.82,8.88,8.59,103749.0,600807
2017-07-20,8.83,8.93,9.03,8.78,119615.0,600807
2017-07-21,8.95,8.82,8.97,8.8,94748.0,600807
2017-07-24,8.82,8.89,8.93,8.77,77423.0,600807
2017-07-25,8.88,8.77,8.88,8.71,79047.0,600807
2017-07-26,8.77,8.72,8.8,8.67,80045.0,600807
2017-07-27,8.74,8.85,8.89,8.71,101681.0,600807
2017-07-28,8.82,8.77,8.91,8.75,90588.0,600807
