date,open,close,high,low,volume,code
2017-05-02,16.689,16.57,16.848,16.371,35714.0,300258
2017-05-03,16.49,15.994,16.689,15.974,34328.0,300258
2017-05-04,15.885,15.964,16.183,15.835,26214.0,300258
2017-05-05,15.894,15.616,16.093,15.577,26161.0,300258
2017-05-08,15.606,15.189,15.656,14.802,57057.0,300258
2017-05-09,15.13,15.229,15.288,14.861,43728.0,300258
2017-05-10,15.269,14.901,15.457,14.663,51431.0,300258
2017-05-11,14.881,14.931,14.971,14.285,43030.0,300258
2017-05-12,14.901,15.229,15.279,14.613,28553.0,300258
2017-05-15,15.199,14.961,15.348,14.861,23733.0,300258
2017-05-16,14.961,15.298,15.338,14.861,17179.0,300258
2017-05-17,15.328,15.159,15.447,15.06,24763.0,300258
2017-05-18,15.05,14.951,15.149,14.901,21936.0,300258
2017-05-19,14.921,15.348,15.348,14.911,13019.0,300258
2017-05-22,15.179,15.497,15.577,14.981,30081.0,300258
2017-05-23,15.368,15.1,15.577,14.851,27275.0,300258
2017-05-24,15.0,14.961,15.398,14.464,36350.0,300258
2017-05-25,14.891,14.961,15.13,14.762,24722.0,300258
2017-05-26,15.0,15.15,15.35,14.96,14817.0,300258
2017-05-31,15.15,15.04,15.44,14.96,20475.0,300258
2017-06-01,14.93,14.5,15.15,14.25,76302.0,300258
2017-06-02,14.4,14.4,14.52,13.99,49955.0,300258
2017-06-05,14.4,14.89,14.93,14.31,32774.0,300258
2017-06-06,14.89,15.13,15.2,14.8,25141.0,300258
2017-06-07,15.13,15.4,15.54,15.05,36803.0,300258
2017-06-08,15.25,15.52,15.67,15.2,40690.0,300258
2017-06-09,15.59,15.5,15.65,15.26,24753.0,300258
2017-06-12,15.41,15.32,15.44,15.18,15876.0,300258
2017-06-13,15.35,15.72,15.75,15.2,33984.0,300258
2017-06-14,15.66,15.81,15.96,15.51,26571.0,300258
2017-06-15,15.81,15.55,15.92,15.55,26101.0,300258
2017-06-16,15.58,15.73,15.92,15.56,20550.0,300258
2017-06-19,15.73,15.74,16.16,14.95,40000.0,300258
2017-06-20,15.7,16.5,16.6,15.7,55260.0,300258
2017-06-21,16.54,16.32,16.54,16.2,18387.0,300258
2017-06-22,16.34,16.1,16.6,15.8,46897.0,300258
2017-06-23,16.1,15.92,16.1,15.5,31088.0,300258
2017-06-26,15.98,16.65,16.65,15.77,52904.0,300258
2017-06-27,16.79,16.44,16.9,16.4,33833.0,300258
2017-06-28,16.5,16.54,16.7,16.3,15801.0,300258
2017-06-29,16.53,16.31,16.79,16.22,25848.0,300258
2017-06-30,16.21,16.51,16.55,16.16,17886.0,300258
2017-07-03,16.51,16.58,16.68,16.35,16833.0,300258
2017-07-04,16.69,17.15,17.46,16.69,81368.0,300258
2017-07-05,17.16,17.31,17.43,16.9,45518.0,300258
2017-07-06,17.31,17.08,17.36,17.01,28497.0,300258
2017-07-07,17.18,17.2,17.5,17.05,37866.0,300258
2017-07-10,17.22,16.82,17.3,16.82,32413.0,300258
2017-07-11,16.82,16.69,17.03,16.69,25091.0,300258
2017-07-12,16.6,16.68,16.88,16.18,36617.0,300258
2017-07-13,16.58,16.73,16.88,16.56,17451.0,300258
2017-07-14,16.63,16.96,17.0,16.46,21775.0,300258
2017-07-17,16.93,16.12,16.95,15.98,27010.0,300258
2017-07-18,16.0,15.81,16.24,15.62,27549.0,300258
2017-07-19,15.75,16.17,16.26,15.7,27763.0,300258
2017-07-20,16.28,16.27,16.41,16.05,19051.0,300258
2017-07-21,16.27,16.16,16.35,16.0,19172.0,300258
2017-07-24,16.11,16.05,16.25,15.87,22285.0,300258
2017-07-25,16.1,16.37,16.55,16.08,23790.0,300258
2017-07-26,16.34,16.05,16.45,15.93,13855.0,300258
2017-07-27,16.05,16.72,17.22,15.9,49703.0,300258
2017-07-28,16.72,16.88,17.12,16.72,32131.0,300258
2017-07-31,16.76,16.97,17.2,16.75,30504.0,300258
2017-08-01,16.97,17.15,17.29,16.76,20653.0,300258
2017-08-02,17.33,17.19,17.49,16.9,32302.0,300258
2017-08-03,17.05,16.85,17.24,16.68,27305.0,300258
2017-08-04,16.78,16.35,16.93,16.2,48081.0,300258
2017-08-07,16.21,16.4,16.48,16.17,11994.0,300258
2017-08-08,16.4,15.94,16.4,15.93,29765.0,300258
2017-08-09,15.84,16.06,16.08,15.73,37753.0,300258
2017-08-10,16.02,16.48,16.53,15.97,47587.0,300258
2017-08-11,16.35,16.21,16.66,16.21,30625.0,300258
2017-08-14,16.23,17.02,17.05,16.2,43511.0,300258
2017-08-15,17.1,16.93,17.19,16.8,32499.0,300258
2017-08-16,16.99,17.0,17.22,16.95,27515.0,300258
2017-08-17,17.09,16.9,17.09,16.77,27877.0,300258
2017-08-18,16.89,16.78,16.96,16.63,26222.0,300258
2017-08-21,16.78,17.25,17.38,16.7,35297.0,300258
2017-08-22,17.26,17.25,17.55,17.08,37197.0,300258
2017-08-23,17.18,16.93,17.28,16.9,25943.0,300258
2017-08-24,16.99,17.25,17.78,16.52,89661.0,300258
2017-08-25,17.14,16.94,17.24,16.55,44199.0,300258
2017-08-28,16.82,16.76,17.14,16.72,37522.0,300258
2017-08-29,16.78,16.64,16.99,16.48,37104.0,300258
2017-08-30,16.64,16.62,16.76,16.53,25187.0,300258
2017-08-31,16.6,16.43,16.79,16.38,37741.0,300258
2017-09-01,16.46,16.46,16.7,16.23,60001.0,300258
2017-09-04,16.45,16.78,16.82,16.38,54531.0,300258
2017-09-05,16.82,16.84,16.88,16.55,36273.0,300258
2017-09-06,16.86,16.94,16.98,16.69,31943.0,300258
2017-09-07,16.87,16.33,16.93,16.28,50991.0,300258
2017-09-08,16.33,16.15,16.55,16.0,55123.0,300258
2017-09-11,16.17,16.32,16.36,16.11,45226.0,300258
2017-09-12,16.33,16.31,16.47,16.11,49133.0,300258
2017-09-13,16.26,16.08,16.26,16.01,48057.0,300258
2017-09-14,16.11,16.06,16.14,15.87,36883.0,300258
2017-09-15,16.0,15.93,16.02,15.83,46116.0,300258
2017-09-18,15.93,16.25,16.25,15.85,27659.0,300258
2017-09-19,16.25,16.02,16.31,16.0,24420.0,300258
2017-09-20,16.02,16.1,16.15,15.95,27930.0,300258
2017-09-21,16.16,15.93,16.18,15.92,19051.0,300258
2017-09-22,15.9,15.98,16.0,15.62,32760.0,300258
2017-09-25,15.95,16.01,16.14,15.88,24073.0,300258
2017-09-26,16.05,16.02,16.14,15.92,16511.0,300258
2017-09-27,16.05,15.93,16.08,15.87,18210.0,300258
2017-09-28,16.01,16.01,16.1,15.91,19877.0,300258
2017-09-29,16.06,16.36,16.44,15.99,37952.0,300258
2017-10-09,16.52,16.32,16.6,16.28,42210.0,300258
2017-10-10,16.39,16.48,16.48,16.23,40073.0,300258
2017-10-11,16.47,16.33,16.58,16.0,52990.0,300258
2017-10-12,16.26,16.09,16.39,16.02,26296.0,300258
2017-10-13,16.08,16.18,16.35,16.02,27864.0,300258
2017-10-16,16.19,15.95,16.24,15.9,33491.0,300258
