date,open,close,high,low,volume,code
2017-05-02,8.985,8.857,9.015,8.827,56444.0,600596
2017-05-03,8.847,8.748,8.936,8.689,54462.0,600596
2017-05-04,8.739,8.393,8.748,8.373,108044.0,600596
2017-05-05,8.442,8.008,8.521,7.998,200768.0,600596
2017-05-08,8.018,7.83,8.037,7.801,121096.0,600596
2017-05-09,7.84,7.87,7.919,7.722,104313.0,600596
2017-05-10,7.889,7.524,7.889,7.504,117666.0,600596
2017-05-11,7.534,7.445,7.544,7.208,132613.0,600596
2017-05-12,7.435,7.494,7.564,7.386,72629.0,600596
2017-05-15,7.573,7.514,7.593,7.494,54801.0,600596
2017-05-16,7.514,7.712,7.712,7.396,76261.0,600596
2017-05-17,7.712,7.83,7.968,7.682,93475.0,600596
2017-05-18,7.83,7.79,7.9,7.75,61818.0,600596
2017-05-19,7.79,7.78,7.88,7.72,52537.0,600596
2017-05-22,7.72,7.38,7.78,7.26,130219.0,600596
2017-05-23,7.34,7.13,7.35,7.07,108229.0,600596
2017-05-24,7.1,7.28,7.3,6.99,81374.0,600596
2017-05-25,7.24,7.39,7.43,7.1,90236.0,600596
2017-05-26,7.37,7.32,7.43,7.31,57343.0,600596
2017-05-31,7.42,7.37,7.5,7.35,64828.0,600596
2017-06-01,7.37,7.25,7.44,7.24,98337.0,600596
2017-06-02,7.25,7.51,7.53,7.04,129021.0,600596
2017-06-05,7.46,7.54,7.58,7.45,79394.0,600596
2017-06-06,7.54,7.5,7.54,7.43,53506.0,600596
2017-06-07,7.47,7.68,7.69,7.47,107251.0,600596
2017-06-08,7.66,7.62,7.71,7.56,81349.0,600596
2017-06-09,7.57,7.59,7.62,7.5,66972.0,600596
2017-06-12,7.53,7.48,7.57,7.45,51943.0,600596
2017-06-13,7.44,7.63,7.67,7.44,80548.0,600596
2017-06-14,7.63,7.61,7.66,7.56,45521.0,600596
2017-06-15,7.63,7.76,7.86,7.62,113354.0,600596
2017-06-16,7.75,7.75,7.78,7.67,49427.0,600596
2017-06-19,7.73,7.66,7.77,7.63,149881.0,600596
2017-06-20,7.68,7.68,7.71,7.64,111364.0,600596
2017-06-21,7.71,7.92,7.97,7.64,254081.0,600596
2017-06-22,7.8,7.68,7.93,7.68,178403.0,600596
2017-06-23,7.69,7.64,7.72,7.5,112902.0,600596
2017-06-26,7.62,7.9,7.92,7.62,160067.0,600596
2017-06-27,7.93,7.93,8.15,7.91,170610.0,600596
2017-06-28,7.97,7.97,8.12,7.93,164226.0,600596
2017-06-29,7.99,8.21,8.25,7.99,202115.0,600596
2017-06-30,8.15,8.45,8.55,8.08,237953.0,600596
2017-07-03,8.47,8.49,8.64,8.35,200879.0,600596
2017-07-04,8.43,8.5,8.5,8.34,142174.0,600596
2017-07-05,8.46,8.48,8.49,8.35,106213.0,600596
2017-07-06,8.44,8.45,8.48,8.29,155113.0,600596
2017-07-07,8.38,8.78,8.78,8.38,228113.0,600596
2017-07-10,9.2,8.87,9.27,8.8,520091.0,600596
2017-07-11,8.8,8.6,8.85,8.54,215566.0,600596
2017-07-12,8.57,8.51,8.65,8.27,205869.0,600596
2017-07-13,8.47,8.49,8.73,8.41,204248.0,600596
2017-07-14,8.44,8.43,8.55,8.37,145123.0,600596
2017-07-17,8.42,8.04,8.45,7.97,170664.0,600596
2017-07-18,8.0,8.22,8.24,7.98,110552.0,600596
2017-07-19,8.2,8.72,8.81,8.2,315827.0,600596
2017-07-20,8.79,8.83,8.9,8.69,259631.0,600596
2017-07-21,8.74,8.85,8.87,8.65,174956.0,600596
2017-07-24,8.82,9.58,9.69,8.81,584437.0,600596
