date,open,close,high,low,volume,code
2017-05-02,6.44,6.49,6.5,6.39,39052.0,600470
2017-05-03,6.49,6.59,6.65,6.49,86263.0,600470
2017-05-04,6.59,6.56,6.64,6.51,44643.0,600470
2017-05-05,6.56,6.33,6.56,6.28,53670.0,600470
2017-05-08,6.31,6.18,6.34,6.17,46902.0,600470
2017-05-09,6.15,6.26,6.3,6.13,39606.0,600470
2017-05-10,6.28,6.13,6.35,6.12,37614.0,600470
2017-05-11,6.1,6.06,6.23,5.81,69029.0,600470
2017-05-12,6.08,5.96,6.08,5.88,45393.0,600470
2017-05-15,5.97,6.02,6.06,5.97,28415.0,600470
2017-05-16,6.0,6.19,6.21,5.9,62631.0,600470
2017-05-17,6.23,6.2,6.28,6.17,47098.0,600470
2017-05-18,6.2,6.23,6.33,6.15,40948.0,600470
2017-05-19,6.2,6.18,6.25,6.15,31427.0,600470
2017-05-22,6.18,5.98,6.21,5.96,44430.0,600470
2017-05-23,5.99,5.89,6.06,5.82,59525.0,600470
2017-05-24,5.89,5.97,5.98,5.78,40812.0,600470
2017-05-25,5.96,6.06,6.09,5.89,47186.0,600470
2017-05-26,6.04,6.07,6.13,6.03,38312.0,600470
2017-05-31,6.13,6.04,6.18,6.04,37362.0,600470
2017-06-01,6.04,5.89,6.04,5.81,40816.0,600470
2017-06-02,5.88,5.95,6.03,5.67,50100.0,600470
2017-06-05,5.91,6.02,6.04,5.91,36107.0,600470
2017-06-06,5.99,6.04,6.04,5.96,26973.0,600470
2017-06-07,6.04,6.17,6.18,6.02,64255.0,600470
2017-06-08,6.18,6.13,6.2,6.11,37269.0,600470
2017-06-09,6.13,6.1,6.15,6.06,40331.0,600470
2017-06-12,6.09,6.06,6.13,6.02,32240.0,600470
2017-06-13,6.03,6.15,6.22,6.03,43796.0,600470
2017-06-14,6.17,6.31,6.57,6.12,126093.0,600470
2017-06-15,6.26,6.31,6.45,6.24,91711.0,600470
2017-06-16,6.34,6.27,6.38,6.26,47604.0,600470
2017-06-19,6.25,6.32,6.33,6.23,42269.0,600470
2017-06-20,6.32,6.34,6.43,6.27,65707.0,600470
2017-06-21,6.35,6.32,6.37,6.28,42001.0,600470
2017-06-22,6.3,6.12,6.3,6.1,51782.0,600470
2017-06-23,6.13,6.08,6.15,5.96,52571.0,600470
2017-06-26,6.07,6.28,6.34,6.04,81824.0,600470
2017-06-27,6.34,6.4,6.41,6.28,124469.0,600470
2017-06-28,6.34,6.28,6.36,6.25,53254.0,600470
2017-06-29,6.29,6.31,6.38,6.23,43964.0,600470
2017-06-30,6.34,6.36,6.37,6.3,43609.0,600470
2017-07-03,6.33,6.4,6.43,6.31,51213.0,600470
2017-07-04,6.39,6.36,6.4,6.32,34650.0,600470
2017-07-05,6.35,6.41,6.43,6.34,55127.0,600470
2017-07-06,6.42,6.44,6.5,6.3,75721.0,600470
2017-07-07,6.41,6.58,6.6,6.36,138454.0,600470
2017-07-10,6.55,6.5,6.58,6.46,87221.0,600470
2017-07-11,6.48,6.37,6.5,6.36,61642.0,600470
2017-07-12,6.35,6.36,6.39,6.24,49917.0,600470
2017-07-13,6.36,6.41,6.45,6.33,53536.0,600470
2017-07-14,6.41,6.26,6.41,6.21,65986.0,600470
