date,open,close,high,low,volume,code
2017-05-02,5.35,5.4,5.43,5.32,48412.0,300066
2017-05-03,5.39,5.37,5.44,5.35,37389.0,300066
2017-05-04,5.38,5.51,5.76,5.31,117184.0,300066
2017-05-05,5.47,5.38,5.49,5.32,62760.0,300066
2017-05-08,5.36,5.43,5.62,5.3,83812.0,300066
2017-05-09,5.43,5.49,5.52,5.39,63320.0,300066
2017-05-10,5.49,5.43,5.63,5.42,90294.0,300066
2017-05-11,5.37,5.39,5.5,5.22,96006.0,300066
2017-05-12,5.37,5.45,5.45,5.25,84851.0,300066
2017-05-15,5.45,5.42,5.49,5.4,41831.0,300066
2017-05-16,5.38,5.55,5.57,5.27,122425.0,300066
2017-05-17,5.54,5.85,5.89,5.5,250148.0,300066
2017-05-18,5.72,5.63,5.74,5.61,158435.0,300066
2017-05-19,5.66,5.62,5.68,5.52,76347.0,300066
2017-05-22,5.61,5.46,5.64,5.42,74339.0,300066
2017-05-23,5.48,5.28,5.49,5.28,72718.0,300066
2017-05-24,5.3,5.35,5.35,5.15,57914.0,300066
2017-05-25,5.35,5.89,5.89,5.31,204416.0,300066
2017-05-26,6.18,5.83,6.2,5.82,494644.0,300066
2017-05-31,5.86,5.72,5.87,5.67,232554.0,300066
2017-06-01,5.65,5.37,5.68,5.37,170223.0,300066
2017-06-02,5.32,5.56,5.58,5.32,127209.0,300066
2017-06-05,5.56,5.65,5.78,5.5,164491.0,300066
2017-06-06,5.63,5.59,5.63,5.49,105442.0,300066
2017-06-07,5.6,5.72,5.77,5.57,151415.0,300066
2017-06-08,5.7,5.65,5.73,5.6,93801.0,300066
2017-06-09,5.61,5.62,5.64,5.55,79333.0,300066
2017-06-12,5.58,5.51,5.61,5.5,62667.0,300066
2017-06-13,5.48,5.6,5.65,5.47,67161.0,300066
2017-06-14,5.63,5.64,5.66,5.54,55534.0,300066
2017-06-15,5.67,5.77,5.95,5.61,216472.0,300066
2017-06-16,5.77,5.74,5.86,5.68,90505.0,300066
2017-06-19,5.71,5.71,5.75,5.66,95737.0,300066
2017-06-20,5.73,5.8,5.85,5.72,147764.0,300066
2017-06-21,5.83,5.73,5.88,5.68,143342.0,300066
2017-06-22,5.71,5.55,5.74,5.5,130222.0,300066
2017-06-23,5.54,5.53,5.57,5.41,106564.0,300066
2017-06-26,5.52,5.6,5.61,5.5,63446.0,300066
2017-06-27,5.6,5.56,5.64,5.51,59650.0,300066
2017-06-28,5.55,5.53,5.55,5.48,52833.0,300066
2017-06-29,5.53,5.59,5.63,5.53,68405.0,300066
2017-06-30,5.6,5.54,5.6,5.51,43951.0,300066
2017-07-03,5.53,5.78,5.83,5.53,233305.0,300066
2017-07-04,5.7,5.87,6.17,5.65,425822.0,300066
2017-07-05,5.8,5.88,5.9,5.75,191658.0,300066
