,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000673,当代东方,-9.9778,3231.48,365.03,2866.44,日跌幅偏离值达到7%的前五只证券,0.13,1.00,2017-08-22
1,002037,久联发展,10.0213,11114.00,4647.07,6466.93,日涨幅偏离值达到7%的前五只证券,0.13,0.18,2017-08-22
2,002488,金固股份,10.0281,7937.54,5435.34,2502.20,日涨幅偏离值达到7%的前五只证券,0.24,0.11,2017-08-22
3,002600,江粉磁材,9.9776,32959.97,21088.94,11871.02,日涨幅偏离值达到7%的前五只证券,0.08,0.04,2017-08-22
4,002738,中矿资源,10.0234,8082.99,6066.21,2016.77,日涨幅偏离值达到7%的前五只证券,0.36,0.12,2017-08-22
5,002868,绿康生化,10.0118,4709.22,3333.24,1375.97,日涨幅偏离值达到7%的前五只证券,0.16,0.06,2017-08-22
6,002868,绿康生化,10.0118,4709.22,3333.24,1375.97,日换手率达到20%的前五只证券,0.16,0.06,2017-08-22
7,002885,京泉华,0.5062,3694.91,1807.46,1887.45,日换手率达到20%的前五只证券,0.10,0.11,2017-08-22
8,002888,惠威科技,-5.2483,5095.78,2422.08,2673.70,日换手率达到20%的前五只证券,0.08,0.09,2017-08-22
9,002889,东方嘉盛,-3.1732,6608.67,2214.58,4394.09,日换手率达到20%的前五只证券,0.06,0.11,2017-08-22
10,002890,弘宇股份,-2.5355,7148.55,4110.52,3038.03,日换手率达到20%的前五只证券,0.24,0.18,2017-08-22
11,002892,科力尔,10,73.49,63.37,10.12,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.16,2017-08-22
12,200986,粤华包B,-9.9408,4.93,2.27,2.66,日跌幅偏离值达到7%的前五只证券,0.85,1.00,2017-08-22
13,300038,梅泰诺,9.9893,23648.22,9617.19,14031.03,日涨幅偏离值达到7%的前五只证券,0.14,0.20,2017-08-22
14,300038,梅泰诺,9.9893,29796.56,11857.49,17939.06,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.15,0.23,2017-08-22
15,300224,正海磁材,9.9746,19039.55,9674.05,9365.50,日涨幅偏离值达到7%的前五只证券,0.16,0.15,2017-08-22
16,300224,正海磁材,9.9746,19284.31,9777.56,9506.75,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.14,0.14,2017-08-22
17,300229,拓尔思,9.9771,13996.36,8321.32,5675.04,日涨幅偏离值达到7%的前五只证券,0.16,0.11,2017-08-22
18,300372,欣泰退,-1.1976,153.33,79.97,73.36,退市整理期,0.34,0.31,2017-08-22
19,300671,富满电子,3.4194,8238.13,2302.88,5935.24,日换手率达到20%的前五只证券,0.07,0.17,2017-08-22
20,300675,建科院,10.0077,19338.60,13425.77,5912.82,日涨幅偏离值达到7%的前五只证券,0.23,0.10,2017-08-22
21,300675,建科院,10.0077,23656.05,17567.37,6088.68,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.17,0.06,2017-08-22
22,300675,建科院,10.0077,19338.60,13425.77,5912.82,日换手率达到20%的前五只证券,0.23,0.10,2017-08-22
23,300682,朗新科技,2.4326,4610.99,1909.31,2701.68,日换手率达到20%的前五只证券,0.05,0.07,2017-08-22
24,300685,艾德生物,10.0073,2105.22,2050.89,54.33,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.03,2017-08-22
25,300686,智动力,6.517,5262.62,1884.47,3378.15,日换手率达到20%的前五只证券,0.04,0.07,2017-08-22
26,300688,创业黑马,10.0133,310.10,293.54,16.56,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.06,2017-08-22
27,300689,澄天伟业,9.9955,12170.28,4983.67,7186.60,日换手率达到20%的前五只证券,0.12,0.17,2017-08-22
28,300690,双一科技,10.007,11545.55,9567.49,1978.07,日涨幅偏离值达到7%的前五只证券,0.23,0.05,2017-08-22
29,300691,联合光电,9.9951,615.55,590.23,25.33,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.04,2017-08-22
30,300693,盛弘股份,43.9667,21.97,16.78,5.19,无价格涨跌幅限制的证券,1.00,0.31,2017-08-22
31,300696,爱乐达,44.0125,28.82,20.76,8.06,无价格涨跌幅限制的证券,1.00,0.39,2017-08-22
32,600007,中国国贸,-0.4004,231.43,231.43,0.00,单只标的证券的当日融资买入数量达到当日该证券总交易量的50％以上,0.47,0.00,2017-08-22
33,600716,凤凰股份,0.5837,1538.19,1538.19,0.00,单只标的证券的当日融资买入数量达到当日该证券总交易量的50％以上,0.36,0.00,2017-08-22
34,601326,秦港股份,10.0223,211.76,200.30,11.46,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.06,2017-08-22
35,601886,江河集团,-0.3868,2834.67,2834.67,0.00,单只标的证券的当日融资买入数量达到当日该证券总交易量的50％以上,0.46,0.00,2017-08-22
36,603535,嘉诚国际,2.0882,5271.89,1964.99,3306.89,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.08,2017-08-22
37,603602,纵横通信,9.9976,11166.86,8146.74,3020.12,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.30,0.11,2017-08-22
38,603668,天马科技,10.0142,4761.63,3580.47,1181.15,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.17,0.06,2017-08-22
39,603676,卫信康,3.3657,6303.72,2112.31,4191.41,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.11,2017-08-22
40,603776,永安行,10.0043,711.61,672.92,38.69,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.06,2017-08-22
41,603880,南卫股份,-2.9472,5197.72,2831.60,2366.12,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.09,0.08,2017-08-22
42,603976,正川股份,43.9944,24.09,13.78,10.31,无价格涨跌幅限制的证券,1.00,0.75,2017-08-22
43,603985,恒润股份,10.0121,4761.55,2900.52,1861.03,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.14,0.09,2017-08-22
