,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000010,美丽生态,10.0826,7579.19,4565.63,3013.55,日涨幅偏离值达到7%的前五只证券,0.19,0.13,2017-10-19
1,000010,美丽生态,10.0826,16317.17,11999.87,4317.30,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.20,0.07,2017-10-19
2,000554,泰山石油,-10.0406,5026.96,2387.24,2639.72,日跌幅偏离值达到7%的前五只证券,0.09,0.09,2017-10-19
3,000687,华讯方舟,-8.982,19700.51,10786.31,8914.20,日跌幅偏离值达到7%的前五只证券,0.11,0.09,2017-10-19
4,000815,美利云,10.0128,9340.96,5829.00,3511.96,日涨幅偏离值达到7%的前五只证券,0.26,0.16,2017-10-19
5,000816,智慧农业,-9.9494,46084.70,3343.70,42741.00,日跌幅偏离值达到7%的前五只证券,0.05,0.65,2017-10-19
6,000823,超声电子,-8.502,16313.50,7650.66,8662.84,日跌幅偏离值达到7%的前五只证券,0.15,0.17,2017-10-19
7,002264,新华都,10,29144.42,11457.54,17686.87,日涨幅偏离值达到7%的前五只证券,0.08,0.12,2017-10-19
8,002430,杭氧股份,-8.3265,2512.30,897.85,1614.45,日跌幅偏离值达到7%的前五只证券,0.08,0.14,2017-10-19
9,002652,扬子新材,10.0354,7519.91,5710.00,1809.91,日涨幅偏离值达到7%的前五只证券,0.53,0.17,2017-10-19
10,002729,好利来,3.4044,11063.62,4581.95,6481.67,日振幅值达到15%的前五只证券,0.42,0.59,2017-10-19
11,002845,同兴达,2.629,16530.17,7593.75,8936.42,日换手率达到20%的前五只证券,0.11,0.13,2017-10-19
12,002856,美芝股份,-3.7825,8076.80,3416.02,4660.78,日换手率达到20%的前五只证券,0.10,0.14,2017-10-19
13,002893,华通热力,5.04,4878.02,2714.03,2163.98,日换手率达到20%的前五只证券,0.05,0.04,2017-10-19
14,002899,英派斯,-3.5992,4412.87,1840.26,2572.61,日换手率达到20%的前五只证券,0.05,0.06,2017-10-19
15,002901,大博医疗,9.9958,17317.99,11908.97,5409.01,日涨幅偏离值达到7%的前五只证券,0.09,0.04,2017-10-19
16,002901,大博医疗,9.9958,17317.99,11908.97,5409.01,日换手率达到20%的前五只证券,0.09,0.04,2017-10-19
17,002902,铭普光磁,9.9908,2544.65,2429.98,114.68,日涨幅偏离值达到7%的前五只证券,1.00,0.05,2017-10-19
18,002903,宇环数控,10.0041,27.30,20.34,6.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.34,2017-10-19
19,002906,华阳集团,9.9848,114.01,105.35,8.66,日涨幅偏离值达到7%的前五只证券,1.00,0.08,2017-10-19
20,002906,华阳集团,9.9848,153.79,144.45,9.34,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.06,2017-10-19
21,300176,鸿特精密,10,18766.03,9982.39,8783.64,日涨幅偏离值达到7%的前五只证券,0.31,0.27,2017-10-19
22,300247,乐金健康,10.0143,19780.34,10594.22,9186.12,日涨幅偏离值达到7%的前五只证券,0.11,0.09,2017-10-19
23,300247,乐金健康,10.0143,23955.02,13759.31,10195.71,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.11,0.09,2017-10-19
24,300277,海联讯,10.0251,15968.65,9761.83,6206.82,日涨幅偏离值达到7%的前五只证券,0.29,0.18,2017-10-19
25,300439,美康生物,10.0048,8395.86,5789.86,2606.00,日涨幅偏离值达到7%的前五只证券,0.21,0.09,2017-10-19
26,300536,农尚环境,9.9954,12908.76,3135.67,9773.09,日振幅值达到15%的前五只证券,0.06,0.18,2017-10-19
27,300536,农尚环境,9.9954,12908.76,3135.67,9773.09,日涨幅偏离值达到7%的前五只证券,0.06,0.18,2017-10-19
28,300536,农尚环境,9.9954,23268.13,8181.83,15086.30,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.16,2017-10-19
29,300536,农尚环境,9.9954,12908.76,3135.67,9773.09,日换手率达到20%的前五只证券,0.06,0.18,2017-10-19
30,300562,乐心医疗,2.1018,6563.64,2614.61,3949.04,日换手率达到20%的前五只证券,0.06,0.08,2017-10-19
31,300621,维业股份,2.308,4567.43,1746.09,2821.33,日换手率达到20%的前五只证券,0.08,0.13,2017-10-19
32,300692,中环环保,5.2425,12340.14,3125.38,9214.76,日换手率达到20%的前五只证券,0.04,0.12,2017-10-19
33,300701,森霸股份,-3.9462,4900.88,2119.82,2781.06,日换手率达到20%的前五只证券,0.05,0.06,2017-10-19
34,300709,精研科技,44.0052,73.44,57.48,15.97,无价格涨跌幅限制的证券,1.00,0.28,2017-10-19
35,300710,万隆光电,44,15.45,10.14,5.31,无价格涨跌幅限制的证券,1.00,0.52,2017-10-19
36,601086,国芳集团,10.0307,1325.72,1197.90,127.82,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.11,2017-10-19
37,601086,国芳集团,10.0307,1688.53,1558.64,129.90,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.08,2017-10-19
38,601858,中国科传,-8.102,1788.70,847.13,941.58,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.06,0.07,2017-10-19
39,603103,横店影视,10.0061,496.59,464.24,32.36,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.07,2017-10-19
40,603110,东方材料,10,79.64,64.77,14.88,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.23,2017-10-19
41,603363,傲农生物,10,1776.32,1739.93,36.39,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.02,2017-10-19
42,603378,亚士创能,3.5511,8114.68,3517.89,4596.79,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.04,0.05,2017-10-19
43,603499,翔港科技,10,23.16,14.53,8.63,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.59,2017-10-19
44,603533,掌阅科技,9.9819,649.88,620.77,29.11,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.05,2017-10-19
45,603578,三星新材,-10.0039,5203.06,1800.21,3402.85,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.14,0.26,2017-10-19
46,603829,洛凯股份,10.0437,11.82,6.22,5.59,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.90,2017-10-19
47,603829,洛凯股份,10.0437,18.45,12.27,6.18,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.50,2017-10-19
48,603955,大千生态,-4.1181,6685.87,3192.53,3493.35,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.06,0.06,2017-10-19
49,603959,百利科技,10.0159,10777.21,8010.33,2766.88,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.34,0.12,2017-10-19
50,603963,大理药业,6.307,4992.98,3073.27,1919.71,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.06,0.04,2017-10-19
51,603986,兆易创新,-8.4309,12941.61,4875.29,8066.32,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.10,0.16,2017-10-19
