,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000045,深纺织A,10,17090.57,12157.09,4933.48,日涨幅偏离值达到7%的前五只证券,0.46,0.19,2017-08-30
1,000560,昆百大A,9.2697,25442.86,12925.48,12517.39,日涨幅偏离值达到7%的前五只证券,0.16,0.15,2017-08-30
2,000560,昆百大A,9.2697,25442.86,12925.48,12517.39,日换手率达到20%的前五只证券,0.16,0.15,2017-08-30
3,000681,视觉中国,10.0128,14539.13,6999.18,7539.95,日涨幅偏离值达到7%的前五只证券,0.27,0.29,2017-08-30
4,000717,韶钢松山,10.0279,53372.23,32027.09,21345.14,日涨幅偏离值达到7%的前五只证券,0.19,0.12,2017-08-30
5,000822,山东海化,10.0402,19875.82,16035.15,3840.67,日涨幅偏离值达到7%的前五只证券,0.19,0.04,2017-08-30
6,002068,黑猫股份,10.0093,17664.62,13643.16,4021.46,日涨幅偏离值达到7%的前五只证券,0.19,0.06,2017-08-30
7,002273,水晶光电,10,29248.21,17027.38,12220.83,日涨幅偏离值达到7%的前五只证券,0.12,0.09,2017-08-30
8,002362,汉王科技,10.019,27189.63,20335.49,6854.14,日涨幅偏离值达到7%的前五只证券,0.29,0.10,2017-08-30
9,002670,国盛金控,8.7871,31832.77,10806.64,21026.13,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.18,2017-08-30
10,002853,皮阿诺,-3.1493,13472.36,6600.05,6872.31,日换手率达到20%的前五只证券,0.09,0.09,2017-08-30
11,002878,元隆雅图,-3.0269,5562.73,3217.85,2344.88,日换手率达到20%的前五只证券,0.09,0.06,2017-08-30
12,002885,京泉华,6.764,7391.67,3620.51,3771.15,日换手率达到20%的前五只证券,0.11,0.11,2017-08-30
13,002886,沃特股份,10.0134,15635.30,11094.83,4540.47,日涨幅偏离值达到7%的前五只证券,0.24,0.10,2017-08-30
14,002886,沃特股份,10.0134,15635.30,11094.83,4540.47,日换手率达到20%的前五只证券,0.24,0.10,2017-08-30
15,002886,沃特股份,10.0134,23415.52,15221.24,8194.27,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.17,0.09,2017-08-30
16,002889,东方嘉盛,7.2432,7881.87,4082.57,3799.30,日换手率达到20%的前五只证券,0.06,0.06,2017-08-30
17,002891,中宠股份,9.9899,717.17,691.96,25.21,日涨幅偏离值达到7%的前五只证券,1.00,0.04,2017-08-30
18,002895,川恒股份,9.9673,30.53,25.28,5.25,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.21,2017-08-30
19,200045,深纺织B,7.8778,414.55,215.13,199.42,日涨幅偏离值达到7%的前五只证券,0.29,0.27,2017-08-30
20,300556,丝路视觉,9.9966,6283.99,5168.99,1115.01,日涨幅偏离值达到7%的前五只证券,0.50,0.11,2017-08-30
21,300618,寒锐钴业,9.9992,41234.37,26484.18,14750.19,日涨幅偏离值达到7%的前五只证券,0.26,0.14,2017-08-30
22,300635,达安股份,9.9889,14630.97,7635.29,6995.68,日涨幅偏离值达到7%的前五只证券,0.26,0.23,2017-08-30
23,300649,杭州园林,6.0232,11014.47,6237.91,4776.56,日换手率达到20%的前五只证券,0.08,0.06,2017-08-30
24,300675,建科院,-0.2098,9656.68,4574.00,5082.68,日换手率达到20%的前五只证券,0.05,0.06,2017-08-30
25,300682,朗新科技,10.0196,18461.66,12929.75,5531.90,日涨幅偏离值达到7%的前五只证券,0.18,0.08,2017-08-30
26,300682,朗新科技,10.0196,18461.66,12929.75,5531.90,日换手率达到20%的前五只证券,0.18,0.08,2017-08-30
27,300689,澄天伟业,-7.2107,10662.30,4889.37,5772.93,日跌幅偏离值达到7%的前五只证券,0.07,0.09,2017-08-30
28,300689,澄天伟业,-7.2107,10662.30,4889.37,5772.93,日换手率达到20%的前五只证券,0.07,0.09,2017-08-30
29,300691,联合光电,9.9945,24352.33,17970.95,6381.38,日涨幅偏离值达到7%的前五只证券,0.17,0.06,2017-08-30
30,300691,联合光电,9.9945,24352.33,17970.95,6381.38,日换手率达到20%的前五只证券,0.17,0.06,2017-08-30
31,300691,联合光电,9.9945,24352.33,17970.95,6381.38,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.17,0.06,2017-08-30
