,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000004,国农科技,10.0127,10507.23,4484.57,6022.66,日涨幅偏离值达到7%的前五只证券,0.32,0.42,2017-11-10
1,002070,*ST众和,-4.9555,1146.23,310.25,835.98,"连续三个交易日内,跌幅偏离值累计达到12%的ST证券、*ST证券",0.25,0.68,2017-11-10
2,002194,武汉凡谷,4.2049,7537.77,3347.83,4189.94,日振幅值达到15%的前五只证券,0.05,0.07,2017-11-10
3,002409,雅克科技,9.9947,103283.78,30182.25,73101.53,日涨幅偏离值达到7%的前五只证券,0.13,0.31,2017-11-10
4,002409,雅克科技,9.9947,103283.78,30182.25,73101.53,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.13,0.31,2017-11-10
5,002618,丹邦科技,10,9419.48,7151.59,2267.89,日涨幅偏离值达到7%的前五只证券,0.39,0.12,2017-11-10
6,002721,金一文化,9.9656,8303.74,5013.25,3290.50,日涨幅偏离值达到7%的前五只证券,0.58,0.38,2017-11-10
7,002830,名雕股份,-1.6854,35672.97,17396.35,18276.62,日换手率达到20%的前五只证券,0.31,0.33,2017-11-10
8,002878,元隆雅图,0.7539,4507.51,1618.75,2888.75,日换手率达到20%的前五只证券,0.05,0.09,2017-11-10
9,002886,沃特股份,0.9759,7225.87,3638.55,3587.32,日换手率达到20%的前五只证券,0.08,0.08,2017-11-10
10,002902,铭普光磁,6.7151,12686.59,9045.41,3641.18,日换手率达到20%的前五只证券,0.07,0.03,2017-11-10
11,002903,宇环数控,-3.5469,11228.44,3184.56,8043.88,日换手率达到20%的前五只证券,0.04,0.11,2017-11-10
12,002907,华森制药,10.0098,2905.20,2632.18,273.02,日涨幅偏离值达到7%的前五只证券,0.81,0.08,2017-11-10
13,002907,华森制药,10.0098,2907.27,2632.18,275.09,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.72,0.07,2017-11-10
14,002908,德生科技,10.0146,405.07,383.40,21.67,日涨幅偏离值达到7%的前五只证券,1.00,0.06,2017-11-10
15,002908,德生科技,10.0146,1296.73,1261.59,35.14,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.03,2017-11-10
16,002910,庄园牧场,9.9904,553.86,534.92,18.94,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.04,2017-11-10
17,300054,鼎龙股份,9.9905,14750.39,8053.77,6696.62,日涨幅偏离值达到7%的前五只证券,0.23,0.19,2017-11-10
18,300360,炬华科技,-6.8568,5348.19,2151.39,3196.80,日跌幅偏离值达到7%的前五只证券,0.05,0.07,2017-11-10
19,300502,新易盛,9.9939,14267.99,8661.37,5606.62,日涨幅偏离值达到7%的前五只证券,0.23,0.15,2017-11-10
20,300570,太辰光,9.9823,7698.56,5458.14,2240.41,日涨幅偏离值达到7%的前五只证券,0.26,0.11,2017-11-10
21,300585,奥联电子,3.286,4672.84,2740.09,1932.75,日换手率达到20%的前五只证券,0.07,0.05,2017-11-10
22,300619,金银河,10,15453.12,9091.71,6361.42,日涨幅偏离值达到7%的前五只证券,0.35,0.24,2017-11-10
23,300655,晶瑞股份,9.9944,11188.49,7151.30,4037.19,日涨幅偏离值达到7%的前五只证券,0.18,0.10,2017-11-10
24,300655,晶瑞股份,9.9944,11188.49,7151.30,4037.19,日换手率达到20%的前五只证券,0.18,0.10,2017-11-10
25,300706,阿石创,-2.7421,15445.61,6414.27,9031.34,日换手率达到20%的前五只证券,0.08,0.11,2017-11-10
26,300707,威唐工业,-0.0713,6406.65,3357.11,3049.55,日换手率达到20%的前五只证券,0.06,0.06,2017-11-10
27,300708,聚灿光电,9.9823,1829.32,1782.25,47.07,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.95,0.03,2017-11-10
28,300710,万隆光电,0.5742,6206.65,2359.19,3847.45,日换手率达到20%的前五只证券,0.05,0.08,2017-11-10
29,300712,永福股份,10.0091,1236.03,1207.82,28.21,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.02,2017-11-10
30,300715,凯伦股份,9.9979,1684.01,1639.36,44.65,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.03,2017-11-10
31,300722,新余国科,44.0489,9.04,5.80,3.24,无价格涨跌幅限制的证券,1.00,0.56,2017-11-10
32,300725,药石科技,43.9929,6.98,3.49,3.49,无价格涨跌幅限制的证券,1.00,1.00,2017-11-10
33,600000,浦发银行,0.6374,35784.79,35784.79,0.00,单只标的证券的当日融资买入数量达到当日该证券总交易量的50％以上,0.57,0.00,2017-11-10
34,600460,士兰微,10.0398,32947.67,26869.22,6078.45,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.14,0.03,2017-11-10
35,600559,老白干酒,10.011,3366.19,2557.23,808.96,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.32,2017-11-10
36,600621,华鑫股份,10.0349,20958.13,8924.18,12033.95,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.28,0.38,2017-11-10
37,600903,贵州燃气,10.1299,8.78,6.66,2.12,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.32,2017-11-10
38,600903,贵州燃气,10.1299,20.99,18.18,2.81,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.15,2017-11-10
39,603083,剑桥科技,43.9867,36.28,25.44,10.84,无价格涨跌幅限制的证券,1.00,0.43,2017-11-10
40,603260,合盛硅业,10.0066,6451.76,6292.19,159.56,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.86,0.02,2017-11-10
41,603289,泰瑞机器,10.0046,2444.58,1874.99,569.58,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.30,2017-11-10
42,603466,风语筑,-3.5815,13474.00,6098.24,7375.76,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.06,2017-11-10
43,603501,韦尔股份,10.0076,32695.74,15202.22,17493.52,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.08,0.09,2017-11-10
44,603533,掌阅科技,4.9753,14969.07,8609.00,6360.07,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.07,0.05,2017-11-10
45,603559,中通国脉,9.9933,9976.97,5814.83,4162.14,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.06,0.05,2017-11-10
46,603607,京华激光,4.4606,25644.95,13922.25,11722.70,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.09,0.07,2017-11-10
47,603607,京华激光,4.4606,16668.92,5118.32,11550.60,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.11,2017-11-10
48,603722,阿科力,9.9978,2923.13,2542.88,380.25,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.15,2017-11-10
49,603729,龙韵股份,9.9961,24772.17,15734.90,9037.27,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.36,0.21,2017-11-10
50,603916,苏博特,44.0133,37.90,31.41,6.50,无价格涨跌幅限制的证券,1.00,0.21,2017-11-10
51,603937,丽岛新材,9.982,485.87,456.33,29.54,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.06,2017-11-10
52,603938,三孚股份,5.1965,21021.21,10612.80,10408.41,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.06,0.06,2017-11-10
