,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000401,冀东水泥,10.0128,47498.57,27154.43,20344.14,日涨幅偏离值达到7%的前五只证券,0.14,0.11,2017-08-01
1,000615,京汉股份,9.9638,16952.06,11129.42,5822.64,日涨幅偏离值达到7%的前五只证券,0.28,0.15,2017-08-01
2,000802,北京文化,10,32103.68,9487.21,22616.48,日涨幅偏离值达到7%的前五只证券,0.09,0.22,2017-08-01
3,000802,北京文化,10,35134.61,10277.64,24856.97,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.19,2017-08-01
4,000927,一汽夏利,9.9567,8424.41,6275.12,2149.30,日涨幅偏离值达到7%的前五只证券,0.31,0.11,2017-08-01
5,002182,云海金属,-4.5233,21898.27,12073.57,9824.70,日换手率达到20%的前五只证券,0.08,0.06,2017-08-01
6,002192,融捷股份,10.0176,18399.73,11591.68,6808.06,日涨幅偏离值达到7%的前五只证券,0.22,0.13,2017-08-01
7,002201,九鼎新材,9.98,8561.71,4487.65,4074.06,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.13,0.11,2017-08-01
8,002276,万马股份,9.9701,10277.01,6880.93,3396.09,日涨幅偏离值达到7%的前五只证券,0.24,0.12,2017-08-01
9,002417,三元达,-10,8061.29,3829.69,4231.59,日跌幅偏离值达到7%的前五只证券,0.82,0.91,2017-08-01
10,002457,青龙管业,10.034,11811.65,7649.73,4161.92,日涨幅偏离值达到7%的前五只证券,0.12,0.06,2017-08-01
11,002549,凯美特气,10.0137,7619.14,5514.14,2105.00,日涨幅偏离值达到7%的前五只证券,0.29,0.11,2017-08-01
12,002753,永东股份,-3.1368,9356.99,5294.39,4062.60,日换手率达到20%的前五只证券,0.10,0.08,2017-08-01
13,002807,江阴银行,10.0276,20539.66,14111.09,6428.57,日涨幅偏离值达到7%的前五只证券,0.46,0.21,2017-08-01
14,002827,高争民爆,8.0523,5138.11,3180.75,1957.37,日换手率达到20%的前五只证券,0.06,0.04,2017-08-01
15,002882,金龙羽,-2.7617,6140.50,1742.05,4398.45,日换手率达到20%的前五只证券,0.05,0.12,2017-08-01
16,002885,京泉华,4.9304,3131.03,1463.63,1667.40,日换手率达到20%的前五只证券,0.10,0.11,2017-08-01
17,002887,绿茵生态,43.9895,110.04,94.92,15.12,无价格涨跌幅限制的证券,1.00,0.16,2017-08-01
18,300148,天舟文化,-10.0193,2817.97,894.68,1923.29,日跌幅偏离值达到7%的前五只证券,0.33,0.70,2017-08-01
19,300236,上海新阳,10,5074.79,2759.55,2315.24,日涨幅偏离值达到7%的前五只证券,0.15,0.12,2017-08-01
20,300372,欣泰退,-10,795.56,344.61,450.95,退市整理期,0.28,0.37,2017-08-01
21,300423,鲁亿通,-7.3626,8289.98,3671.64,4618.35,日跌幅偏离值达到7%的前五只证券,0.28,0.35,2017-08-01
22,300444,双杰电气,10.0142,5305.58,3111.39,2194.19,日涨幅偏离值达到7%的前五只证券,0.33,0.23,2017-08-01
23,300609,汇纳科技,-6.1394,4267.02,1913.70,2353.32,日换手率达到20%的前五只证券,0.07,0.08,2017-08-01
24,300649,杭州园林,-0.7615,5064.97,1683.45,3381.52,日换手率达到20%的前五只证券,0.05,0.11,2017-08-01
25,300666,江丰电子,-8.4383,11624.41,3402.29,8222.12,日跌幅偏离值达到7%的前五只证券,0.07,0.16,2017-08-01
26,300666,江丰电子,-8.4383,11624.41,3402.29,8222.12,日换手率达到20%的前五只证券,0.07,0.16,2017-08-01
27,300671,富满电子,-4.8913,3950.06,1466.55,2483.51,日换手率达到20%的前五只证券,0.06,0.10,2017-08-01
28,300676,华大基因,9.9946,828.13,791.63,36.50,日涨幅偏离值达到7%的前五只证券,1.00,0.05,2017-08-01
29,300677,英科医疗,1.4169,4213.16,3276.69,936.47,日换手率达到20%的前五只证券,0.13,0.04,2017-08-01
30,300679,电连技术,9.998,230.37,197.12,33.25,日涨幅偏离值达到7%的前五只证券,1.00,0.17,2017-08-01
31,300681,英搏尔,9.9973,428.79,408.54,20.25,日涨幅偏离值达到7%的前五只证券,1.00,0.05,2017-08-01
32,300682,朗新科技,43.9201,13.41,11.03,2.38,无价格涨跌幅限制的证券,1.00,0.22,2017-08-01
33,600117,西宁特钢,2.907,36934.55,15319.80,21614.75,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.05,0.07,2017-08-01
34,600295,鄂尔多斯,-10.0252,9049.25,4185.55,4863.70,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.08,0.09,2017-08-01
35,600722,金牛化工,10.0529,6363.81,4599.74,1764.07,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.23,0.09,2017-08-01
36,603063,禾望电气,10.0189,69.47,54.58,14.90,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.27,2017-08-01
37,603305,旭升股份,-1.6718,23180.07,12995.47,10184.60,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.16,0.12,2017-08-01
38,603357,设计总院,43.9655,54.33,44.26,10.07,无价格涨跌幅限制的证券,1.00,0.23,2017-08-01
39,603505,金石资源,9.9955,14629.80,7223.81,7405.99,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.13,0.13,2017-08-01
40,603505,金石资源,9.9955,20946.21,10297.70,10648.51,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.08,0.09,2017-08-01
41,603505,金石资源,9.9955,14629.80,7223.81,7405.99,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.13,0.13,2017-08-01
42,603612,索通发展,10.0149,2627.23,2056.98,570.25,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.28,2017-08-01
43,603676,卫信康,9.9929,6229.19,4987.33,1241.87,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.09,0.02,2017-08-01
