,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000010,美丽生态,-7.3628,29814.91,7838.11,21976.80,日跌幅偏离值达到7%的前五只证券,0.07,0.21,2017-10-24
1,000010,美丽生态,-7.3628,29814.91,7838.11,21976.80,日换手率达到20%的前五只证券,0.07,0.21,2017-10-24
2,000582,北部湾港,10.0326,14887.03,8912.03,5975.00,日涨幅偏离值达到7%的前五只证券,0.18,0.12,2017-10-24
3,000593,大通燃气,-9.3592,6715.04,3576.06,3138.98,日跌幅偏离值达到7%的前五只证券,0.24,0.21,2017-10-24
4,000736,中房地产,10,5750.35,4025.00,1725.35,日涨幅偏离值达到7%的前五只证券,0.18,0.08,2017-10-24
5,002192,融捷股份,10.0023,33975.70,19836.98,14138.73,日涨幅偏离值达到7%的前五只证券,0.22,0.15,2017-10-24
6,002192,融捷股份,10.0023,54378.55,25182.23,29196.32,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.12,0.13,2017-10-24
7,002377,国创高新,10.0205,12509.21,6116.71,6392.51,日涨幅偏离值达到7%的前五只证券,0.10,0.10,2017-10-24
8,002401,中远海科,10.0259,14948.94,9475.69,5473.25,日涨幅偏离值达到7%的前五只证券,0.12,0.07,2017-10-24
9,002401,中远海科,10.0259,25474.07,13909.78,11564.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.09,0.07,2017-10-24
10,002652,扬子新材,-8.8975,9364.72,4957.88,4406.83,日跌幅偏离值达到7%的前五只证券,0.10,0.09,2017-10-24
11,002822,中装建设,10.0337,15472.57,8919.83,6552.73,日涨幅偏离值达到7%的前五只证券,0.12,0.09,2017-10-24
12,002822,中装建设,10.0337,15472.57,8919.83,6552.73,日换手率达到20%的前五只证券,0.12,0.09,2017-10-24
13,002845,同兴达,-9.6048,14813.87,3635.47,11178.40,日跌幅偏离值达到7%的前五只证券,0.06,0.19,2017-10-24
14,002877,智能自控,9.0016,23370.86,12855.95,10514.92,日换手率达到20%的前五只证券,0.21,0.17,2017-10-24
15,002889,东方嘉盛,-5.865,11855.53,3583.78,8271.75,日换手率达到20%的前五只证券,0.06,0.13,2017-10-24
16,002893,华通热力,-7.9119,4502.76,2474.66,2028.10,日跌幅偏离值达到7%的前五只证券,0.09,0.07,2017-10-24
17,002901,大博医疗,-7.5132,7371.20,4529.74,2841.45,日跌幅偏离值达到7%的前五只证券,0.08,0.05,2017-10-24
18,002901,大博医疗,-7.5132,21602.12,8779.59,12822.53,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.04,0.06,2017-10-24
19,002902,铭普光磁,10,12609.01,8547.94,4061.07,日涨幅偏离值达到7%的前五只证券,0.10,0.05,2017-10-24
20,002902,铭普光磁,10,12609.01,8547.94,4061.07,日换手率达到20%的前五只证券,0.10,0.05,2017-10-24
21,002902,铭普光磁,10,12609.01,8547.94,4061.07,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.10,0.05,2017-10-24
22,002903,宇环数控,10.0031,305.47,291.39,14.08,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.05,2017-10-24
