,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000153,丰原药业,-1.763,10406.56,2911.40,7495.16,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.08,0.20,2017-07-14
1,000534,万泽股份,6.1987,2304.82,1344.00,960.82,日振幅值达到15%的前五只证券,0.38,0.27,2017-07-14
2,000666,经纬纺机,-9.9837,26639.30,8707.47,17931.83,日跌幅偏离值达到7%的前五只证券,0.10,0.21,2017-07-14
3,000702,正虹科技,-9.9905,20661.77,8310.99,12350.78,日跌幅偏离值达到7%的前五只证券,0.46,0.69,2017-07-14
4,000799,酒鬼酒,9.9948,9842.77,7003.37,2839.40,日涨幅偏离值达到7%的前五只证券,0.13,0.05,2017-07-14
5,000806,银河生物,-10.0075,38888.95,15851.48,23037.47,日跌幅偏离值达到7%的前五只证券,0.18,0.26,2017-07-14
6,000820,神雾节能,-10.0062,15770.06,4590.46,11179.60,日跌幅偏离值达到7%的前五只证券,0.14,0.34,2017-07-14
7,000887,中鼎股份,-10.0045,43845.56,27033.72,16811.84,日跌幅偏离值达到7%的前五只证券,0.46,0.28,2017-07-14
8,002030,达安基因,-8.6286,10182.19,4447.92,5734.27,日跌幅偏离值达到7%的前五只证券,0.05,0.07,2017-07-14
9,002175,东方网络,-9.9729,2136.43,313.97,1822.46,日跌幅偏离值达到7%的前五只证券,0.13,0.78,2017-07-14
10,002315,焦点科技,7.3882,4024.57,2583.99,1440.58,日涨幅偏离值达到7%的前五只证券,0.17,0.09,2017-07-14
11,002457,青龙管业,-9.9886,1968.25,775.73,1192.53,日跌幅偏离值达到7%的前五只证券,0.09,0.14,2017-07-14
12,002513,蓝丰生化,-9.9727,1998.58,530.50,1468.09,日跌幅偏离值达到7%的前五只证券,0.27,0.75,2017-07-14
13,002679,福建金森,-10,2833.32,1008.52,1824.80,日跌幅偏离值达到7%的前五只证券,0.07,0.13,2017-07-14
14,002742,三圣股份,3.8056,40792.67,18909.63,21883.04,日换手率达到20%的前五只证券,0.29,0.34,2017-07-14
15,002761,多喜爱,9.9936,13300.66,4202.14,9098.52,日涨幅偏离值达到7%的前五只证券,0.13,0.28,2017-07-14
16,002802,洪汇新材,10,2912.87,1954.36,958.51,日涨幅偏离值达到7%的前五只证券,0.16,0.08,2017-07-14
17,002827,高争民爆,4.3493,9801.47,5710.26,4091.21,日换手率达到20%的前五只证券,0.11,0.08,2017-07-14
18,002879,长缆科技,-3.4465,3689.46,2437.99,1251.47,日振幅值达到15%的前五只证券,0.04,0.02,2017-07-14
19,002879,长缆科技,-3.4465,3689.46,2437.99,1251.47,日换手率达到20%的前五只证券,0.04,0.02,2017-07-14
20,002879,长缆科技,-3.4465,3689.46,2437.99,1251.47,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.04,0.02,2017-07-14
21,002884,凌霄泵业,9.9961,198.05,181.32,16.74,日涨幅偏离值达到7%的前五只证券,1.00,0.09,2017-07-14
22,002885,京泉华,1.3005,8001.64,3105.47,4896.17,日换手率达到20%的前五只证券,0.08,0.13,2017-07-14
23,002886,沃特股份,-6.3369,2814.89,1691.09,1123.80,日换手率达到20%的前五只证券,0.07,0.05,2017-07-14
24,300056,三维丝,-4.7104,29706.87,11153.81,18553.06,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.18,0.30,2017-07-14
25,300156,神雾环保,-9.9851,15706.02,5272.55,10433.47,日跌幅偏离值达到7%的前五只证券,0.09,0.19,2017-07-14
26,300196,长海股份,-10.0065,12153.36,5968.53,6184.84,日跌幅偏离值达到7%的前五只证券,0.29,0.30,2017-07-14
27,300379,东方通,-9.9945,3802.59,1861.16,1941.43,日跌幅偏离值达到7%的前五只证券,0.09,0.09,2017-07-14
28,300438,鹏辉能源,9.9889,13562.42,8988.14,4574.28,日涨幅偏离值达到7%的前五只证券,0.25,0.13,2017-07-14
