,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000408,藏格控股,10.0361,16838.96,10145.36,6693.60,日涨幅偏离值达到7%的前五只证券,0.65,0.43,2017-08-24
1,000613,*ST东海A,-4.9785,3685.59,1669.49,2016.10,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.67,0.81,2017-08-24
2,000737,南风化工,9.9315,5421.09,3785.00,1636.09,日涨幅偏离值达到7%的前五只证券,0.32,0.14,2017-08-24
3,000757,浩物股份,10.0443,3495.17,2984.60,510.57,日涨幅偏离值达到7%的前五只证券,0.51,0.09,2017-08-24
4,000852,石化机械,9.9771,14543.41,10665.27,3878.14,日涨幅偏离值达到7%的前五只证券,0.21,0.08,2017-08-24
5,000913,钱江摩托,10.0124,5220.57,3157.63,2062.94,日涨幅偏离值达到7%的前五只证券,0.39,0.25,2017-08-24
6,002174,游族网络,-10,31960.26,11267.20,20693.06,日跌幅偏离值达到7%的前五只证券,0.12,0.21,2017-08-24
7,002555,三七互娱,-8.2204,24816.66,9830.35,14986.30,日跌幅偏离值达到7%的前五只证券,0.15,0.22,2017-08-24
8,002796,世嘉科技,10.0144,12559.39,4633.10,7926.29,日涨幅偏离值达到7%的前五只证券,0.47,0.81,2017-08-24
9,002796,世嘉科技,10.0144,12559.39,4633.10,7926.29,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.46,0.79,2017-08-24
10,002847,盐津铺子,9.9859,9969.39,8127.14,1842.25,日涨幅偏离值达到7%的前五只证券,0.35,0.08,2017-08-24
11,002878,元隆雅图,10,10427.84,3429.54,6998.30,日涨幅偏离值达到7%的前五只证券,0.09,0.18,2017-08-24
12,002878,元隆雅图,10,15845.83,7675.08,8170.75,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.13,0.13,2017-08-24
13,002878,元隆雅图,10,10427.84,3429.54,6998.30,日换手率达到20%的前五只证券,0.09,0.18,2017-08-24
14,002882,金龙羽,9.9788,10767.11,8346.35,2420.77,日涨幅偏离值达到7%的前五只证券,0.15,0.04,2017-08-24
15,002882,金龙羽,9.9788,10767.11,8346.35,2420.77,日换手率达到20%的前五只证券,0.15,0.04,2017-08-24
16,002888,惠威科技,-2.5023,10455.70,3385.11,7070.59,日振幅值达到15%的前五只证券,0.08,0.16,2017-08-24
17,002888,惠威科技,-2.5023,10455.70,3385.11,7070.59,日换手率达到20%的前五只证券,0.08,0.16,2017-08-24
18,002889,东方嘉盛,-5.8331,4758.00,1846.23,2911.77,日换手率达到20%的前五只证券,0.04,0.06,2017-08-24
19,002890,弘宇股份,-2.5468,5189.62,1478.68,3710.94,日换手率达到20%的前五只证券,0.05,0.13,2017-08-24
20,002892,科力尔,9.9919,466.14,443.74,22.40,日涨幅偏离值达到7%的前五只证券,1.00,0.05,2017-08-24
21,002892,科力尔,9.9919,536.00,513.60,22.40,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.04,2017-08-24
22,200168,舜喆B,-10,38.72,17.91,20.81,日跌幅偏离值达到7%的前五只证券,0.86,1.00,2017-08-24
23,200613,*ST东海B,-5.0562,260.55,149.67,110.88,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券,0.69,0.51,2017-08-24
24,200986,粤华包B,-9.927,16.21,6.26,9.95,日跌幅偏离值达到7%的前五只证券,0.63,1.00,2017-08-24
25,300153,科泰电源,10.0372,6317.82,5156.21,1161.60,日涨幅偏离值达到7%的前五只证券,0.30,0.07,2017-08-24
26,300372,欣泰退,1.9868,231.06,113.44,117.62,退市整理期,0.23,0.24,2017-08-24
27,300422,博世科,9.4755,28674.03,18628.74,10045.29,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.13,0.07,2017-08-24
28,300629,新劲刚,10.0093,5156.79,3243.15,1913.64,日涨幅偏离值达到7%的前五只证券,0.13,0.07,2017-08-24
29,300671,富满电子,-4.5411,6671.81,3178.84,3492.96,日换手率达到20%的前五只证券,0.06,0.07,2017-08-24
30,300672,国科微,-9.3681,7086.43,3401.85,3684.58,日跌幅偏离值达到7%的前五只证券,0.12,0.12,2017-08-24
31,300675,建科院,9.4106,7970.56,3984.60,3985.97,日振幅值达到15%的前五只证券,0.05,0.05,2017-08-24
32,300675,建科院,9.4106,7970.56,3984.60,3985.97,日换手率达到20%的前五只证券,0.05,0.05,2017-08-24
33,300678,中科信息,10,4163.91,1290.44,2873.47,日涨幅偏离值达到7%的前五只证券,0.12,0.28,2017-08-24
