,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000554,泰山石油,4.2718,17503.08,7745.29,9757.79,日换手率达到20%的前五只证券,0.09,0.12,2017-08-21
1,000613,*ST东海A,-5.0074,14359.12,7043.38,7315.75,"连续三个交易日内,跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券",0.96,1.00,2017-08-21
2,000688,建新矿业,9,14036.63,8452.42,5584.21,日涨幅偏离值达到7%的前五只证券,0.09,0.06,2017-08-21
3,000688,建新矿业,9,39843.41,18011.56,21831.84,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.10,2017-08-21
4,000927,一汽夏利,8.3484,9228.10,3581.62,5646.49,日涨幅偏离值达到7%的前五只证券,0.07,0.11,2017-08-21
5,002125,湘潭电化,9.9843,9589.09,7481.70,2107.38,日涨幅偏离值达到7%的前五只证券,0.22,0.06,2017-08-21
6,002227,奥特迅,10.0154,3483.62,2523.26,960.36,日涨幅偏离值达到7%的前五只证券,0.12,0.04,2017-08-21
7,002242,九阳股份,10,58129.33,11036.94,47092.39,日涨幅偏离值达到7%的前五只证券,0.10,0.42,2017-08-21
8,002246,北化股份,7.5878,23364.11,11640.99,11723.12,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.04,0.04,2017-08-21
9,002405,四维图新,10.0207,79227.50,35809.84,43417.67,日涨幅偏离值达到7%的前五只证券,0.10,0.12,2017-08-21
10,002405,四维图新,10.0207,145367.44,73310.53,72056.91,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.08,2017-08-21
11,002846,英联股份,0.033,8552.90,2210.35,6342.55,日换手率达到20%的前五只证券,0.06,0.18,2017-08-21
12,002885,京泉华,-0.7812,4830.79,2159.66,2671.13,日换手率达到20%的前五只证券,0.11,0.14,2017-08-21
13,002888,惠威科技,9.9896,9715.70,3201.58,6514.12,日涨幅偏离值达到7%的前五只证券,0.08,0.17,2017-08-21
14,002888,惠威科技,9.9896,9715.70,3201.58,6514.12,日换手率达到20%的前五只证券,0.08,0.17,2017-08-21
15,002889,东方嘉盛,4.3439,10462.13,4731.33,5730.80,日换手率达到20%的前五只证券,0.09,0.11,2017-08-21
16,002890,弘宇股份,3.1322,4608.83,2163.33,2445.50,日换手率达到20%的前五只证券,0.13,0.15,2017-08-21
17,002891,中宠股份,43.9845,40.23,32.53,7.70,无价格涨跌幅限制的证券,1.00,0.24,2017-08-21
18,200160,东沣B,-7.6125,1199.75,622.17,577.58,日跌幅偏离值达到7%的前五只证券,0.49,0.45,2017-08-21
19,200613,*ST东海B,-4.9759,19.35,6.89,12.47,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券,0.55,1.00,2017-08-21
20,200986,粤华包B,-10.0107,8.29,3.89,4.40,日跌幅偏离值达到7%的前五只证券,0.89,1.00,2017-08-21
21,300353,东土科技,10.0304,7508.37,5885.65,1622.73,日涨幅偏离值达到7%的前五只证券,0.22,0.06,2017-08-21
22,300372,欣泰退,7.0513,306.46,186.70,119.76,退市整理期,0.52,0.34,2017-08-21
23,300675,建科院,9.9872,7545.04,5635.47,1909.56,日涨幅偏离值达到7%的前五只证券,0.13,0.04,2017-08-21
24,300675,建科院,9.9872,7545.04,5635.47,1909.56,日换手率达到20%的前五只证券,0.13,0.04,2017-08-21
25,300676,华大基因,10.0033,18286.70,11175.05,7111.66,日涨幅偏离值达到7%的前五只证券,0.08,0.05,2017-08-21
26,300678,中科信息,10,20612.83,12736.48,7876.34,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.12,0.07,2017-08-21
27,300680,隆盛科技,9.8361,5366.54,2650.93,2715.62,日换手率达到20%的前五只证券,0.12,0.13,2017-08-21
28,300682,朗新科技,9.2432,4787.58,2169.82,2617.76,日换手率达到20%的前五只证券,0.07,0.09,2017-08-21
29,300686,智动力,9.996,6358.28,3300.85,3057.43,日涨幅偏离值达到7%的前五只证券,0.09,0.09,2017-08-21
30,300686,智动力,9.996,6358.28,3300.85,3057.43,日换手率达到20%的前五只证券,0.09,0.09,2017-08-21
31,300689,澄天伟业,10.0049,8775.66,6743.58,2032.08,日涨幅偏离值达到7%的前五只证券,0.21,0.06,2017-08-21
32,300689,澄天伟业,10.0049,8775.66,6743.58,2032.08,日换手率达到20%的前五只证券,0.21,0.06,2017-08-21
33,300689,澄天伟业,10.0049,8775.66,6743.58,2032.08,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.21,0.06,2017-08-21
34,300692,中环环保,43.9636,14.79,10.99,3.81,无价格涨跌幅限制的证券,1.00,0.35,2017-08-21
35,600125,铁龙物流,8.96,33483.35,14545.25,18938.10,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.03,0.03,2017-08-21
36,600295,鄂尔多斯,9.9942,48305.64,19750.86,28554.77,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.06,0.09,2017-08-21
37,600496,精工钢构,10.0616,11850.88,8372.37,3478.51,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.13,0.05,2017-08-21
38,600876,洛阳玻璃,9.9909,17658.23,9812.82,7845.41,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.11,0.09,2017-08-21
39,601326,秦港股份,10.049,144.77,129.97,14.79,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.11,2017-08-21
40,601326,秦港股份,10.049,248.80,232.61,16.19,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.07,2017-08-21
41,601619,嘉泽新能,8.0447,7938.21,5002.58,2935.63,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.07,0.04,2017-08-21
42,601858,中国科传,10.0444,7374.13,5241.56,2132.57,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.22,0.09,2017-08-21
43,601949,中国出版,44.012,44.41,39.84,4.57,无价格涨跌幅限制的证券,1.00,0.11,2017-08-21
