,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000033,新都退,3.4965,1307.22,517.57,789.65,退市整理期,0.22,0.34,2017-07-03
1,000565,渝三峡A,2.233,3796.30,1391.93,2404.38,日振幅值达到15%的前五只证券,0.05,0.09,2017-07-03
2,000877,天山股份,10.0237,29165.33,23596.52,5568.81,日涨幅偏离值达到7%的前五只证券,0.15,0.03,2017-07-03
3,000916,华北高速,10.0619,6599.86,3545.26,3054.60,日涨幅偏离值达到7%的前五只证券,0.78,0.67,2017-07-03
4,002234,民和股份,9.9679,8396.16,4888.80,3507.36,日涨幅偏离值达到7%的前五只证券,0.21,0.15,2017-07-03
5,002458,益生股份,10.0242,7038.17,3277.26,3760.91,日涨幅偏离值达到7%的前五只证券,0.17,0.19,2017-07-03
6,002769,普路通,10,4218.15,3252.05,966.10,日涨幅偏离值达到7%的前五只证券,0.24,0.07,2017-07-03
7,002812,创新股份,10,11453.80,6998.78,4455.02,日涨幅偏离值达到7%的前五只证券,0.28,0.18,2017-07-03
8,002865,钧达股份,0.5068,2663.08,1039.17,1623.90,日换手率达到20%的前五只证券,0.05,0.08,2017-07-03
9,002876,三利谱,0.9967,7898.15,4155.68,3742.47,日换手率达到20%的前五只证券,0.17,0.15,2017-07-03
10,002880,卫光生物,5.4161,11621.22,7582.47,4038.74,日换手率达到20%的前五只证券,0.10,0.05,2017-07-03
11,002881,美格智能,10.0175,165.70,157.91,7.80,日涨幅偏离值达到7%的前五只证券,1.00,0.05,2017-07-03
12,002883,中设股份,3.4119,6631.93,5038.29,1593.65,日换手率达到20%的前五只证券,0.12,0.04,2017-07-03
13,002883,中设股份,3.4119,6631.93,5038.29,1593.65,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.12,0.04,2017-07-03
14,300078,思创医惠,9.972,15490.34,7919.73,7570.61,日涨幅偏离值达到7%的前五只证券,0.14,0.14,2017-07-03
15,300153,科泰电源,9.973,6245.85,3674.50,2571.35,日涨幅偏离值达到7%的前五只证券,0.08,0.05,2017-07-03
16,300320,海达股份,0.9284,37539.44,19592.32,17947.12,日振幅值达到15%的前五只证券,0.67,0.61,2017-07-03
17,300367,东方网力,-10,43259.40,11599.10,31660.30,日跌幅偏离值达到7%的前五只证券,0.10,0.28,2017-07-03
18,300374,恒通科技,10.0041,12734.94,5031.63,7703.31,日涨幅偏离值达到7%的前五只证券,0.15,0.23,2017-07-03
19,300633,开立医疗,9.9893,5981.43,4928.71,1052.72,日涨幅偏离值达到7%的前五只证券,0.56,0.12,2017-07-03
20,300643,万通智控,4.5205,5708.97,1758.98,3949.99,日换手率达到20%的前五只证券,0.06,0.13,2017-07-03
21,300657,弘信电子,10,6879.77,3257.54,3622.23,日涨幅偏离值达到7%的前五只证券,0.07,0.08,2017-07-03
22,300657,弘信电子,10,6879.77,3257.54,3622.23,日换手率达到20%的前五只证券,0.07,0.08,2017-07-03
23,300662,科锐国际,3.0075,7910.05,4418.45,3491.60,日换手率达到20%的前五只证券,0.10,0.08,2017-07-03
24,300667,必创科技,4.6575,4342.50,3010.55,1331.95,日换手率达到20%的前五只证券,0.08,0.03,2017-07-03
25,300667,必创科技,4.6575,4342.50,3010.55,1331.95,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.08,0.03,2017-07-03
26,300668,杰恩设计,0.6065,4362.23,2383.71,1978.52,日换手率达到20%的前五只证券,0.09,0.08,2017-07-03
27,300670,大烨智能,44.0073,22.17,17.45,4.72,无价格涨跌幅限制的证券,1.00,0.27,2017-07-03
28,600581,八一钢铁,10.0298,18945.21,11369.65,7575.56,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.14,0.09,2017-07-03
29,600706,曲江文旅,10.0101,2028.29,1745.73,282.56,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.16,2017-07-03
30,603043,广州酒家,6.1733,6523.46,5078.18,1445.28,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.07,0.02,2017-07-03
31,603326,我乐家居,3.6825,14977.64,4914.72,10062.92,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.07,0.14,2017-07-03
32,603335,迪生力,10.0449,416.30,403.74,12.55,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.03,2017-07-03
33,603335,迪生力,10.0449,938.37,913.81,24.56,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.03,2017-07-03
34,603617,君禾股份,44.009,19.40,12.97,6.43,无价格涨跌幅限制的证券,1.00,0.50,2017-07-03
35,603679,华体科技,3.3208,4925.36,3932.48,992.88,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.09,0.02,2017-07-03
36,603679,华体科技,3.3208,4925.36,3932.48,992.88,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.09,0.02,2017-07-03
37,603938,三孚股份,10,114.53,97.07,17.46,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.18,2017-07-03
