,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000560,昆百大A,4.8843,50734.09,21169.92,29564.17,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.12,2017-08-31
1,000560,昆百大A,4.8843,35431.72,12098.04,23333.68,日换手率达到20%的前五只证券,0.08,0.16,2017-08-31
2,002192,融捷股份,10,13455.64,9360.52,4095.12,日涨幅偏离值达到7%的前五只证券,0.24,0.10,2017-08-31
3,002742,三圣股份,10,19633.41,10322.05,9311.37,日涨幅偏离值达到7%的前五只证券,0.15,0.14,2017-08-31
4,002842,翔鹭钨业,10.0041,15807.79,9156.73,6651.06,日涨幅偏离值达到7%的前五只证券,0.19,0.14,2017-08-31
5,002846,英联股份,10.0067,6453.09,4411.74,2041.35,日涨幅偏离值达到7%的前五只证券,0.11,0.05,2017-08-31
6,002846,英联股份,10.0067,6453.09,4411.74,2041.35,日换手率达到20%的前五只证券,0.11,0.05,2017-08-31
7,002853,皮阿诺,10,22941.95,15175.84,7766.11,日涨幅偏离值达到7%的前五只证券,0.20,0.10,2017-08-31
8,002853,皮阿诺,10,22941.95,15175.84,7766.11,日换手率达到20%的前五只证券,0.20,0.10,2017-08-31
9,002878,元隆雅图,3.815,6310.03,3077.78,3232.25,日换手率达到20%的前五只证券,0.08,0.08,2017-08-31
10,002885,京泉华,4.8956,6833.50,3286.09,3547.41,日换手率达到20%的前五只证券,0.09,0.10,2017-08-31
11,002886,沃特股份,-0.3651,12514.18,2389.88,10124.30,日换手率达到20%的前五只证券,0.05,0.22,2017-08-31
12,002891,中宠股份,10.0046,2434.75,2378.49,56.26,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.90,0.02,2017-08-31
13,300223,北京君正,10.0036,11427.41,6830.48,4596.93,日涨幅偏离值达到7%的前五只证券,0.19,0.13,2017-08-31
14,300440,运达科技,9.9859,10902.91,7480.49,3422.42,日涨幅偏离值达到7%的前五只证券,0.14,0.06,2017-08-31
15,300618,寒锐钴业,10.0007,22816.49,11495.62,11320.87,日涨幅偏离值达到7%的前五只证券,0.16,0.15,2017-08-31
16,300649,杭州园林,2.8712,14378.59,4825.17,9553.42,日换手率达到20%的前五只证券,0.07,0.14,2017-08-31
17,300675,建科院,4.6718,10275.55,3855.19,6420.37,日换手率达到20%的前五只证券,0.05,0.08,2017-08-31
18,300676,华大基因,9.9984,33818.89,22443.44,11375.45,日涨幅偏离值达到7%的前五只证券,0.15,0.08,2017-08-31
19,300682,朗新科技,9.9964,18959.31,6483.46,12475.85,日涨幅偏离值达到7%的前五只证券,0.10,0.20,2017-08-31
20,300682,朗新科技,9.9964,18959.31,6483.46,12475.85,日换手率达到20%的前五只证券,0.10,0.20,2017-08-31
21,300689,澄天伟业,5.8522,8251.60,3788.36,4463.24,日换手率达到20%的前五只证券,0.06,0.07,2017-08-31
22,300691,联合光电,3.9572,20836.97,6488.61,14348.35,日换手率达到20%的前五只证券,0.06,0.12,2017-08-31
23,300698,万马科技,44,8.29,6.13,2.16,无价格涨跌幅限制的证券,1.00,0.35,2017-08-31
24,600136,当代明诚,-3.9905,16400.38,4350.20,12050.18,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.12,0.33,2017-08-31
25,600231,凌钢股份,10.0971,24569.26,17533.46,7035.80,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.21,0.09,2017-08-31
26,600490,鹏欣资源,10.0565,37548.19,17485.15,20063.05,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.10,0.11,2017-08-31
27,601326,秦港股份,10.0571,2954.87,2787.51,167.36,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.06,2017-08-31
28,601326,秦港股份,10.0571,4723.94,4520.01,203.93,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.87,0.04,2017-08-31
29,601886,江河集团,0,1969.59,1969.59,0.00,单只标的证券的当日融资买入数量达到当日该证券总交易量的50％以上,0.43,0.00,2017-08-31
30,601949,中国出版,10.0427,3846.28,3251.12,595.16,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.18,2017-08-31
31,603042,华脉科技,-2.1839,9267.60,2739.82,6527.78,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.04,0.09,2017-08-31
32,603079,圣达生物,10.0029,178.19,158.95,19.25,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.12,2017-08-31
33,603129,春风动力,10.0048,6062.62,5814.95,247.67,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.90,0.04,2017-08-31
34,603181,皇马科技,10.0229,315.96,289.40,26.55,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.89,0.08,2017-08-31
35,603357,设计总院,9.9873,22967.24,12187.07,10780.17,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.04,0.04,2017-08-31
36,603557,起步股份,10.021,2767.15,2705.06,62.09,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.99,0.02,2017-08-31
37,603617,君禾股份,5.8474,7471.24,1874.54,5596.70,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.04,0.12,2017-08-31
38,603721,中广天择,10.0028,2232.83,1871.04,361.79,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.19,2017-08-31
39,603776,永安行,10.0022,54442.44,26137.39,28305.05,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.11,0.12,2017-08-31
40,603776,永安行,10.0022,34922.37,9533.63,25388.74,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.06,0.16,2017-08-31
41,603938,三孚股份,10.0163,24495.60,12452.23,12043.37,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.16,0.15,2017-08-31
