,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000018,神州长城,9.9747,24481.78,14972.62,9509.16,日涨幅偏离值达到7%的前五只证券,0.13,0.08,2017-08-15
1,000571,新大洲A,-6.6499,12858.12,2311.42,10546.70,日跌幅偏离值达到7%的前五只证券,0.07,0.33,2017-08-15
2,000615,京汉股份,-2.0063,19475.24,9831.71,9643.53,日换手率达到20%的前五只证券,0.07,0.07,2017-08-15
3,000716,黑芝麻,-10.0496,3528.50,340.24,3188.26,日跌幅偏离值达到7%的前五只证券,0.09,0.81,2017-08-15
4,000818,方大化工,10.0179,18311.54,7539.42,10772.12,日涨幅偏离值达到7%的前五只证券,0.14,0.20,2017-08-15
5,000819,岳阳兴长,10.026,4562.42,3308.36,1254.06,日涨幅偏离值达到7%的前五只证券,0.36,0.14,2017-08-15
6,002177,御银股份,10,12809.71,6997.41,5812.30,日涨幅偏离值达到7%的前五只证券,0.10,0.09,2017-08-15
7,002249,大洋电机,9.9844,10929.07,5451.22,5477.85,日涨幅偏离值达到7%的前五只证券,0.14,0.14,2017-08-15
8,002400,省广股份,9.9526,18745.53,10040.63,8704.89,日涨幅偏离值达到7%的前五只证券,0.13,0.12,2017-08-15
9,002430,杭氧股份,10.0157,8985.96,6341.62,2644.34,日涨幅偏离值达到7%的前五只证券,0.13,0.06,2017-08-15
10,002600,江粉磁材,9.964,42665.77,27905.51,14760.26,日涨幅偏离值达到7%的前五只证券,0.18,0.10,2017-08-15
11,002600,江粉磁材,9.964,84588.32,32971.36,51616.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.07,0.11,2017-08-15
12,002743,富煌钢构,5.07,10152.46,3421.34,6731.12,日换手率达到20%的前五只证券,0.05,0.09,2017-08-15
13,002888,惠威科技,5.328,4051.17,2110.97,1940.19,日换手率达到20%的前五只证券,0.14,0.12,2017-08-15
14,002889,东方嘉盛,6.6955,5151.12,2282.38,2868.74,日换手率达到20%的前五只证券,0.06,0.08,2017-08-15
15,002890,弘宇股份,8.068,10018.95,5832.57,4186.39,日换手率达到20%的前五只证券,0.27,0.20,2017-08-15
16,300213,佳讯飞鸿,9.9656,9319.30,4471.24,4848.07,日涨幅偏离值达到7%的前五只证券,0.14,0.15,2017-08-15
17,300372,欣泰退,4.2553,201.64,123.91,77.74,退市整理期,0.49,0.31,2017-08-15
18,300386,飞天诚信,10,13505.78,7965.80,5539.98,日涨幅偏离值达到7%的前五只证券,0.29,0.20,2017-08-15
19,300500,启迪设计,1.907,4128.04,2332.49,1795.54,日换手率达到20%的前五只证券,0.05,0.04,2017-08-15
20,300675,建科院,9.904,21235.92,12223.28,9012.64,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.11,0.08,2017-08-15
21,300675,建科院,9.904,14451.31,6663.55,7787.76,日换手率达到20%的前五只证券,0.12,0.14,2017-08-15
22,300678,中科信息,9.99,9648.73,5013.06,4635.67,日涨幅偏离值达到7%的前五只证券,0.12,0.11,2017-08-15
23,300678,中科信息,9.99,9648.73,5013.06,4635.67,日换手率达到20%的前五只证券,0.12,0.11,2017-08-15
24,300682,朗新科技,10.0319,7859.25,3591.16,4268.09,日涨幅偏离值达到7%的前五只证券,0.11,0.13,2017-08-15
25,300682,朗新科技,10.0319,7859.25,3591.16,4268.09,日换手率达到20%的前五只证券,0.11,0.13,2017-08-15
26,300686,智动力,9.9857,7640.03,5057.04,2583.00,日涨幅偏离值达到7%的前五只证券,0.17,0.09,2017-08-15
27,300686,智动力,9.9857,7640.03,5057.04,2583.00,日换手率达到20%的前五只证券,0.17,0.09,2017-08-15
28,300688,创业黑马,9.984,21.37,16.41,4.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.30,2017-08-15
29,600460,士兰微,10.0494,8621.38,4698.92,3922.46,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.12,0.10,2017-08-15
30,600712,南宁百货,10.0473,4180.65,2962.24,1218.41,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.30,0.12,2017-08-15
31,600793,宜宾纸业,-10.0084,9178.80,2239.41,6939.39,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.19,0.58,2017-08-15
32,601619,嘉泽新能,9.988,21478.78,10815.66,10663.12,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.15,0.15,2017-08-15
33,603444,吉比特,-10.0016,10632.30,5247.52,5384.78,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.08,0.08,2017-08-15
34,603595,东尼电子,4.0555,16295.36,6149.97,10145.40,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.08,0.13,2017-08-15
35,603612,索通发展,9.9978,34880.11,17743.87,17136.25,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.14,0.13,2017-08-15
36,603721,中广天择,10.0269,11.18,5.90,5.28,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.90,2017-08-15
37,603880,南卫股份,7.6737,6815.43,4464.03,2351.40,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.13,0.07,2017-08-15
