,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000554,泰山石油,10.0427,18493.98,9695.32,8798.66,日涨幅偏离值达到7%的前五只证券,0.14,0.12,2017-08-18
1,000595,*ST宝实,3.3268,5454.67,2691.56,2763.10,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.06,0.06,2017-08-18
2,000661,长春高新,8.9132,75636.29,43466.65,32169.64,日涨幅偏离值达到7%的前五只证券,0.34,0.25,2017-08-18
3,000927,一汽夏利,9.98,9368.09,5665.15,3702.94,日涨幅偏离值达到7%的前五只证券,0.18,0.12,2017-08-18
4,000930,中粮生化,6.929,24226.73,8693.86,15532.87,日涨幅偏离值达到7%的前五只证券,0.08,0.15,2017-08-18
5,000931,中关村,10.0275,6386.53,4384.75,2001.78,日涨幅偏离值达到7%的前五只证券,0.48,0.22,2017-08-18
6,002246,北化股份,10.0312,14085.65,9750.00,4335.65,日涨幅偏离值达到7%的前五只证券,0.11,0.05,2017-08-18
7,002386,天原集团,7.3039,52820.59,31176.08,21644.51,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.11,0.07,2017-08-18
8,002547,春兴精工,-10.0092,21927.71,7313.65,14614.05,日跌幅偏离值达到7%的前五只证券,0.13,0.26,2017-08-18
9,002600,江粉磁材,-7.6757,32176.61,15293.25,16883.36,日跌幅偏离值达到7%的前五只证券,0.07,0.08,2017-08-18
10,002743,富煌钢构,1.8308,11498.23,7759.16,3739.07,日换手率达到20%的前五只证券,0.11,0.06,2017-08-18
11,002843,泰嘉股份,7.191,3584.71,1635.82,1948.89,日换手率达到20%的前五只证券,0.07,0.09,2017-08-18
12,002846,英联股份,9.9927,7741.67,5571.08,2170.60,日涨幅偏离值达到7%的前五只证券,0.21,0.08,2017-08-18
13,002846,英联股份,9.9927,7741.67,5571.08,2170.60,日换手率达到20%的前五只证券,0.21,0.08,2017-08-18
14,002888,惠威科技,10,7313.84,4771.13,2542.71,日涨幅偏离值达到7%的前五只证券,0.22,0.12,2017-08-18
15,002888,惠威科技,10,7313.84,4771.13,2542.71,日换手率达到20%的前五只证券,0.22,0.12,2017-08-18
16,002889,东方嘉盛,9.99,8350.78,5132.37,3218.42,日涨幅偏离值达到7%的前五只证券,0.11,0.07,2017-08-18
17,002889,东方嘉盛,9.99,8350.78,5132.37,3218.42,日换手率达到20%的前五只证券,0.11,0.07,2017-08-18
18,002892,科力尔,10.0039,14.89,9.04,5.84,日涨幅偏离值达到7%的前五只证券,1.00,0.65,2017-08-18
19,300151,昌红科技,-9.974,4553.67,1683.21,2870.46,日跌幅偏离值达到7%的前五只证券,0.12,0.20,2017-08-18
