,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000301,东方市场,10.099,1239.22,932.66,306.56,日涨幅偏离值达到7%的前五只证券,1.00,0.33,2017-10-09
1,000572,海马汽车,10.0559,9389.57,5398.67,3990.90,日涨幅偏离值达到7%的前五只证券,0.51,0.38,2017-10-09
2,000796,凯撒旅游,-8.6381,3432.61,1520.19,1912.42,日跌幅偏离值达到7%的前五只证券,0.07,0.09,2017-10-09
3,000829,天音控股,10,17719.95,10828.17,6891.78,日涨幅偏离值达到7%的前五只证券,0.27,0.17,2017-10-09
4,000868,安凯客车,9.981,19423.05,13503.38,5919.67,日涨幅偏离值达到7%的前五只证券,0.12,0.05,2017-10-09
5,000868,安凯客车,9.981,56796.24,29200.36,27595.87,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.06,0.06,2017-10-09
6,000916,华北高速,10.032,14897.07,10663.58,4233.49,日涨幅偏离值达到7%的前五只证券,0.25,0.10,2017-10-09
7,002115,三维通信,9.973,8843.52,6560.00,2283.52,日涨幅偏离值达到7%的前五只证券,0.16,0.05,2017-10-09
8,002148,北纬科技,10,18044.17,13191.49,4852.68,日涨幅偏离值达到7%的前五只证券,0.08,0.03,2017-10-09
9,002148,北纬科技,10,18044.17,13191.49,4852.68,日换手率达到20%的前五只证券,0.08,0.03,2017-10-09
10,002264,新华都,10.0093,15467.20,7600.03,7867.17,日涨幅偏离值达到7%的前五只证券,0.18,0.19,2017-10-09
11,002467,二六三,9.9796,14754.43,5370.19,9384.24,日涨幅偏离值达到7%的前五只证券,0.27,0.48,2017-10-09
12,002467,二六三,9.9796,33720.46,17878.29,15842.17,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.15,0.14,2017-10-09
13,002765,蓝黛传动,10.0089,4122.28,1951.57,2170.72,日涨幅偏离值达到7%的前五只证券,0.09,0.10,2017-10-09
14,002847,盐津铺子,-9.6543,4411.89,2659.53,1752.36,日跌幅偏离值达到7%的前五只证券,0.12,0.08,2017-10-09
15,002847,盐津铺子,-9.6543,43393.69,15855.81,27537.87,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.17,0.29,2017-10-09
16,002853,皮阿诺,8.8947,6413.75,3562.90,2850.85,日换手率达到20%的前五只证券,0.07,0.06,2017-10-09
17,002881,美格智能,5.5556,5163.84,3288.59,1875.25,日换手率达到20%的前五只证券,0.09,0.05,2017-10-09
18,002899,英派斯,-9.9062,10957.25,8236.03,2721.22,日跌幅偏离值达到7%的前五只证券,0.19,0.06,2017-10-09
19,002899,英派斯,-9.9062,10957.25,8236.03,2721.22,日换手率达到20%的前五只证券,0.19,0.06,2017-10-09
20,002900,哈三联,-8.8306,5058.71,3260.66,1798.04,日跌幅偏离值达到7%的前五只证券,0.04,0.02,2017-10-09
21,002900,哈三联,-8.8306,5058.71,3260.66,1798.04,日换手率达到20%的前五只证券,0.04,0.02,2017-10-09
22,002900,哈三联,-8.8306,5058.71,3260.66,1798.04,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.04,0.02,2017-10-09
23,300020,银江股份,9.9844,13545.36,9660.41,3884.95,日涨幅偏离值达到7%的前五只证券,0.17,0.07,2017-10-09
