,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000596,古井贡酒,9.9942,18343.49,13395.28,4948.21,日涨幅偏离值达到7%的前五只证券,0.24,0.09,2017-09-18
1,000932,*ST华菱,-4.9892,26171.18,10881.43,15289.75,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.11,0.15,2017-09-18
2,000957,中通客车,10.0159,11068.41,8355.35,2713.06,日涨幅偏离值达到7%的前五只证券,0.24,0.08,2017-09-18
3,000980,众泰汽车,8.1081,12788.77,8044.98,4743.79,日涨幅偏离值达到7%的前五只证券,0.13,0.08,2017-09-18
4,002378,章源钨业,10.0241,29342.65,19384.26,9958.38,日涨幅偏离值达到7%的前五只证券,0.19,0.10,2017-09-18
5,002755,东方新星,10.0101,3521.03,2307.06,1213.97,日涨幅偏离值达到7%的前五只证券,0.09,0.05,2017-09-18
6,002797,第一创业,10.0426,86518.19,37873.36,48644.83,日涨幅偏离值达到7%的前五只证券,0.06,0.08,2017-09-18
7,002805,丰元股份,10.0027,7119.92,3931.20,3188.73,日涨幅偏离值达到7%的前五只证券,0.14,0.11,2017-09-18
8,002817,黄山胶囊,7.3673,4753.68,1785.08,2968.60,日换手率达到20%的前五只证券,0.06,0.10,2017-09-18
9,002847,盐津铺子,1.5307,33673.69,20816.63,12857.06,日换手率达到20%的前五只证券,0.43,0.26,2017-09-18
10,002895,川恒股份,-9.8898,7610.20,2996.68,4613.52,日跌幅偏离值达到7%的前五只证券,0.04,0.07,2017-09-18
11,002895,川恒股份,-9.8898,7610.20,2996.68,4613.52,日换手率达到20%的前五只证券,0.04,0.07,2017-09-18
12,002895,川恒股份,-9.8898,7610.20,2996.68,4613.52,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.04,0.07,2017-09-18
13,002896,中大力德,10.0021,12135.18,8794.92,3340.26,日涨幅偏离值达到7%的前五只证券,0.12,0.05,2017-09-18
14,002896,中大力德,10.0021,12135.18,8794.92,3340.26,日换手率达到20%的前五只证券,0.12,0.05,2017-09-18
15,002896,中大力德,10.0021,12135.18,8794.92,3340.26,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.12,0.05,2017-09-18
