,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000537,广宇发展,9.2174,19635.94,9778.82,9857.11,日涨幅偏离值达到7%的前五只证券,0.19,0.19,2017-09-27
1,000797,中国武夷,9.9737,12203.35,6397.31,5806.04,日涨幅偏离值达到7%的前五只证券,0.21,0.19,2017-09-27
2,000868,安凯客车,-1.4739,18338.95,9687.96,8650.99,日换手率达到20%的前五只证券,0.06,0.06,2017-09-27
3,002194,武汉凡谷,10.044,13840.40,10480.35,3360.05,日振幅值达到15%的前五只证券,0.14,0.05,2017-09-27
4,002194,武汉凡谷,10.044,13840.40,10480.35,3360.05,日涨幅偏离值达到7%的前五只证券,0.14,0.05,2017-09-27
5,002194,武汉凡谷,10.044,20373.42,12732.37,7641.05,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.05,2017-09-27
6,002264,新华都,9.9877,2910.39,2288.58,621.81,日涨幅偏离值达到7%的前五只证券,1.00,0.27,2017-09-27
7,002486,嘉麟杰,-1.1574,12003.62,5530.43,6473.19,日振幅值达到15%的前五只证券,0.09,0.10,2017-09-27
8,002545,东方铁塔,-9.992,21685.53,3847.27,17838.25,日跌幅偏离值达到7%的前五只证券,0.07,0.34,2017-09-27
9,002847,盐津铺子,7.5321,41459.93,21144.65,20315.27,日换手率达到20%的前五只证券,0.36,0.34,2017-09-27
10,002861,瀛通通讯,10.0148,8784.40,6220.68,2563.72,日涨幅偏离值达到7%的前五只证券,0.21,0.09,2017-09-27
11,002869,金溢科技,10.013,7461.94,5959.14,1502.79,日涨幅偏离值达到7%的前五只证券,0.41,0.10,2017-09-27
12,002881,美格智能,5.8673,5006.12,2225.36,2780.75,日振幅值达到15%的前五只证券,0.05,0.06,2017-09-27
13,002881,美格智能,5.8673,5006.12,2225.36,2780.75,日换手率达到20%的前五只证券,0.05,0.06,2017-09-27
14,002895,川恒股份,-4.1467,14826.81,6307.23,8519.58,日换手率达到20%的前五只证券,0.09,0.12,2017-09-27
15,002896,中大力德,-6.6843,5151.60,2449.66,2701.94,日跌幅偏离值达到7%的前五只证券,0.07,0.08,2017-09-27
16,002896,中大力德,-6.6843,5151.60,2449.66,2701.94,日换手率达到20%的前五只证券,0.07,0.08,2017-09-27
17,002898,赛隆药业,6.8921,7556.87,5551.91,2004.96,日换手率达到20%的前五只证券,0.07,0.02,2017-09-27
18,002898,赛隆药业,6.8921,7556.87,5551.91,2004.96,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.07,0.02,2017-09-27
19,002900,哈三联,10.0064,54.39,44.00,10.39,日涨幅偏离值达到7%的前五只证券,1.00,0.24,2017-09-27
20,300312,邦讯技术,10.0293,13542.87,8732.48,4810.39,日涨幅偏离值达到7%的前五只证券,0.18,0.10,2017-09-27
21,300593,新雷能,7.0326,15272.64,8629.57,6643.07,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.11,0.09,2017-09-27
22,300593,新雷能,7.0326,11162.15,4900.87,6261.28,日换手率达到20%的前五只证券,0.13,0.16,2017-09-27
23,300597,吉大通信,10.0251,12596.35,7600.49,4995.86,日涨幅偏离值达到7%的前五只证券,0.17,0.11,2017-09-27
24,300629,新劲刚,10,9440.85,5871.99,3568.85,日换手率达到20%的前五只证券,0.11,0.07,2017-09-27
25,300629,新劲刚,10,9440.85,5871.99,3568.85,日涨幅偏离值达到7%的前五只证券,0.11,0.07,2017-09-27
26,300635,达安股份,9.9938,10487.69,7499.51,2988.18,日涨幅偏离值达到7%的前五只证券,0.18,0.07,2017-09-27
27,300672,国科微,10.0092,8829.30,4749.29,4080.01,日涨幅偏离值达到7%的前五只证券,0.11,0.10,2017-09-27
28,300678,中科信息,-5.5027,17182.64,5244.83,11937.81,日换手率达到20%的前五只证券,0.07,0.15,2017-09-27
29,300697,电工合金,-6.8511,7860.31,3579.05,4281.27,日跌幅偏离值达到7%的前五只证券,0.04,0.05,2017-09-27
30,300697,电工合金,-6.8511,7860.31,3579.05,4281.27,日换手率达到20%的前五只证券,0.04,0.05,2017-09-27
31,300697,电工合金,-6.8511,7860.31,3579.05,4281.27,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.04,0.05,2017-09-27
32,300698,万马科技,-3.4138,12132.60,3390.88,8741.72,日换手率达到20%的前五只证券,0.04,0.09,2017-09-27
