,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000830,鲁西化工,9.2237,27895.65,15215.51,12680.14,日涨幅偏离值达到7%的前五只证券,0.13,0.11,2017-10-26
1,002052,同洲电子,10.0324,6195.51,5006.53,1188.98,日涨幅偏离值达到7%的前五只证券,0.89,0.21,2017-10-26
2,002127,南极电商,-9.9821,33729.39,16128.92,17600.47,日跌幅偏离值达到7%的前五只证券,0.27,0.29,2017-10-26
3,002263,大东南,10.061,4358.89,2514.07,1844.82,日涨幅偏离值达到7%的前五只证券,0.40,0.29,2017-10-26
4,002660,茂硕电源,10.0193,5272.56,3431.21,1841.34,日涨幅偏离值达到7%的前五只证券,0.16,0.09,2017-10-26
5,002737,葵花药业,-7.4902,13014.29,4658.01,8356.27,日跌幅偏离值达到7%的前五只证券,0.19,0.34,2017-10-26
6,002796,世嘉科技,10.0119,6761.74,3731.48,3030.26,日涨幅偏离值达到7%的前五只证券,0.26,0.21,2017-10-26
7,002843,泰嘉股份,1.4866,7227.33,2319.96,4907.38,日换手率达到20%的前五只证券,0.04,0.09,2017-10-26
8,002846,英联股份,10.0138,12797.10,7886.93,4910.17,日涨幅偏离值达到7%的前五只证券,0.14,0.09,2017-10-26
9,002846,英联股份,10.0138,12797.10,7886.93,4910.17,日换手率达到20%的前五只证券,0.14,0.09,2017-10-26
10,002856,美芝股份,-9.7595,12675.22,9035.85,3639.38,日跌幅偏离值达到7%的前五只证券,0.23,0.09,2017-10-26
11,002856,美芝股份,-9.7595,12675.22,9035.85,3639.38,日换手率达到20%的前五只证券,0.23,0.09,2017-10-26
12,002877,智能自控,0.6316,31152.48,15092.40,16060.08,日换手率达到20%的前五只证券,0.28,0.30,2017-10-26
13,002902,铭普光磁,-10,10878.84,5126.44,5752.40,日跌幅偏离值达到7%的前五只证券,0.06,0.07,2017-10-26
14,002902,铭普光磁,-10,10878.84,5126.44,5752.40,日换手率达到20%的前五只证券,0.06,0.07,2017-10-26
15,002906,华阳集团,-9.7701,12918.22,2937.16,9981.06,日跌幅偏离值达到7%的前五只证券,0.04,0.12,2017-10-26
16,002909,集泰股份,44.0428,15.25,12.56,2.69,无价格涨跌幅限制的证券,1.00,0.21,2017-10-26
17,300176,鸿特精密,9.9992,8937.58,5009.16,3928.42,日涨幅偏离值达到7%的前五只证券,0.17,0.13,2017-10-26
18,300571,平治信息,9.9936,9546.20,6085.19,3461.01,日涨幅偏离值达到7%的前五只证券,0.27,0.15,2017-10-26
19,300618,寒锐钴业,10.0022,29720.55,13250.94,16469.61,日涨幅偏离值达到7%的前五只证券,0.11,0.14,2017-10-26
20,300645,正元智慧,-10.0015,20352.97,5975.94,14377.02,日跌幅偏离值达到7%的前五只证券,0.12,0.30,2017-10-26
21,300645,正元智慧,-10.0015,20352.97,5975.94,14377.02,日换手率达到20%的前五只证券,0.12,0.30,2017-10-26
22,300654,世纪天鸿,-7.7746,7310.97,3266.34,4044.63,日跌幅偏离值达到7%的前五只证券,0.11,0.13,2017-10-26
23,300654,世纪天鸿,-7.7746,15597.37,6694.69,8902.69,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.07,0.09,2017-10-26
24,300665,飞鹿股份,10,6612.98,4552.34,2060.64,日涨幅偏离值达到7%的前五只证券,0.15,0.07,2017-10-26
25,300665,飞鹿股份,10,6612.98,4552.34,2060.64,日换手率达到20%的前五只证券,0.15,0.07,2017-10-26
26,300690,双一科技,9.9983,5730.08,2855.60,2874.48,日涨幅偏离值达到7%的前五只证券,0.10,0.10,2017-10-26
27,300697,电工合金,4.8983,6195.29,3318.98,2876.31,日换手率达到20%的前五只证券,0.05,0.05,2017-10-26
28,300700,岱勒新材,1.8438,17109.04,8982.79,8126.24,日换手率达到20%的前五只证券,0.12,0.11,2017-10-26
29,300705,九典制药,-9.1449,5581.08,2519.99,3061.09,日跌幅偏离值达到7%的前五只证券,0.07,0.09,2017-10-26
30,300706,阿石创,9.9985,4385.32,4286.10,99.22,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.91,0.02,2017-10-26
31,300707,威唐工业,3.2394,14646.38,6042.50,8603.87,日换手率达到20%的前五只证券,0.06,0.09,2017-10-26
32,300708,聚灿光电,9.9622,57.07,53.39,3.68,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.07,2017-10-26
33,300715,凯伦股份,44,15.12,10.62,4.50,无价格涨跌幅限制的证券,1.00,0.42,2017-10-26
34,600495,晋西车轴,10.0583,20262.16,14824.82,5437.34,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.18,0.07,2017-10-26
35,600822,上海物贸,10.0193,36235.83,23116.92,13118.91,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.08,0.05,2017-10-26
36,601002,晋亿实业,10.0535,18197.80,14260.55,3937.25,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.19,0.05,2017-10-26
37,601086,国芳集团,-9.5455,17213.11,3382.60,13830.52,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.03,0.14,2017-10-26
38,601086,国芳集团,-9.5455,17213.11,3382.60,13830.52,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.03,0.14,2017-10-26
39,601216,君正集团,0.7752,11670.41,11670.41,0.00,单只标的证券的当日融资买入数量达到当日该证券总交易量的50％以上,0.46,0.00,2017-10-26
40,603103,横店影视,-9.5469,8572.75,2522.91,6049.84,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,0.03,0.07,2017-10-26
41,603110,东方材料,-5.19,6867.05,2814.62,4052.43,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.05,0.07,2017-10-26
42,603335,迪生力,4.1726,9363.18,1911.89,7451.29,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.04,0.15,2017-10-26
43,603829,洛凯股份,10.0217,234.01,222.23,11.78,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.05,2017-10-26
44,603922,金鸿顺,10.0098,128.49,109.28,19.22,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.18,2017-10-26
