,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000670,盈方微,10.101,2933.95,1737.69,1196.26,日涨幅偏离值达到7%的前五只证券,0.11,0.08,2017-07-31
1,000795,英洛华,1.7903,11567.89,5926.24,5641.65,日换手率达到20%的前五只证券,0.05,0.05,2017-07-31
2,000799,酒鬼酒,10,24729.57,18557.08,6172.49,日涨幅偏离值达到7%的前五只证券,0.20,0.07,2017-07-31
3,000807,云铝股份,10,36448.79,20006.09,16442.70,日涨幅偏离值达到7%的前五只证券,0.14,0.11,2017-07-31
4,000933,神火股份,10.0287,67212.55,30154.35,37058.20,日涨幅偏离值达到7%的前五只证券,0.15,0.19,2017-07-31
5,000952,广济药业,9.9732,17275.19,9671.81,7603.37,日涨幅偏离值达到7%的前五只证券,0.25,0.19,2017-07-31
6,002024,苏宁云商,9.9815,66611.58,52385.82,14225.76,日涨幅偏离值达到7%的前五只证券,0.30,0.08,2017-07-31
7,002161,远望谷,9.9076,24079.88,11800.58,12279.30,日涨幅偏离值达到7%的前五只证券,0.07,0.07,2017-07-31
8,002182,云海金属,8.4528,63296.50,26284.51,37011.99,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.05,0.07,2017-07-31
9,002182,云海金属,8.4528,29141.42,9002.29,20139.14,日换手率达到20%的前五只证券,0.05,0.10,2017-07-31
10,002464,金利科技,-6.3741,22406.71,6607.02,15799.68,日跌幅偏离值达到7%的前五只证券,0.16,0.39,2017-07-31
11,002703,浙江世宝,10.0355,9334.01,7398.36,1935.65,日涨幅偏离值达到7%的前五只证券,0.30,0.08,2017-07-31
12,002753,永东股份,8.7331,9357.25,3797.25,5560.00,日涨幅偏离值达到7%的前五只证券,0.06,0.08,2017-07-31
13,002753,永东股份,8.7331,9357.25,3797.25,5560.00,日换手率达到20%的前五只证券,0.06,0.08,2017-07-31
14,002842,翔鹭钨业,3.8091,5001.38,1674.27,3327.10,日换手率达到20%的前五只证券,0.06,0.11,2017-07-31
15,002877,智能自控,-3.6581,2007.12,969.49,1037.62,日换手率达到20%的前五只证券,0.06,0.06,2017-07-31
16,002882,金龙羽,-7.4316,6082.58,2356.68,3725.90,日跌幅偏离值达到7%的前五只证券,0.05,0.08,2017-07-31
17,002882,金龙羽,-7.4316,6082.58,2356.68,3725.90,日换手率达到20%的前五只证券,0.05,0.08,2017-07-31
18,002888,惠威科技,10,80.27,74.09,6.18,日涨幅偏离值达到7%的前五只证券,1.00,0.08,2017-07-31
19,002888,惠威科技,10,181.57,169.98,11.59,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.07,2017-07-31
20,002889,东方嘉盛,43.9722,23.58,18.93,4.66,无价格涨跌幅限制的证券,1.00,0.25,2017-07-31
