,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000792,盐湖股份,10,68009.75,49708.73,18301.02,日涨幅偏离值达到7%的前五只证券,0.11,0.04,2017-09-26
1,000830,鲁西化工,9.9698,31298.47,21769.42,9529.05,日涨幅偏离值达到7%的前五只证券,0.14,0.06,2017-09-26
2,000868,安凯客车,2.2016,18696.22,8613.31,10082.91,日换手率达到20%的前五只证券,0.07,0.08,2017-09-26
3,000962,东方钽业,10,10114.95,6957.74,3157.21,日涨幅偏离值达到7%的前五只证券,0.24,0.11,2017-09-26
4,002194,武汉凡谷,7.5829,8993.13,2878.67,6114.46,日振幅值达到15%的前五只证券,0.04,0.09,2017-09-26
5,002399,海普瑞,-9.392,24750.50,11469.52,13280.98,日跌幅偏离值达到7%的前五只证券,0.35,0.41,2017-09-26
6,002622,融钰集团,10,69237.88,37703.68,31534.21,日涨幅偏离值达到7%的前五只证券,0.32,0.27,2017-09-26
7,002652,扬子新材,9.9602,7302.31,4927.47,2374.84,日涨幅偏离值达到7%的前五只证券,0.32,0.16,2017-09-26
8,002765,蓝黛传动,10.0483,7798.72,5172.51,2626.21,日涨幅偏离值达到7%的前五只证券,0.24,0.12,2017-09-26
9,002774,快意电梯,-9.8955,5043.90,1827.94,3215.96,日跌幅偏离值达到7%的前五只证券,0.13,0.23,2017-09-26
10,002787,华源控股,-8.6957,5986.58,3725.39,2261.19,日跌幅偏离值达到7%的前五只证券,0.21,0.13,2017-09-26
11,002829,星网宇达,10,6517.51,3136.30,3381.20,日涨幅偏离值达到7%的前五只证券,0.08,0.08,2017-09-26
12,002849,威星智能,8.3888,7428.74,5037.81,2390.93,日换手率达到20%的前五只证券,0.17,0.08,2017-09-26
13,002881,美格智能,-10,7447.40,2178.35,5269.05,日跌幅偏离值达到7%的前五只证券,0.08,0.20,2017-09-26
14,002881,美格智能,-10,7447.40,2178.35,5269.05,日换手率达到20%的前五只证券,0.08,0.20,2017-09-26
15,002893,华通热力,10.0229,174.61,166.03,8.57,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.05,2017-09-26
