,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000055,方大集团,10.0424,8224.92,4566.18,3658.75,日涨幅偏离值达到7%的前五只证券,0.21,0.17,2017-07-26
1,000560,昆百大A,9.9656,11385.82,5541.85,5843.97,日涨幅偏离值达到7%的前五只证券,0.28,0.30,2017-07-26
2,000759,中百集团,9.9678,12997.00,6436.50,6560.50,日涨幅偏离值达到7%的前五只证券,0.31,0.32,2017-07-26
3,000795,英洛华,10.0775,16830.72,14649.69,2181.04,日涨幅偏离值达到7%的前五只证券,0.36,0.05,2017-07-26
4,000822,山东海化,10,25358.41,14130.61,11227.80,日涨幅偏离值达到7%的前五只证券,0.10,0.08,2017-07-26
5,000830,鲁西化工,9.047,60692.46,39350.50,21341.95,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.11,0.06,2017-07-26
6,002068,黑猫股份,9.9621,30595.35,11824.17,18771.18,日涨幅偏离值达到7%的前五只证券,0.13,0.21,2017-07-26
7,002182,云海金属,-0.8749,21335.80,6311.75,15024.05,日换手率达到20%的前五只证券,0.04,0.10,2017-07-26
8,002285,世联行,9.9572,18799.07,12274.84,6524.23,日涨幅偏离值达到7%的前五只证券,0.14,0.07,2017-07-26
9,002312,*ST三泰,-5.0325,15433.31,6363.14,9070.17,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券,0.10,0.15,2017-07-26
10,002377,国创高新,9.9907,14847.05,7869.38,6977.67,日涨幅偏离值达到7%的前五只证券,0.12,0.11,2017-07-26
11,002464,金利科技,-9.993,1172.36,292.31,880.05,日跌幅偏离值达到7%的前五只证券,0.33,1.00,2017-07-26
12,002753,永东股份,9.9805,13495.63,9880.59,3615.04,日涨幅偏离值达到7%的前五只证券,0.19,0.07,2017-07-26
13,002753,永东股份,9.9805,13495.63,9880.59,3615.04,日换手率达到20%的前五只证券,0.19,0.07,2017-07-26
14,002809,红墙股份,4.3799,4912.31,2778.87,2133.45,日换手率达到20%的前五只证券,0.05,0.04,2017-07-26
15,002836,新宏泽,5.5556,10541.10,2554.61,7986.49,日换手率达到20%的前五只证券,0.06,0.19,2017-07-26
16,002882,金龙羽,9.9874,8342.16,6285.08,2057.08,日换手率达到20%的前五只证券,0.08,0.02,2017-07-26
17,002882,金龙羽,9.9874,8342.16,6285.08,2057.08,日涨幅偏离值达到7%的前五只证券,0.08,0.02,2017-07-26
18,002882,金龙羽,9.9874,8342.16,6285.08,2057.08,日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,0.08,0.02,2017-07-26
19,002888,惠威科技,9.9808,16.78,12.49,4.30,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.34,2017-07-26
20,300223,北京君正,10.0044,7706.43,3640.11,4066.31,日涨幅偏离值达到7%的前五只证券,0.29,0.32,2017-07-26
21,300372,欣泰退,1.1628,605.77,297.37,308.40,退市整理期,0.26,0.27,2017-07-26
22,300428,四通新材,10.0048,4223.31,3342.42,880.88,日涨幅偏离值达到7%的前五只证券,0.48,0.13,2017-07-26
23,300633,开立医疗,-4.1503,5040.66,2980.31,2060.36,日换手率达到20%的前五只证券,0.15,0.10,2017-07-26
24,300649,杭州园林,3.4579,4787.81,2725.17,2062.64,日换手率达到20%的前五只证券,0.08,0.06,2017-07-26
25,300666,江丰电子,8.3187,13557.95,8460.02,5097.93,日换手率达到20%的前五只证券,0.13,0.08,2017-07-26
26,300666,江丰电子,8.3187,25770.31,13789.49,11980.82,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.07,2017-07-26
27,300671,富满电子,5.8285,3157.06,1681.35,1475.71,日换手率达到20%的前五只证券,0.07,0.06,2017-07-26
28,300672,国科微,5.4687,6813.05,3795.10,3017.95,日换手率达到20%的前五只证券,0.13,0.10,2017-07-26
29,300675,建科院,9.9741,36.77,32.58,4.19,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.13,2017-07-26
30,300675,建科院,9.9741,19.92,16.50,3.43,日涨幅偏离值达到7%的前五只证券,1.00,0.21,2017-07-26
31,300676,华大基因,10.0078,203.81,190.56,13.25,日涨幅偏离值达到7%的前五只证券,1.00,0.07,2017-07-26
32,300676,华大基因,10.0078,293.24,277.43,15.81,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.06,2017-07-26
33,300677,英科医疗,9.9916,38.06,28.29,9.77,日涨幅偏离值达到7%的前五只证券,1.00,0.35,2017-07-26
34,300677,英科医疗,9.9916,55.84,44.29,11.55,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.26,2017-07-26
35,600470,六国化工,10.0309,12506.27,10274.01,2232.27,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.56,0.12,2017-07-26
36,600578,京能电力,0.4545,2060.20,2060.20,0.00,单只标的证券的当日融资买入数量达到当日该证券总交易量的50％以上,0.48,0.00,2017-07-26
37,600712,南宁百货,10.0637,7004.89,5311.40,1693.48,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.30,0.10,2017-07-26
38,600712,南宁百货,10.0637,10079.07,8234.07,1845.00,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.30,0.07,2017-07-26
39,601919,中远海控,10.0935,3677.12,2565.30,1111.81,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.00,0.43,2017-07-26
40,603010,万盛股份,-3.7632,21278.72,9964.17,11314.56,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,0.17,0.20,2017-07-26
41,603305,旭升股份,1.1681,21293.60,7625.89,13667.71,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.09,0.16,2017-07-26
42,603387,基蛋生物,7.7806,7090.43,4936.86,2153.57,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.09,0.04,2017-07-26
43,603595,东尼电子,9.9976,12002.98,8150.08,3852.89,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.18,0.09,2017-07-26
44,603612,索通发展,10.0109,408.55,391.51,17.04,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.04,2017-07-26
45,603676,卫信康,9.9585,48.89,42.53,6.36,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.15,2017-07-26
46,603707,健友股份,10,534.72,510.87,23.85,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.00,0.05,2017-07-26
