,code,name,pchange,amount,buy,sell,reason,bratio,sratio,date
0,000710,贝瑞基因,4.9941,4637.07,2701.93,1935.14,"连续三个交易日内,涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券",0.40,0.29,2017-08-23
1,002347,泰尔股份,10.073,6375.64,4992.99,1382.66,日涨幅偏离值达到7%的前五只证券,0.39,0.11,2017-08-23
2,002534,杭锅股份,9.9728,10559.93,6184.50,4375.43,日涨幅偏离值达到7%的前五只证券,0.14,0.10,2017-08-23
3,002878,元隆雅图,10,9362.45,6423.19,2939.27,日涨幅偏离值达到7%的前五只证券,0.29,0.13,2017-08-23
4,002878,元隆雅图,10,9362.45,6423.19,2939.27,日换手率达到20%的前五只证券,0.29,0.13,2017-08-23
5,002881,美格智能,7.177,3672.39,1289.71,2382.68,日换手率达到20%的前五只证券,0.06,0.11,2017-08-23
6,002888,惠威科技,10.0166,9456.30,6079.01,3377.29,日涨幅偏离值达到7%的前五只证券,0.20,0.11,2017-08-23
7,002888,惠威科技,10.0166,9456.30,6079.01,3377.29,日换手率达到20%的前五只证券,0.20,0.11,2017-08-23
8,002889,东方嘉盛,0.5111,4720.71,2957.80,1762.91,日换手率达到20%的前五只证券,0.07,0.04,2017-08-23
9,002890,弘宇股份,10.0057,6342.08,3644.43,2697.65,日涨幅偏离值达到7%的前五只证券,0.15,0.11,2017-08-23
10,002890,弘宇股份,10.0057,6342.08,3644.43,2697.65,日换手率达到20%的前五只证券,0.15,0.11,2017-08-23
11,002891,中宠股份,10.0041,26.10,19.37,6.74,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.00,0.35,2017-08-23
12,200986,粤华包B,-9.9869,26.18,11.80,14.38,日跌幅偏离值达到7%的前五只证券,0.82,1.00,2017-08-23
13,200986,粤华包B,-9.9869,36.89,15.45,21.43,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.72,1.00,2017-08-23
14,300310,宜通世纪,-7.4021,22624.53,9461.82,13162.71,日跌幅偏离值达到7%的前五只证券,0.09,0.12,2017-08-23
15,300372,欣泰退,-8.4848,366.51,188.93,177.57,退市整理期,0.31,0.29,2017-08-23
16,300422,博世科,9.9876,14140.07,9642.25,4497.82,日涨幅偏离值达到7%的前五只证券,0.17,0.08,2017-08-23
17,300500,启迪设计,9.9973,5398.05,3413.03,1985.02,日涨幅偏离值达到7%的前五只证券,0.07,0.04,2017-08-23
18,300666,江丰电子,10.0131,9431.96,6708.88,2723.08,日涨幅偏离值达到7%的前五只证券,0.18,0.07,2017-08-23
19,300671,富满电子,9.9894,13080.60,6288.63,6791.97,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.08,0.08,2017-08-23
20,300675,建科院,7.8679,20973.91,4092.75,16881.17,日振幅值达到15%的前五只证券,0.06,0.24,2017-08-23
21,300675,建科院,7.8679,20973.91,4092.75,16881.17,日换手率达到20%的前五只证券,0.06,0.24,2017-08-23
22,300678,中科信息,10.0057,15884.96,7983.17,7901.79,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.14,0.13,2017-08-23
23,300685,艾德生物,10.0066,16444.94,9767.53,6677.41,日涨幅偏离值达到7%的前五只证券,0.08,0.06,2017-08-23
24,300685,艾德生物,10.0066,16444.94,9767.53,6677.41,日换手率达到20%的前五只证券,0.08,0.06,2017-08-23
