date,open,close,high,low,volume,code
2017-05-05,7.05,7.45,8.18,7.03,1264217.0,600354
2017-05-12,7.45,7.92,8.04,7.07,1414316.0,600354
2017-05-19,7.88,7.66,8.4,7.61,1415781.0,600354
2017-05-26,7.6,7.19,8.01,7.05,769407.0,600354
2017-06-02,7.27,6.95,7.38,6.74,351154.0,600354
2017-06-09,6.96,7.14,7.26,6.91,473157.0,600354
2017-06-16,7.11,7.22,7.25,6.93,429870.0,600354
2017-06-23,7.25,7.05,7.41,6.92,577469.0,600354
2017-06-30,7.0,7.49,7.64,7.0,758904.0,600354
2017-07-07,7.5,7.58,7.69,7.42,689762.0,600354
2017-07-14,7.51,8.12,8.36,7.51,1683001.0,600354
2017-07-21,8.14,9.44,9.58,7.51,2875912.0,600354
2017-07-28,9.4,9.13,10.29,8.96,3440089.0,600354
2017-08-04,9.11,8.69,9.44,8.66,1730046.0,600354
2017-08-11,8.68,8.89,9.78,8.43,2704684.0,600354
2017-08-18,8.83,8.7,9.35,8.65,1295490.0,600354
2017-08-25,8.7,8.54,8.85,8.34,746752.0,600354
2017-09-01,8.56,8.65,8.97,8.51,1018123.0,600354
2017-09-08,8.6,8.58,8.73,8.46,694725.0,600354
2017-09-15,8.63,9.38,9.47,8.6,2178197.0,600354
2017-09-22,9.29,8.92,9.45,8.77,1370855.0,600354
2017-09-29,8.83,8.51,8.88,8.42,589429.0,600354
2017-10-13,8.6,8.79,8.87,8.54,652627.0,600354
2017-10-20,8.8,9.38,9.46,8.63,1986710.0,600354
2017-10-27,9.31,9.03,9.46,8.92,1358259.0,600354
2017-11-03,9.03,7.65,9.09,7.51,1097389.0,600354
2017-11-10,7.65,7.41,7.77,7.4,520446.0,600354
2017-11-17,7.42,6.9,7.45,6.85,547343.0,600354
2017-11-24,6.85,6.97,7.11,6.66,366594.0,600354
2017-11-29,7.01,7.22,7.28,6.98,328207.0,600354
