,code,name,date,nums,nlast,count,clast,amount,ratio
361,600682,南京新百,2017-09-30,10,-97,1048.22,-1134.55,40408.85,1.44
362,600681,百川能源,2017-09-30,7,-53,446.59,-4284.20,6676.55,1.36
363,600679,上海凤凰,2017-09-30,1,-3,0.68,-60.31,15.20,0.00
364,600677,航天通信,2017-09-30,4,-49,2701.42,-9606.74,39845.92,6.49
365,600676,交运股份,2017-09-30,3,-30,2634.03,-1471.01,19860.61,2.74
366,600675,中华企业,2017-09-30,4,-24,420.25,-4135.86,2815.70,0.23
367,600674,川投能源,2017-09-30,33,-351,11753.34,-13126.86,110716.44,2.67
368,600673,东阳光科,2017-09-30,15,-64,553.06,-2014.41,3704.23,0.23
369,600667,太极实业,2017-09-30,3,-35,72.68,-2550.41,556.00,0.06
370,600666,奥瑞德,2017-09-30,47,-77,480.70,-1223.43,8948.37,0.60
371,600664,哈药股份,2017-09-30,15,-148,1338.00,-8582.77,7773.76,0.54
372,600663,陆家嘴,2017-09-30,6,-206,1931.04,-3760.55,43177.98,0.79
373,600661,新南洋,2017-09-30,3,-43,657.82,-1928.64,14472.12,2.54
374,600660,福耀玻璃,2017-09-30,85,-293,9535.97,-5244.65,243071.80,4.76
375,600657,信达地产,2017-09-30,13,-86,823.54,-2347.93,5155.37,0.54
376,600655,豫园股份,2017-09-30,18,-91,129.69,-2044.92,1434.41,0.09
377,600654,*ST中安,2017-09-30,4,-90,31.76,-1533.81,220.72,0.04
378,600651,飞乐音响,2017-09-30,5,-85,520.69,-4087.58,4863.21,0.68
379,600649,城投控股,2017-09-30,5,-143,329.14,-7569.01,3232.13,0.14
380,600648,外高桥,2017-09-30,3,-117,3.35,-2416.75,59.34,0.00
381,600645,中源协和,2017-09-30,11,-70,512.69,-603.08,14560.32,1.45
382,600643,爱建集团,2017-09-30,70,-209,6975.03,-19786.92,97510.94,4.86
383,600642,申能股份,2017-09-30,10,-185,3080.35,-19527.09,18358.91,0.68
384,600641,万业企业,2017-09-30,9,-51,111.42,-1105.41,1491.91,0.14
385,600640,号百控股,2017-09-30,4,-67,13.49,-458.22,250.78,0.03
386,600638,新黄浦,2017-09-30,1,-8,89.12,83.02,1610.34,0.16
387,600637,东方明珠,2017-09-30,32,-337,752.41,-6760.29,15266.48,0.47
388,600636,*ST爱富,2017-09-30,1,-12,0.68,-311.58,9.72,0.00
389,600634,富控互动,2017-09-30,6,-9,286.20,197.34,5366.25,0.50
390,600633,浙数文化,2017-09-30,7,-106,393.69,-1241.23,6885.64,0.33
391,600630,龙头股份,2017-09-30,1,-11,12.03,-213.22,142.92,0.03
392,600622,光大嘉宝,2017-09-30,62,-70,14898.42,-4609.98,269504.33,22.28
393,600619,海立股份,2017-09-30,2,-12,80.00,-358.83,1262.40,0.17
394,600617,国新能源,2017-09-30,2,-22,83.86,-885.91,757.26,0.09
395,600615,丰华股份,2017-09-30,1,-8,17.24,-62.61,271.19,0.09
396,600614,鹏起科技,2017-09-30,3,-75,1269.99,-1965.47,15303.40,0.98
397,600612,老凤祥,2017-09-30,11,-77,98.13,-1249.93,4051.79,0.31
398,600606,绿地控股,2017-09-30,18,-250,8453.20,-14189.00,63568.04,2.62
399,600603,广汇物流,2017-09-30,3,-16,844.76,-478.27,7146.63,3.10
400,600602,云赛智联,2017-09-30,2,-38,27.66,-1329.56,227.37,0.03
401,600600,青岛啤酒,2017-09-30,16,-128,552.75,-3504.56,17030.11,0.79
402,600598,北大荒,2017-09-30,10,-25,2506.99,-2953.55,29908.41,1.41
403,600597,光明乳业,2017-09-30,19,-154,1405.62,-5697.58,18680.70,1.15
404,600596,新安股份,2017-09-30,9,-82,309.86,-5499.72,3603.67,0.46
405,600595,中孚实业,2017-09-30,9,-22,8092.45,5773.22,55514.19,4.65
406,600594,益佰制药,2017-09-30,8,-141,4542.47,-9084.80,59324.67,5.74
407,600593,大连圣亚,2017-09-30,2,-20,321.04,-836.16,7981.15,3.49
408,600588,用友网络,2017-09-30,44,-129,1633.10,-1143.26,38639.08,1.13
409,600586,金晶科技,2017-09-30,2,-55,21.28,-1958.35,109.17,0.01
410,600585,海螺水泥,2017-09-30,158,-361,11104.52,-10725.17,277279.75,2.78
411,600584,长电科技,2017-09-30,58,-204,7040.02,-9639.84,121817.13,7.15
412,600583,海油工程,2017-09-30,6,-179,62.65,-10111.44,385.91,0.01
413,600582,天地科技,2017-09-30,20,-152,9729.17,-10231.45,50494.39,3.51
414,600581,八一钢铁,2017-09-30,30,-54,1347.81,-4086.87,19519.02,1.76
415,600580,卧龙电气,2017-09-30,1,-97,4.97,-3812.32,40.70,0.00
416,600579,天华院,2017-09-30,9,-3,634.54,-746.08,9418.41,1.55
417,600578,京能电力,2017-09-30,6,-29,1013.92,-1706.05,4167.21,0.22
418,600572,康恩贝,2017-09-30,6,-110,3621.76,-7919.54,25605.86,1.76
419,600570,恒生电子,2017-09-30,33,-185,571.48,-1439.94,29168.22,0.93
420,600569,安阳钢铁,2017-09-30,1,-15,12.00,-754.32,63.96,0.01
421,600568,中珠医疗,2017-09-30,2,-31,1263.82,-833.26,8947.88,0.76
422,600567,山鹰纸业,2017-09-30,19,-94,5846.69,-8867.50,31766.88,1.28
423,600566,济川药业,2017-09-30,66,-271,3844.55,-3625.91,141709.95,4.75
424,600565,迪马股份,2017-09-30,13,-134,6376.55,-13208.12,36346.33,2.69
425,600563,法拉电子,2017-09-30,43,-176,2786.95,-2772.85,161085.58,12.39
426,600562,国睿科技,2017-09-30,7,-128,526.73,-7595.76,13958.23,1.61
427,600559,老白干酒,2017-09-30,10,-44,1509.65,-1049.41,47519.58,4.31
428,600557,康缘药业,2017-09-30,1,-139,203.26,-6047.75,3109.93,0.34
429,600551,时代出版,2017-09-30,3,-91,51.05,-887.44,728.48,0.10
430,600549,厦门钨业,2017-09-30,38,-125,1797.87,-1812.91,57765.61,2.03
431,600548,深高速,2017-09-30,23,-87,890.14,-1343.94,8580.91,0.62
432,600547,山东黄金,2017-09-30,31,-298,2551.26,-5163.99,80186.20,1.76
433,600546,山煤国际,2017-09-30,3,-38,1386.17,-2629.52,7665.52,0.70
434,600535,天士力,2017-09-30,18,-297,162.57,-6144.24,5714.39,0.16
435,600531,豫光金铅,2017-09-30,6,-23,2972.98,-5422.62,23286.29,3.36
436,600529,山东药玻,2017-09-30,25,-125,4330.02,-4630.95,93788.33,16.82
437,600528,中铁工业,2017-09-30,1,-102,378.55,-4350.06,5193.69,0.26
438,600527,江南高纤,2017-09-30,4,-36,1629.27,-3230.11,8944.68,2.03
439,600525,长园集团,2017-09-30,65,-59,4400.23,-2834.19,87564.64,3.53
440,600523,贵航股份,2017-09-30,3,-26,8.62,-1528.73,163.54,0.03
441,600522,中天科技,2017-09-30,83,-187,4987.59,-11536.93,68715.48,2.19
442,600521,华海药业,2017-09-30,28,-177,2464.42,-7998.20,55252.27,2.40
443,600519,贵州茅台,2017-09-30,789,-283,5846.53,-76.36,3026400.27,4.65
444,600518,康美药业,2017-09-30,57,-387,11585.91,-20718.92,232645.03,2.63
445,600517,置信电气,2017-09-30,2,-96,4499.34,-2399.83,31765.32,3.62
446,600516,方大炭素,2017-09-30,60,-90,1174.33,-5996.12,35875.81,0.68
447,600515,海航基础,2017-09-30,4,-16,38.84,-77.04,559.30,0.02
448,600512,腾达建设,2017-09-30,6,-9,1377.92,-368.37,6724.25,0.92
449,600511,国药股份,2017-09-30,50,-198,1229.64,-5864.93,36680.25,4.43
450,600509,天富能源,2017-09-30,2,-21,1045.97,-579.37,7928.48,1.15
451,600508,上海能源,2017-09-30,4,-48,1291.16,-934.08,16707.58,1.79
452,600507,方大特钢,2017-09-30,12,-153,5018.31,-8055.03,64836.62,3.78
453,600502,安徽水利,2017-09-30,15,-64,1747.99,-1725.25,14403.42,2.30
454,600501,航天晨光,2017-09-30,3,-56,15.04,-7181.32,213.08,0.04
455,600500,中化国际,2017-09-30,8,-91,6742.97,-7510.82,69182.86,3.24
456,600499,科达洁能,2017-09-30,10,-137,4046.63,-2091.68,46576.68,2.87
457,600498,烽火通信,2017-09-30,76,-236,4789.28,-3113.20,155792.31,4.74
458,600497,驰宏锌锗,2017-09-30,12,-97,1051.03,-10615.53,7851.19,0.24
459,600491,龙元建设,2017-09-30,30,-80,6869.26,-3985.55,77897.36,7.25
460,600490,鹏欣资源,2017-09-30,5,-21,14.04,-540.92,155.14,0.01
461,600489,中金黄金,2017-09-30,13,-203,5416.45,-10092.63,58064.37,1.57
462,600487,亨通光电,2017-09-30,133,-176,5950.16,-2639.89,204685.56,4.79
463,600486,扬农化工,2017-09-30,14,-74,426.26,-2614.44,16602.73,1.38
464,600485,信威集团,2017-09-30,26,-169,611.04,-3919.90,9193.71,0.37
465,600482,中国动力,2017-09-30,6,-189,1195.32,-10165.14,29930.89,1.32
466,600479,千金药业,2017-09-30,13,-69,1403.59,-3843.03,18878.26,4.60
467,600477,杭萧钢构,2017-09-30,21,-65,6684.95,-2300.28,85834.73,5.31
468,600468,百利电气,2017-09-30,21,-44,203.01,-368.48,1319.54,0.25
469,600466,蓝光发展,2017-09-30,17,-149,5271.72,-6278.68,46918.33,5.97
470,600461,洪城水业,2017-09-30,4,-64,3269.27,-2759.12,21871.44,5.50
471,600460,士兰微,2017-09-30,7,-84,1738.43,-1308.37,18114.44,1.39
472,600459,贵研铂业,2017-09-30,2,-21,7.60,-939.45,190.46,0.03
473,600452,涪陵电力,2017-09-30,10,-76,389.36,-2224.88,16018.20,2.43
474,600449,宁夏建材,2017-09-30,14,-28,501.42,110.97,6383.09,1.05
475,600446,金证股份,2017-09-30,17,-141,552.15,-1109.92,10971.21,0.69
476,600438,通威股份,2017-09-30,30,-51,10145.68,6604.42,95673.76,4.44
477,600436,片仔癀,2017-09-30,20,-229,1449.02,-2988.58,84419.61,2.40
478,600435,北方导航,2017-09-30,27,-68,19098.33,-3782.77,278644.59,12.82
479,600428,中远海特,2017-09-30,11,-106,3993.72,-4820.36,26757.95,2.36
480,600426,华鲁恒升,2017-09-30,46,-146,6315.96,-19501.54,80654.78,3.92
481,600422,昆药集团,2017-09-30,3,-114,209.20,-2881.11,2472.74,0.31
482,600420,现代制药,2017-09-30,10,-100,1648.76,-3412.16,24731.44,2.87
483,600419,天润乳业,2017-09-30,16,-39,685.37,-331.77,43151.08,7.66
484,600418,江淮汽车,2017-09-30,9,-125,1550.88,-6720.91,17478.39,1.07
485,600416,湘电股份,2017-09-30,9,-101,3123.19,-4062.86,38540.16,3.71
486,600415,小商品城,2017-09-30,7,-227,1495.66,-4155.66,10514.49,0.27
487,600410,华胜天成,2017-09-30,15,-48,1297.12,-250.89,14462.88,1.18
488,600409,三友化工,2017-09-30,34,-277,3101.87,-36792.40,33751.92,1.68
489,600408,安泰集团,2017-09-30,1,-4,769.99,517.54,3249.36,0.76
490,600406,国电南瑞,2017-09-30,15,-260,8306.75,-17749.33,137227.47,3.77
491,600400,红豆股份,2017-09-30,3,-16,206.99,-233.36,1479.99,0.14
492,600399,抚顺特钢,2017-09-30,2,-46,720.00,-2487.54,4831.17,0.64
493,600398,海澜之家,2017-09-30,9,-100,1334.15,-4953.95,13421.59,0.30
494,600392,盛和资源,2017-09-30,8,-74,155.74,-4516.98,3209.82,0.17
495,600391,航发科技,2017-09-30,4,-49,1930.88,-5994.55,54721.17,5.85
496,600390,五矿资本,2017-09-30,3,-48,302.27,-4482.60,4174.39,0.67
497,600389,江山股份,2017-09-30,6,-27,3489.72,-587.20,75794.55,11.75
498,600388,龙净环保,2017-09-30,40,-109,4397.44,-2351.99,74404.67,4.14
499,600383,金地集团,2017-09-30,83,-369,16747.15,-2653.74,192089.78,3.71
500,600378,天科股份,2017-09-30,1,-9,85.88,15.96,1172.27,0.29
501,600377,宁沪高速,2017-09-30,20,-144,1256.70,-3634.70,12328.25,0.33
502,600376,首开股份,2017-09-30,3,-205,118.43,-6045.62,1312.21,0.05
503,600373,中文传媒,2017-09-30,15,-361,1062.03,-8056.09,23492.18,0.83
504,600372,中航电子,2017-09-30,3,-190,31.50,-17682.85,511.88,0.02
505,600369,西南证券,2017-09-30,3,-179,10.58,-27680.47,61.56,0.00
506,600368,五洲交通,2017-09-30,3,-16,414.84,-488.58,2518.08,0.50
507,600366,宁波韵升,2017-09-30,3,-81,167.21,-1644.85,3501.40,0.31
508,600362,江西铜业,2017-09-30,7,-236,1523.26,-5156.31,28119.46,0.73
509,600361,华联综超,2017-09-30,1,-3,42.55,-147.73,248.49,0.06
510,600358,国旅联合,2017-09-30,3,-12,4.43,-525.12,31.01,0.01
511,600356,恒丰纸业,2017-09-30,8,-20,1739.99,-2048.84,17504.31,5.82
512,600352,浙江龙盛,2017-09-30,12,-231,344.92,-12614.65,3538.88,0.11
513,600351,亚宝药业,2017-09-30,3,-33,451.92,-2029.65,3570.15,0.65
514,600350,山东高速,2017-09-30,9,-94,472.36,-4674.72,2867.23,0.10
515,600348,阳泉煤业,2017-09-30,13,-188,2331.04,-12408.30,19021.26,0.97
516,600345,长江通信,2017-09-30,2,-19,9.04,-161.62,273.01,0.05
517,600343,航天动力,2017-09-30,3,-65,196.36,-9832.85,3300.75,0.31
518,600340,华夏幸福,2017-09-30,79,-367,8110.76,-6729.09,252082.32,2.74
519,600339,中油工程,2017-09-30,7,-1,6202.68,-1136.18,40363.80,10.73
520,600338,西藏珠峰,2017-09-30,22,-85,1457.51,-360.53,71694.70,9.21
521,600337,美克家居,2017-09-30,12,-52,8934.45,-9096.24,57716.55,6.02
522,600335,国机汽车,2017-09-30,21,-155,6645.42,-7518.84,93145.30,6.45
523,600332,白云山,2017-09-30,20,-313,1141.64,-9097.13,31748.98,1.07
524,600330,天通股份,2017-09-30,3,-13,1071.06,940.90,11578.12,1.31
525,600329,中新药业,2017-09-30,15,-112,443.78,-4543.38,7570.93,0.78
526,600328,兰太实业,2017-09-30,4,-32,65.00,-1793.38,903.42,0.15
527,600326,西藏天路,2017-09-30,2,-25,12.00,-805.98,129.72,0.01
528,600325,华发股份,2017-09-30,14,-194,1948.38,-8706.79,14944.10,1.02
529,600323,瀚蓝环境,2017-09-30,4,-67,95.41,-1723.98,1386.31,0.15
530,600322,天房发展,2017-09-30,2,-20,42.86,-403.74,284.16,0.04
531,600319,亚星化学,2017-09-30,1,-2,66.00,64.28,687.72,0.21
532,600316,洪都航空,2017-09-30,8,-78,3767.85,-11268.93,65033.08,5.25
533,600315,上海家化,2017-09-30,19,-124,385.11,-3090.12,12388.91,0.57
534,600312,平高电气,2017-09-30,2,-175,31.32,-5738.00,369.89,0.02
535,600311,荣华实业,2017-09-30,2,-1,126.32,39.16,712.44,0.19
536,600310,桂东电力,2017-09-30,4,-34,3695.94,-1611.26,24577.97,4.46
537,600309,万华化学,2017-09-30,171,-302,11750.64,-7225.19,495289.67,4.53
538,600308,华泰股份,2017-09-30,34,-42,13393.02,99.06,101117.33,11.47
539,600307,酒钢宏兴,2017-09-30,7,-76,2103.14,-10506.69,7487.19,0.34
540,600305,恒顺醋业,2017-09-30,21,-91,2952.20,-7917.01,32474.22,4.90
541,600303,曙光股份,2017-09-30,2,-15,150.02,-200.81,1737.23,0.24
542,600298,安琪酵母,2017-09-30,48,-152,2445.29,-6209.88,62305.87,2.97
543,600297,广汇汽车,2017-09-30,44,-258,7315.16,-15113.38,61666.80,3.06
544,600291,西水股份,2017-09-30,4,-86,241.81,-892.03,6461.14,0.25
545,600289,亿阳信通,2017-09-30,5,-84,30.98,-846.86,359.06,0.05
546,600285,羚锐制药,2017-09-30,18,-87,3524.34,-4419.72,41340.46,6.58
547,600282,南钢股份,2017-09-30,32,-139,17564.04,-15758.34,88944.77,4.53
548,600280,中央商场,2017-09-30,4,-54,29.71,-1271.22,254.61,0.03
549,600277,亿利洁能,2017-09-30,10,-62,6910.37,-4727.93,45412.13,3.31
550,600276,恒瑞医药,2017-09-30,196,-298,9691.85,-5463.33,580832.57,3.44
551,600273,嘉化能源,2017-09-30,3,-61,30.31,-1831.90,272.79,0.02
552,600272,开开实业,2017-09-30,1,-5,0.68,-187.48,9.08,0.00
553,600271,航天信息,2017-09-30,11,-317,700.88,-8972.66,13183.46,0.38
554,600270,外运发展,2017-09-30,22,-146,1550.84,-5475.48,27791.02,1.71
555,600269,赣粤高速,2017-09-30,3,-87,183.30,-4582.34,975.16,0.08
556,600267,海正药业,2017-09-30,6,-136,3093.80,-4670.84,39291.24,3.20
557,600266,北京城建,2017-09-30,67,-90,6154.49,-469.70,95825.41,3.93
558,600261,阳光照明,2017-09-30,4,-74,6675.00,-7153.91,41585.28,4.60
559,600260,凯乐科技,2017-09-30,13,-69,501.93,-559.18,16117.03,0.93
560,600259,广晟有色,2017-09-30,6,-88,222.42,-952.82,9784.05,0.85
561,600258,首旅酒店,2017-09-30,22,-73,5248.45,-2165.59,145260.39,18.90
562,600256,广汇能源,2017-09-30,5,-147,1401.57,-9348.50,5900.59,0.27
563,600252,中恒集团,2017-09-30,2,-89,83.60,-7876.10,361.15,0.02
564,600240,华业资本,2017-09-30,10,-108,432.59,-10169.43,4416.76,0.30
565,600239,云南城投,2017-09-30,4,-15,69.24,-963.78,361.43,0.04
566,600238,海南椰岛,2017-09-30,7,3,250.27,215.25,2505.20,0.56
567,600236,桂冠电力,2017-09-30,8,-52,581.00,-5708.53,3509.24,0.16
568,600233,圆通速递,2017-09-30,8,-106,1978.32,-2032.57,43701.16,2.53
569,600231,凌钢股份,2017-09-30,13,-36,5598.88,-1447.51,35944.80,3.48
570,600230,沧州大化,2017-09-30,6,-19,135.41,-359.64,7346.25,0.46
571,600227,赤天化,2017-09-30,1,-7,1164.73,-368.16,7722.13,0.94
572,600223,鲁商置业,2017-09-30,9,-28,860.73,-1309.47,3950.75,0.86
573,600221,海航控股,2017-09-30,11,-179,8556.11,-25289.31,27807.36,0.52
574,600219,南山铝业,2017-09-30,62,-122,15110.77,-16786.58,60291.97,2.13
575,600217,中再资环,2017-09-30,1,-18,1500.00,-1983.48,10740.00,2.08
576,600211,西藏药业,2017-09-30,1,-41,6.00,-952.08,243.84,0.04
577,600208,新湖中宝,2017-09-30,11,-199,2794.82,-12216.46,11989.79,0.33
578,600201,生物股份,2017-09-30,47,-181,1752.95,-4541.61,58618.81,2.04
579,600200,江苏吴中,2017-09-30,1,-50,78.62,-1190.34,1089.62,0.11
580,600198,大唐电信,2017-09-30,3,-89,95.79,-4479.08,1534.56,0.11
581,600197,伊力特,2017-09-30,41,-92,2263.37,-4388.57,52057.43,5.13
582,600196,复星医药,2017-09-30,136,-310,19719.17,-2612.95,674198.39,10.33
583,600195,中牧股份,2017-09-30,9,-135,917.41,-4763.67,18403.25,2.13
584,600192,长城电工,2017-09-30,2,-10,622.38,65.93,5340.02,1.41
585,600188,兖州煤业,2017-09-30,12,-287,407.03,-7996.52,5307.64,0.14
586,600183,生益科技,2017-09-30,38,-238,6719.39,-7732.06,103008.29,4.62
587,600180,瑞茂通,2017-09-30,4,-57,550.34,-2360.43,7236.97,0.62
588,600179,安通控股,2017-09-30,4,-13,2801.00,-2472.98,53415.05,5.82
589,600177,雅戈尔,2017-09-30,5,-236,1333.00,-4923.02,13063.43,0.37
590,600176,中国巨石,2017-09-30,101,-206,24346.57,-18084.59,279011.67,8.34
591,600175,美都能源,2017-09-30,1,-19,0.00,-432.34,0.01,0.00
592,600172,黄河旋风,2017-09-30,9,-42,1003.99,-3676.90,8503.83,0.86
593,600171,上海贝岭,2017-09-30,6,-56,69.05,-493.15,966.05,0.10
594,600170,上海建工,2017-09-30,2,-196,4.00,-30645.89,15.32,0.00
595,600169,太原重工,2017-09-30,13,-69,1478.22,-7101.16,5765.08,0.61
596,600167,联美控股,2017-09-30,11,-40,1642.55,-327.76,38807.38,7.78
597,600166,福田汽车,2017-09-30,41,-87,10606.55,-11689.36,32880.29,1.59
598,600161,天坛生物,2017-09-30,17,-124,531.44,-2864.95,17468.52,0.79
599,600160,巨化股份,2017-09-30,8,-117,268.83,-4366.00,3279.72,0.13
600,600158,中体产业,2017-09-30,4,-63,199.71,-812.98,2781.99,0.30
601,600157,永泰能源,2017-09-30,10,-175,6938.25,-13165.17,24977.70,1.19
602,600155,宝硕股份,2017-09-30,2,-6,240.00,227.64,3338.37,0.21
603,600153,建发股份,2017-09-30,31,-414,1923.02,-21603.05,22403.18,0.68
604,600151,航天机电,2017-09-30,6,-131,2034.83,-19535.74,15525.74,1.47
605,600150,中国船舶,2017-09-30,29,-146,6345.70,-2446.22,156548.51,4.60
606,600146,商赢环球,2017-09-30,2,-58,89.62,-3087.97,2278.14,0.45
607,600143,金发科技,2017-09-30,7,-73,365.59,-15368.42,2248.38,0.14
608,600141,兴发集团,2017-09-30,8,-65,206.65,-927.33,3944.95,0.41
609,600138,中青旅,2017-09-30,54,-216,2897.33,-5512.23,62089.75,4.00
610,600136,当代明诚,2017-09-30,3,-72,640.50,-2882.58,9780.45,2.33
611,600133,东湖高新,2017-09-30,1,-15,6.96,-245.20,72.31,0.01
612,600132,重庆啤酒,2017-09-30,8,-59,529.33,-1182.59,11682.34,1.09
613,600129,太极集团,2017-09-30,1,-24,178.38,-556.87,2613.20,0.42
614,600125,铁龙物流,2017-09-30,2,-85,906.81,-6420.47,10781.94,0.69
615,600123,兰花科创,2017-09-30,5,-66,949.88,-4609.51,9118.85,0.83
616,600122,宏图高科,2017-09-30,2,-92,1733.83,-2985.27,17685.08,1.50
617,600118,中国卫星,2017-09-30,35,-215,13220.74,-5630.77,372296.02,11.18
618,600116,三峡水利,2017-09-30,8,-138,3947.73,-15652.95,38845.69,4.45
619,600115,东方航空,2017-09-30,6,-275,4334.35,-21396.91,29300.21,0.44
620,600114,东睦股份,2017-09-30,26,-74,4639.47,-4306.10,82350.62,12.00
621,600111,北方稀土,2017-09-30,42,-219,3411.84,-2857.69,55033.04,0.94
622,600110,诺德股份,2017-09-30,22,-179,2897.19,-23676.96,39372.87,2.52
623,600109,国金证券,2017-09-30,10,-346,1056.98,-30897.62,12398.42,0.35
624,600108,亚盛集团,2017-09-30,2,-77,669.93,-5852.03,3175.45,0.34
625,600106,重庆路桥,2017-09-30,1,-11,685.90,638.72,3600.97,0.69
626,600105,永鼎股份,2017-09-30,5,-45,180.32,-994.81,1642.71,0.24
627,600104,上汽集团,2017-09-30,320,-619,21756.16,-28403.45,656818.33,1.97
628,600100,同方股份,2017-09-30,18,-249,301.14,-6029.93,3673.85,0.14
629,600096,云天化,2017-09-30,1,-52,750.00,-1411.39,6622.50,0.67
630,600093,易见股份,2017-09-30,1,-52,40.00,-3032.87,484.80,0.12
631,600090,同济堂,2017-09-30,2,-49,23.80,-2209.62,209.44,0.03
632,600089,特变电工,2017-09-30,61,-368,17908.72,-21114.25,176579.95,4.82
633,600085,同仁堂,2017-09-30,20,-252,2563.65,-3865.21,83087.86,1.87
634,600079,人福医药,2017-09-30,29,-283,3478.56,-13452.55,62996.74,3.29
635,600076,康欣新材,2017-09-30,6,-32,1264.95,118.18,13497.02,1.68
636,600075,新疆天业,2017-09-30,3,-42,538.16,-1574.26,5015.62,0.65
637,600074,保千里,2017-09-30,8,-128,2806.62,-2919.87,32608.47,2.74
638,600073,上海梅林,2017-09-30,6,-128,286.50,-2880.82,2753.27,0.31
639,600072,中船科技,2017-09-30,9,-32,1342.52,-3243.46,23564.35,4.33
640,600071,凤凰光学,2017-09-30,4,-7,291.00,-63.34,5741.37,1.23
641,600070,浙江富润,2017-09-30,3,-13,45.32,-1803.77,481.30,0.13
642,600068,葛洲坝,2017-09-30,92,-547,10498.84,-52155.96,108977.98,2.28
643,600066,宇通客车,2017-09-30,112,-346,10572.01,-10824.65,260071.49,5.55
644,600063,皖维高新,2017-09-30,5,-20,6813.98,-3092.69,29916.81,4.48
645,600062,华润双鹤,2017-09-30,43,-178,11111.10,-1631.44,233888.66,16.20
646,600061,国投安信,2017-09-30,19,-214,195.22,-14302.68,3184.07,0.10
647,600060,海信电器,2017-09-30,44,-219,17298.82,1590.94,271764.46,13.22
648,600058,五矿发展,2017-09-30,2,-49,23.79,-637.17,327.84,0.02
649,600057,象屿股份,2017-09-30,4,-83,334.81,-3001.92,3418.42,0.29
650,600056,中国医药,2017-09-30,75,-301,11941.03,-8877.79,292077.63,11.80
651,600055,万东医疗,2017-09-30,4,-32,1752.91,-1614.71,27170.09,3.62
652,600054,黄山旅游,2017-09-30,35,-101,3384.17,-2258.21,57192.54,6.59
653,600050,中国联通,2017-09-30,63,-268,20896.18,-31349.56,155049.64,0.99
654,600048,保利地产,2017-09-30,175,-587,45965.93,-29709.61,478045.72,3.92
655,600039,四川路桥,2017-09-30,10,-125,2448.83,-5430.73,11231.36,0.81
656,600038,中直股份,2017-09-30,62,-271,3814.27,-7708.53,166721.89,6.47
657,600037,歌华有线,2017-09-30,8,-220,1670.97,-4219.20,24663.49,1.43
658,600036,招商银行,2017-09-30,585,-271,94453.78,-13015.17,2413294.09,4.58
659,600035,楚天高速,2017-09-30,19,-77,9537.51,-2457.51,55508.34,6.56
660,600033,福建高速,2017-09-30,8,-78,953.60,-7185.71,3680.90,0.35
661,600031,三一重工,2017-09-30,57,-322,19889.43,-18847.17,152154.17,2.62
662,600030,中信证券,2017-09-30,301,-431,82151.37,-43944.77,1494333.36,8.37
663,600029,南方航空,2017-09-30,30,-518,7610.98,-50584.08,62942.78,1.08
664,600028,中国石化,2017-09-30,203,-577,95412.78,-40345.41,562935.43,1.00
665,600027,华电国际,2017-09-30,23,-151,4788.91,-29189.51,21071.21,0.71
666,600026,中远海能,2017-09-30,3,-125,116.92,-6860.76,742.44,0.04
667,600023,浙能电力,2017-09-30,4,-257,1640.40,-20926.51,8776.12,0.12
668,600022,山东钢铁,2017-09-30,6,-73,3182.24,-5952.13,7860.12,0.30
669,600021,上海电力,2017-09-30,1,-222,113.78,-11474.38,1269.73,0.05
670,600020,中原高速,2017-09-30,4,-40,533.25,-1277.97,2836.92,0.24
671,600019,宝钢股份,2017-09-30,77,-412,31558.31,-35866.93,233215.95,1.43
672,600018,上港集团,2017-09-30,10,-288,15721.02,-22997.04,105173.62,0.69
673,600016,民生银行,2017-09-30,271,-267,119174.27,-26695.36,955777.67,4.03
674,600015,华夏银行,2017-09-30,82,-461,24382.52,-45715.01,226026.00,1.90
675,600012,皖通高速,2017-09-30,6,-18,420.10,184.38,5511.71,0.36
676,600011,华能国际,2017-09-30,20,-167,1117.13,-27851.69,7752.90,0.11
677,600010,包钢股份,2017-09-30,11,-212,9029.97,-30159.66,24380.93,0.41
678,600009,上海机场,2017-09-30,62,-316,5965.43,-6922.82,226566.88,5.46
679,600007,中国国贸,2017-09-30,2,-26,1305.00,-1874.11,24599.25,1.30
680,600006,东风汽车,2017-09-30,2,-64,90.00,-2749.10,621.90,0.04
681,600004,白云机场,2017-09-30,87,-137,6630.82,-2627.57,86797.41,3.20
682,600000,浦发银行,2017-09-30,191,-330,56440.85,-24289.29,726393.73,2.01
683,300676,华大基因,2017-09-30,12,9,4.73,4.18,803.96,0.12
684,300666,江丰电子,2017-09-30,3,-1740,104.71,-290.64,4964.53,1.91
685,300662,科锐国际,2017-09-30,1,-227,57.00,11.36,1333.80,1.27
686,300658,延江股份,2017-09-30,2,-130,65.01,-377.92,2197.24,2.60
687,300648,星云股份,2017-09-30,5,-5,234.77,-38.54,17678.17,13.81
688,300642,透景生命,2017-09-30,1,-5,32.71,-92.33,3045.07,2.18
689,300638,广和通,2017-09-30,1,-1,43.17,-149.25,2160.66,2.16
690,300633,开立医疗,2017-09-30,4,-45,58.57,48.29,1584.93,1.46
691,300632,光莆股份,2017-09-30,1,-49,1.70,-131.80,44.64,0.06
692,300630,普利制药,2017-09-30,8,-64,561.77,-520.43,32245.71,18.40
693,300628,亿联网络,2017-09-30,3,-65,20.51,-263.47,3155.78,0.55
