,code,name,date,nums,nlast,count,clast,amount,ratio
694,300625,三雄极光,2017-09-30,2,-40,31.98,-8.56,940.87,0.46
695,300618,寒锐钴业,2017-09-30,26,-20,557.74,523.39,108011.31,18.59
696,300616,尚品宅配,2017-09-30,13,-82,611.66,-292.59,92544.11,22.65
697,300613,富瀚微,2017-09-30,6,-2,70.54,-46.44,13894.97,6.35
698,300612,宣亚国际,2017-09-30,9,-9,855.57,-177.81,52891.46,31.69
699,300607,拓斯达,2017-09-30,1,-4,356.00,34.71,22250.00,10.91
700,300604,长川科技,2017-09-30,1,-8,2.90,-361.42,143.58,0.15
701,300603,立昂技术,2017-09-30,8,-47,518.18,-276.36,17467.33,20.16
702,300602,飞荣达,2017-09-30,3,-34,34.97,-394.89,2211.59,1.40
703,300601,康泰生物,2017-09-30,1,-32,39.03,-146.25,1558.86,0.93
704,300600,瑞特股份,2017-09-30,2,-42,140.34,-428.24,7648.60,5.61
705,300597,吉大通信,2017-09-30,2,-51,0.53,-62.58,13.50,0.01
706,300595,欧普康视,2017-09-30,2,-30,224.41,-456.18,11826.31,7.33
707,300588,熙菱信息,2017-09-30,4,-55,27.62,-785.03,1070.28,1.10
708,300586,美联新材,2017-09-30,1,-28,0.10,-11.99,3.02,0.00
709,300581,晨曦航空,2017-09-30,1,-9,20.01,-263.71,923.82,0.89
710,300580,贝斯特,2017-09-30,2,-25,13.03,-68.90,283.25,0.26
711,300577,开润股份,2017-09-30,7,-27,188.24,-566.01,10347.43,6.27
712,300575,中旗股份,2017-09-30,3,-2,5.64,-169.94,340.06,0.31
713,300571,平治信息,2017-09-30,1,-30,61.59,-230.38,4064.19,3.08
714,300568,星源材质,2017-09-30,3,-87,360.06,-1380.61,16285.39,7.50
715,300567,精测电子,2017-09-30,11,-45,502.36,-301.94,53094.67,25.12
716,300560,中富通,2017-09-30,2,1,89.00,79.38,4036.81,2.15
717,300558,贝达药业,2017-09-30,4,-58,43.45,-177.96,2392.02,0.26
718,300545,联得装备,2017-09-30,13,-41,75.68,-643.45,4995.45,3.02
719,300537,广信材料,2017-09-30,1,-31,8.58,-480.01,167.05,0.12
720,300529,健帆生物,2017-09-30,1,-32,220.00,66.53,7235.80,2.08
721,300527,华舟应急,2017-09-30,1,-36,86.74,-1358.91,2030.58,0.60
722,300526,中潜股份,2017-09-30,1,-32,0.20,-237.31,5.00,0.00
723,300525,博思软件,2017-09-30,1,-12,0.90,-201.36,46.17,0.02
724,300523,辰安科技,2017-09-30,4,-10,270.16,192.82,12994.77,2.65
725,300518,盛讯达,2017-09-30,1,-49,0.00,-54.18,0.04,0.00
726,300516,久之洋,2017-09-30,2,-33,93.27,-19.54,6225.05,1.98
727,300515,三德科技,2017-09-30,1,-5,0.27,-1.44,4.24,0.00
728,300511,雪榕生物,2017-09-30,9,-8,314.17,222.94,8683.54,2.43
729,300508,维宏股份,2017-09-30,1,-33,0.10,-39.73,7.62,0.01
730,300505,川金诺,2017-09-30,1,-9,39.35,27.49,1922.64,1.03
731,300503,昊志机电,2017-09-30,1,-6,750.00,-170.35,13777.58,7.20
732,300502,新易盛,2017-09-30,13,-1,680.87,668.82,23278.89,5.29
733,300498,温氏股份,2017-09-30,75,-77,13801.27,-453.18,296865.40,3.20
734,300496,中科创达,2017-09-30,2,-78,36.01,-966.10,1413.87,0.15
735,300495,美尚生态,2017-09-30,1,-33,2.07,-710.35,31.46,0.01
736,300494,盛天网络,2017-09-30,1,-35,4.92,-456.73,102.29,0.05
737,300492,山鼎设计,2017-09-30,4,-2,84.39,-0.44,4819.80,3.42
738,300487,蓝晓科技,2017-09-30,1,-10,5.42,-130.67,105.15,0.04
739,300482,万孚生物,2017-09-30,7,-38,201.62,-522.84,14887.36,1.90
740,300477,合纵科技,2017-09-30,8,-3,1045.30,836.98,31296.23,8.33
741,300476,胜宏科技,2017-09-30,31,-66,3044.09,-4698.64,76938.99,16.19
742,300473,德尔股份,2017-09-30,3,-45,104.90,-659.13,5213.62,2.24
743,300471,厚普股份,2017-09-30,3,-26,725.72,-574.69,12460.53,3.24
744,300470,日机密封,2017-09-30,5,-9,152.30,-194.26,5799.53,2.04
745,300467,迅游科技,2017-09-30,8,-21,103.12,-946.22,4936.35,1.00
746,300465,高伟达,2017-09-30,1,-17,122.16,66.19,1296.14,0.45
747,300463,迈克生物,2017-09-30,14,-105,920.73,-4577.11,23570.70,2.70
748,300462,华铭智能,2017-09-30,1,-20,15.80,-166.79,581.91,0.29
749,300461,田中精机,2017-09-30,1,-10,1.01,-71.62,66.30,0.04
750,300459,金科文化,2017-09-30,2,-27,1.50,-1400.52,18.96,0.00
751,300458,全志科技,2017-09-30,11,-84,1880.54,-1018.87,61343.35,11.25
752,300457,赢合科技,2017-09-30,5,-35,1887.96,1371.59,66739.26,13.38
753,300456,耐威科技,2017-09-30,6,-46,681.67,-1693.36,29414.10,9.16
754,300452,山河药辅,2017-09-30,3,-18,571.83,-57.85,15748.28,13.56
755,300451,创业软件,2017-09-30,1,-42,59.99,-636.43,1721.61,0.44
756,300450,先导智能,2017-09-30,65,-121,6948.99,-133.10,518394.85,41.12
757,300447,全信股份,2017-09-30,4,-36,549.53,-2276.40,13034.93,5.82
758,300445,康斯特,2017-09-30,3,-8,38.53,-33.72,782.93,0.93
759,300442,普丽盛,2017-09-30,1,-13,2.16,-119.83,59.34,0.04
760,300441,鲍斯股份,2017-09-30,1,-6,1.93,0.09,44.39,0.02
761,300439,美康生物,2017-09-30,3,-52,61.46,-1115.70,1252.59,0.56
762,300437,清水源,2017-09-30,1,-4,352.56,-25.33,6339.10,3.37
763,300436,广生堂,2017-09-30,4,-44,141.48,-423.46,5714.57,2.53
764,300435,中泰股份,2017-09-30,2,-14,0.40,-271.08,6.64,0.00
765,300433,蓝思科技,2017-09-30,29,-149,4198.82,-2838.59,120884.11,9.28
766,300431,暴风集团,2017-09-30,4,-80,2.40,-1028.27,48.48,0.01
767,300430,诚益通,2017-09-30,7,-10,254.36,-191.26,8836.38,3.85
768,300429,强力新材,2017-09-30,7,-27,936.96,-1378.96,22908.78,9.33
769,300426,唐德影视,2017-09-30,38,-59,1807.09,-1549.94,50417.87,12.03
770,300424,航新科技,2017-09-30,15,-71,1090.42,-988.18,30237.31,8.49
771,300422,博世科,2017-09-30,15,-15,2100.40,-828.93,38532.00,10.15
772,300421,力星股份,2017-09-30,1,-4,32.27,-456.14,841.25,0.53
773,300418,昆仑万维,2017-09-30,32,-167,4393.62,-6647.72,116123.42,9.74
774,300415,伊之密,2017-09-30,12,-51,579.29,-2597.69,8075.24,2.02
775,300414,中光防雷,2017-09-30,1,-18,2.90,-218.17,71.86,0.03
776,300410,正业科技,2017-09-30,7,-63,178.13,-798.75,6629.83,2.52
777,300409,道氏技术,2017-09-30,13,-36,1230.77,-481.40,65353.83,8.96
778,300408,三环集团,2017-09-30,86,-134,16139.09,-2653.18,396860.18,15.82
779,300406,九强生物,2017-09-30,2,-42,693.62,-1067.79,10348.77,1.39
780,300404,博济医药,2017-09-30,2,-33,40.00,-677.82,1011.20,0.61
781,300403,地尔汉宇,2017-09-30,3,-27,1309.19,-492.43,22059.85,3.91
782,300401,花园生物,2017-09-30,11,-25,833.94,-179.28,39028.52,4.60
783,300398,飞凯材料,2017-09-30,8,-35,675.68,-1481.17,14621.73,1.86
784,300396,迪瑞医疗,2017-09-30,1,-28,5.52,-344.63,207.58,0.04
785,300395,菲利华,2017-09-30,2,-30,27.04,-1026.16,453.27,0.09
786,300394,天孚通信,2017-09-30,1,-28,92.97,-413.40,2763.15,1.00
787,300393,中来股份,2017-09-30,3,-25,32.19,-1316.32,1473.34,0.18
788,300392,腾信股份,2017-09-30,1,-15,7.00,-18.46,100.80,0.04
789,300389,艾比森,2017-09-30,1,-24,65.90,-1125.62,1031.41,0.21
790,300384,三联虹普,2017-09-30,1,-14,0.14,-78.41,4.75,0.00
791,300383,光环新网,2017-09-30,20,-147,1919.60,-8789.01,26759.22,1.38
792,300379,东方通,2017-09-30,2,-26,7.00,-179.83,120.82,0.03
793,300376,易事特,2017-09-30,13,-78,119.23,-3522.08,1036.13,0.05
794,300373,扬杰科技,2017-09-30,13,-61,1354.10,-1308.24,30449.75,5.80
795,300370,安控科技,2017-09-30,3,-17,501.74,-3887.18,2197.64,0.57
796,300369,绿盟科技,2017-09-30,3,-76,373.23,-1739.42,3773.35,0.70
797,300367,东方网力,2017-09-30,15,-147,6803.37,-10977.86,115113.06,9.04
798,300366,创意信息,2017-09-30,2,-21,11.35,-503.52,167.07,0.03
799,300365,恒华科技,2017-09-30,27,-38,2426.17,-1158.21,90908.50,13.86
800,300364,中文在线,2017-09-30,10,-91,3860.24,-2482.63,50723.57,8.55
801,300362,天翔环境,2017-09-30,1,-37,28.20,-1263.12,448.30,0.09
802,300360,炬华科技,2017-09-30,3,-42,358.01,-1136.63,4879.64,1.14
803,300359,全通教育,2017-09-30,1,-58,0.20,-1252.92,2.31,0.00
804,300357,我武生物,2017-09-30,8,-23,750.58,-396.98,32199.83,4.64
805,300356,光一科技,2017-09-30,5,-21,2761.33,-2456.93,26591.60,8.07
806,300355,蒙草生态,2017-09-30,40,-57,10983.11,-6192.15,141792.00,6.97
807,300353,东土科技,2017-09-30,2,-54,289.58,-2973.58,4456.69,0.68
808,300348,长亮科技,2017-09-30,3,-18,91.42,-261.57,1908.95,0.38
809,300347,泰格医药,2017-09-30,34,-107,3259.90,-3759.13,93749.99,7.45
810,300346,南大光电,2017-09-30,8,-18,657.00,-1173.47,19828.39,4.08
811,300342,天银机电,2017-09-30,7,-68,1169.87,-2378.36,17922.40,2.87
812,300340,科恒股份,2017-09-30,12,-33,1293.31,-747.59,83534.62,12.93
813,300338,开元股份,2017-09-30,14,-46,1428.79,-1662.72,35648.41,5.67
814,300337,银邦股份,2017-09-30,2,-15,1471.75,-491.73,15600.60,1.79
815,300336,新文化,2017-09-30,14,-107,487.52,-3254.34,7205.55,0.97
816,300335,迪森股份,2017-09-30,11,-43,2314.94,-3975.28,44076.45,6.41
817,300334,津膜科技,2017-09-30,1,-4,30.68,-36.47,685.08,0.11
818,300332,天壕环境,2017-09-30,2,-37,3926.35,-6148.57,32196.05,6.08
819,300327,中颖电子,2017-09-30,7,-37,77.32,-967.92,2644.44,0.37
820,300326,凯利泰,2017-09-30,2,-41,108.00,-2356.80,950.36,0.17
821,300324,旋极信息,2017-09-30,12,-156,5294.35,-5597.25,88574.46,5.70
822,300323,华灿光电,2017-09-30,58,-58,7326.79,-285.26,135032.75,10.59
823,300319,麦捷科技,2017-09-30,5,-16,223.59,-1022.35,2090.61,0.43
824,300317,珈伟股份,2017-09-30,22,-57,656.26,-1104.04,12473.52,1.41
825,300316,晶盛机电,2017-09-30,17,-137,1799.57,-8088.02,27551.42,1.83
826,300315,掌趣科技,2017-09-30,15,-188,760.06,-12314.10,5677.67,0.28
827,300313,天山生物,2017-09-30,1,-9,2.69,-12.50,34.70,0.01
828,300310,宜通世纪,2017-09-30,10,-98,2439.63,-8509.96,32079.88,3.27
829,300309,吉艾科技,2017-09-30,10,-22,1028.78,-519.44,25205.08,2.37
830,300308,中际旭创,2017-09-30,29,-45,1424.20,-2088.11,69201.82,6.59
831,300305,裕兴股份,2017-09-30,2,-16,229.44,-1356.68,2035.11,0.88
832,300303,聚飞光电,2017-09-30,4,-56,1374.78,-4802.49,5746.57,1.11
833,300302,同有科技,2017-09-30,2,-95,333.61,-4034.05,5070.88,0.81
834,300298,三诺生物,2017-09-30,18,-19,2982.11,68.75,64890.78,7.36
835,300297,蓝盾股份,2017-09-30,1,-116,35.21,-3857.76,384.85,0.04
836,300296,利亚德,2017-09-30,80,-188,13485.68,-6986.42,271287.18,9.47
837,300295,三六五网,2017-09-30,2,-39,0.30,-181.15,6.67,0.00
838,300294,博雅生物,2017-09-30,2,-87,20.23,-1977.86,718.03,0.06
839,300293,蓝英装备,2017-09-30,3,-4,62.11,-296.50,841.59,0.23
840,300292,吴通控股,2017-09-30,1,-61,0.40,-2197.71,2.67,0.00
841,300291,华录百纳,2017-09-30,14,-132,531.43,-3482.74,9528.48,0.98
842,300290,荣科科技,2017-09-30,1,-11,1.86,-168.63,21.20,0.01
843,300288,朗玛信息,2017-09-30,1,-26,52.01,-90.11,1624.74,0.16
844,300287,飞利信,2017-09-30,5,-147,1868.64,-11847.88,17509.15,1.40
845,300285,国瓷材料,2017-09-30,31,-75,12351.94,-2883.26,284465.20,24.23
846,300284,苏交科,2017-09-30,12,-91,1316.42,-4814.13,26381.03,2.61
847,300282,汇冠股份,2017-09-30,3,-27,145.66,-711.47,2930.72,0.69
848,300279,和晶科技,2017-09-30,6,-10,1550.09,-183.79,18678.57,3.75
849,300277,海联讯,2017-09-30,2,-7,23.18,-185.00,254.75,0.07
850,300276,三丰智能,2017-09-30,2,-6,0.92,-117.45,14.49,0.00
851,300275,梅安森,2017-09-30,1,-20,5.26,-2049.08,79.85,0.03
852,300274,阳光电源,2017-09-30,72,-76,24990.00,9842.53,419727.07,17.67
853,300272,开能环保,2017-09-30,1,-20,112.07,-1134.81,1023.16,0.30
854,300271,华宇软件,2017-09-30,25,-136,9100.67,-8762.46,142607.54,14.50
855,300267,尔康制药,2017-09-30,31,-107,16383.80,-4470.90,150175.95,8.95
856,300266,兴源环境,2017-09-30,9,-73,275.22,-2137.69,8474.17,0.30
857,300261,雅本化学,2017-09-30,1,-12,43.34,-2577.63,416.93,0.08
858,300259,新天科技,2017-09-30,1,-5,572.73,-78.49,6082.36,1.07
859,300258,精锻科技,2017-09-30,18,-58,1155.91,-4853.55,18910.67,2.85
860,300257,开山股份,2017-09-30,6,-86,1760.00,-1749.17,33528.07,2.05
861,300255,常山药业,2017-09-30,2,-14,1062.92,953.18,9353.66,1.25
862,300253,卫宁健康,2017-09-30,6,-144,722.33,-6214.94,5569.16,0.46
863,300252,金信诺,2017-09-30,1,-86,109.50,-8603.34,2620.22,0.25
864,300251,光线传媒,2017-09-30,43,-207,4651.57,-1879.17,50888.17,1.59
865,300248,新开普,2017-09-30,6,-23,235.30,-12.12,4037.75,0.75
866,300247,乐金健康,2017-09-30,1,-16,20.46,-655.34,133.81,0.03
867,300244,迪安诊断,2017-09-30,8,-196,422.56,-5944.25,10813.43,0.86
868,300241,瑞丰光电,2017-09-30,2,-35,308.00,-1947.57,4250.40,1.34
869,300239,东宝生物,2017-09-30,1,-12,265.62,-391.83,1689.36,0.58
870,300238,冠昊生物,2017-09-30,4,-80,340.83,-2439.95,8568.54,1.81
871,300237,美晨科技,2017-09-30,4,-80,815.88,-1872.06,12401.35,1.25
872,300236,上海新阳,2017-09-30,5,-28,184.31,-155.90,6465.47,0.95
873,300233,金城医药,2017-09-30,2,-51,20.56,-877.44,415.52,0.08
874,300232,洲明科技,2017-09-30,48,-70,6336.16,-3014.82,95866.04,12.33
875,300231,银信科技,2017-09-30,3,-67,1004.69,-2004.71,12890.16,2.96
876,300230,永利股份,2017-09-30,5,-70,44.41,-4063.33,676.78,0.12
877,300229,拓尔思,2017-09-30,1,-22,99.99,-169.19,1424.80,0.22
878,300227,光韵达,2017-09-30,2,-24,386.22,-504.15,10895.32,2.84
879,300226,上海钢联,2017-09-30,3,-61,771.46,-1181.84,29917.34,4.91
880,300225,金力泰,2017-09-30,6,-16,3354.12,-1230.30,52995.09,7.13
881,300224,正海磁材,2017-09-30,3,-39,84.00,-5213.18,1123.92,0.11
882,300222,科大智能,2017-09-30,12,-35,3053.28,-1078.28,82785.23,6.06
883,300219,鸿利智汇,2017-09-30,2,-85,74.00,-5667.72,967.18,0.11
884,300217,东方电热,2017-09-30,3,-12,193.97,-110.34,709.93,0.15
885,300216,千山药机,2017-09-30,1,-55,60.89,-1152.11,1396.21,0.17
886,300214,日科化学,2017-09-30,5,-24,2248.40,-2859.92,16008.59,5.55
887,300209,天泽信息,2017-09-30,1,-23,1.93,-779.97,42.27,0.01
888,300207,欣旺达,2017-09-30,24,-180,9848.73,-12097.85,122025.70,7.74
889,300206,理邦仪器,2017-09-30,1,-31,485.77,-2696.60,4435.08,0.83
890,300204,舒泰神,2017-09-30,2,-49,85.86,-796.32,1309.43,0.18
891,300203,聚光科技,2017-09-30,38,-127,3487.36,-4386.23,116059.32,7.71
892,300202,聚龙股份,2017-09-30,1,-106,99.52,-1898.28,1756.53,0.18
893,300200,高盟新材,2017-09-30,2,-15,47.58,-2698.02,622.86,0.22
894,300199,翰宇药业,2017-09-30,8,-129,3283.23,-5491.60,54961.23,3.84
895,300197,铁汉生态,2017-09-30,67,-196,15062.29,-11574.12,203943.44,10.34
896,300196,长海股份,2017-09-30,1,-37,386.25,-1741.82,5090.72,0.91
897,300195,长荣股份,2017-09-30,2,-29,1502.26,-1044.51,22068.15,5.19
898,300192,科斯伍德,2017-09-30,2,-10,8.57,-150.43,119.21,0.04
899,300188,美亚柏科,2017-09-30,5,-52,826.76,-1318.96,14459.97,1.82
900,300184,力源信息,2017-09-30,6,-52,349.50,-1876.94,4037.38,0.87
901,300183,东软载波,2017-09-30,1,-53,6.90,-760.88,150.76,0.02
902,300182,捷成股份,2017-09-30,24,-151,5977.43,-8581.48,58339.72,2.80
903,300180,华峰超纤,2017-09-30,3,-38,961.08,-2328.53,23161.99,2.46
904,300178,腾邦国际,2017-09-30,7,-41,246.23,-121.26,3735.33,0.45
905,300177,中海达,2017-09-30,2,-31,20.22,-2744.87,235.36,0.05
906,300173,智慧松德,2017-09-30,1,-6,16.11,-65.74,188.81,0.04
907,300170,汉得信息,2017-09-30,6,-88,1405.83,-4544.63,16321.66,1.71
908,300166,东方国信,2017-09-30,31,-202,4497.31,-11556.31,67131.72,4.33
909,300164,通源石油,2017-09-30,3,-27,1171.74,-2381.07,7215.37,3.08
910,300163,先锋新材,2017-09-30,3,-15,274.90,-95.26,2089.24,0.58
911,300161,华中数控,2017-09-30,1,-32,14.43,-3031.14,266.95,0.09
912,300159,新研股份,2017-09-30,4,-115,3764.31,-19373.18,45397.62,3.65
913,300158,振东制药,2017-09-30,1,-52,0.96,-987.67,15.71,0.00
914,300157,恒泰艾普,2017-09-30,2,-9,39.06,10.64,482.00,0.06
915,300156,神雾环保,2017-09-30,49,-206,8378.01,-8454.40,209422.96,11.61
916,300152,科融环境,2017-09-30,4,-35,1840.01,-3269.67,12383.27,2.58
917,300148,天舟文化,2017-09-30,1,-30,32.33,-1393.48,372.44,0.04
918,300146,汤臣倍健,2017-09-30,5,-187,229.99,-7290.14,3137.03,0.16
919,300145,中金环境,2017-09-30,74,-138,18588.61,-7845.26,319357.25,18.37
920,300144,宋城演艺,2017-09-30,23,-289,6595.23,-10008.57,123462.62,4.79
921,300143,星普医科,2017-09-30,4,-5,1090.42,-371.45,32058.38,7.40
922,300142,沃森生物,2017-09-30,32,-44,11172.29,-2767.92,188253.03,7.61
923,300138,晨光生物,2017-09-30,19,-55,5787.30,-1518.41,75119.16,19.09
924,300137,先河环保,2017-09-30,2,-24,67.79,-123.63,1763.89,0.20
925,300136,信维通信,2017-09-30,193,-162,18646.23,-4936.06,783141.84,20.23
926,300133,华策影视,2017-09-30,8,-234,282.48,-9758.44,3081.86,0.18
927,300129,泰胜风能,2017-09-30,6,-26,7191.00,-1007.95,55226.86,11.61
928,300128,锦富技术,2017-09-30,2,-19,621.52,-239.67,6277.35,0.77
929,300125,易世达,2017-09-30,2,-4,62.00,14.30,1713.06,0.67
930,300124,汇川技术,2017-09-30,64,-286,8092.09,-11125.58,233861.28,5.03
931,300123,太阳鸟,2017-09-30,1,-36,114.24,-2112.59,1747.94,0.40
932,300122,智飞生物,2017-09-30,38,-98,4392.06,-4421.71,117663.31,2.75
933,300121,阳谷华泰,2017-09-30,8,-69,1114.51,-1019.17,17609.20,3.92
934,300120,经纬电材,2017-09-30,2,-30,56.68,-1415.18,758.37,0.28
935,300118,东方日升,2017-09-30,2,-81,148.81,-2285.40,2046.17,0.23
936,300116,坚瑞沃能,2017-09-30,1,-109,305.94,-6480.61,3429.59,0.21
937,300115,长盈精密,2017-09-30,130,-203,14217.99,-4911.48,491515.76,16.07
938,300114,中航电测,2017-09-30,4,-51,3793.09,-3445.28,46844.62,8.31
939,300113,顺网科技,2017-09-30,1,-255,50.00,-10105.48,960.00,0.07
940,300109,新开源,2017-09-30,7,-41,183.40,-303.76,8529.85,1.58
941,300105,龙源技术,2017-09-30,1,-2,27.68,-44.34,195.14,0.05
942,300104,乐视网,2017-09-30,65,-181,19052.10,4957.73,214383.96,5.14
943,300102,乾照光电,2017-09-30,5,-24,437.37,115.12,3958.20,0.64
944,300101,振芯科技,2017-09-30,1,-83,215.49,-12345.47,3284.13,0.39
945,300100,双林股份,2017-09-30,13,-70,770.33,-1170.65,21176.08,2.68
946,300098,高新兴,2017-09-30,13,-80,794.08,-6161.90,11474.45,1.03
947,300097,智云股份,2017-09-30,17,-70,2050.18,-4165.57,60377.70,9.04
948,300094,国联水产,2017-09-30,2,-39,348.08,-1969.75,2353.05,0.45
949,300092,科新机电,2017-09-30,10,-27,1216.52,-387.13,15449.74,5.25
950,300091,金通灵,2017-09-30,3,-3,1165.95,-842.41,19926.04,2.23
951,300090,盛运环保,2017-09-30,5,-69,1054.08,-3919.73,11995.38,1.00
952,300089,文化长城,2017-09-30,8,-20,2380.53,-115.40,39657.33,5.74
953,300088,长信科技,2017-09-30,22,-122,1591.87,-8291.78,14135.84,0.69
954,300086,康芝药业,2017-09-30,1,-17,10.00,-289.90,125.00,0.02
955,300085,银之杰,2017-09-30,8,-123,2.22,-1507.76,37.14,0.00
956,300083,劲胜智能,2017-09-30,8,-188,441.96,-21694.02,3884.83,0.39
957,300081,恒信东方,2017-09-30,16,-2,5039.21,-283.07,71727.83,15.04
958,300080,易成新能,2017-09-30,1,-8,1500.00,-467.39,12555.00,2.98
959,300078,思创医惠,2017-09-30,9,-130,1421.22,-7018.65,20351.90,2.27
960,300075,数字政通,2017-09-30,11,-31,234.83,-236.51,4490.16,0.60
961,300073,当升科技,2017-09-30,4,-81,33.33,-2405.60,1083.83,0.10
962,300072,三聚环保,2017-09-30,38,-222,3146.68,-4455.33,95910.71,2.12
963,300070,碧水源,2017-09-30,76,-397,9097.00,-17009.53,163836.91,2.93
964,300068,南都电源,2017-09-30,15,-115,6198.67,-6801.13,113497.67,10.07
965,300067,安诺其,2017-09-30,1,-28,39.99,-2971.14,287.14,0.06
966,300065,海兰信,2017-09-30,17,-109,1383.35,-7809.64,30419.87,4.38
967,300063,天龙集团,2017-09-30,1,-26,14.00,-542.97,99.68,0.03
968,300061,康旗股份,2017-09-30,4,-51,429.62,-1996.15,7346.54,1.72
969,300059,东方财富,2017-09-30,117,-215,15467.53,-11819.57,213915.98,3.61
970,300058,蓝色光标,2017-09-30,9,-196,5233.31,-18128.01,38621.85,2.94
971,300057,万顺股份,2017-09-30,1,-4,17.87,-53.49,213.73,0.04
972,300056,三维丝,2017-09-30,1,-22,397.07,-621.31,3375.09,1.33
973,300055,万邦达,2017-09-30,1,-96,20.61,-2930.67,409.31,0.02
974,300054,鼎龙股份,2017-09-30,15,-81,8379.62,-14295.72,79606.42,9.28
975,300053,欧比特,2017-09-30,1,-59,215.55,-4575.44,3466.07,0.40
976,300050,世纪鼎利,2017-09-30,5,-51,3178.49,-3959.77,36838.65,6.84
977,300049,福瑞股份,2017-09-30,4,-26,23.12,-1587.46,375.96,0.09
978,300047,天源迪科,2017-09-30,2,-39,75.96,-2183.54,1068.00,0.22
979,300046,台基股份,2017-09-30,2,-38,11.00,-542.83,225.50,0.08
980,300045,华力创通,2017-09-30,1,-54,8.51,-9140.79,106.03,0.02
981,300043,星辉娱乐,2017-09-30,8,-109,621.16,-3455.25,4876.08,0.52
982,300040,九洲电气,2017-09-30,4,-40,347.35,-1029.29,4098.73,1.14
983,300038,梅泰诺,2017-09-30,4,-44,174.50,-1655.07,7552.21,0.95
984,300037,新宙邦,2017-09-30,2,-67,400.00,-1113.89,10451.89,1.15
985,300036,超图软件,2017-09-30,1,-68,255.62,-1057.58,4534.73,0.64
986,300034,钢研高纳,2017-09-30,7,-48,633.30,-3688.70,10208.29,1.50
987,300033,同花顺,2017-09-30,24,-290,1336.76,-3603.56,83547.49,2.69
988,300031,宝通科技,2017-09-30,10,-45,680.87,-1659.81,13501.59,2.07
989,300027,华谊兄弟,2017-09-30,17,-197,607.34,-8810.61,5502.47,0.24
990,300026,红日药业,2017-09-30,2,-147,234.36,-12819.64,1024.15,0.08
991,300025,华星创业,2017-09-30,5,-42,943.26,-3604.73,8508.23,2.20
992,300024,机器人,2017-09-30,26,-168,8002.49,-4299.04,170613.05,5.13
993,300022,吉峰农机,2017-09-30,1,-6,19.87,-187.99,133.53,0.06
994,300021,大禹节水,2017-09-30,4,-25,233.41,-5652.43,1671.25,0.29
995,300017,网宿科技,2017-09-30,31,-246,3148.71,-10029.32,37656.29,1.45
996,300016,北陆药业,2017-09-30,1,-23,150.00,-699.80,2190.00,0.49
997,300015,爱尔眼科,2017-09-30,40,-174,11195.85,-6216.78,283590.92,7.47
998,300014,亿纬锂能,2017-09-30,10,-120,1436.87,-4574.65,36324.14,1.69
999,300013,新宁物流,2017-09-30,1,-8,222.13,-829.69,3958.36,0.94
1000,300012,华测检测,2017-09-30,8,-51,9526.83,-12609.70,42680.21,5.77
1001,300011,鼎汉技术,2017-09-30,5,-67,57.63,-2437.83,753.80,0.11
1002,300010,立思辰,2017-09-30,2,-138,37.56,-3179.56,465.72,0.05
1003,300009,安科生物,2017-09-30,7,-82,2383.09,-3756.82,42323.69,3.52
1004,300007,汉威科技,2017-09-30,7,-29,1799.31,-769.39,32837.37,6.41
1005,300006,莱美药业,2017-09-30,1,-20,2500.83,-737.88,17705.90,3.44
1006,300005,探路者,2017-09-30,2,-32,2.70,-2673.27,20.14,0.00
1007,300003,乐普医疗,2017-09-30,65,-191,17771.55,-12928.05,381910.65,11.33
1008,300002,神州泰岳,2017-09-30,2,-126,382.59,-4563.24,2892.39,0.20
1009,300001,特锐德,2017-09-30,13,-95,694.99,-3796.77,10878.62,0.75
1010,06030,中信证券,2017-09-30,1,-6,39.30,-354.29,573.67,0.00
1011,03993,洛阳钼业,2017-09-30,1,-6,192.00,-9342.10,765.10,0.01
1012,03988,中国银行,2017-09-30,16,-1,16901.15,535.70,55284.01,0.08
1013,03968,招商银行,2017-09-30,8,-7,1148.93,-604.77,26795.75,0.06
1014,03898,中车时代电气,2017-09-30,2,-2,26.00,-87.12,966.49,0.00
1015,03606,福耀玻璃,2017-09-30,1,-4,14.80,-269.02,356.50,0.01
1016,03328,交通银行,2017-09-30,2,-8,1059.00,-605.87,5128.80,0.03
1017,03323,中国建材,2017-09-30,1,-1,880.00,855.73,4045.06,0.00
1018,02899,紫金矿业,2017-09-30,1,-13,371.80,-7299.80,846.62,0.02
1019,02628,中国人寿,2017-09-30,5,-14,645.14,-1246.52,12743.97,0.03
1020,02607,上海医药,2017-09-30,5,-6,563.11,-177.80,9128.86,0.29
1021,02601,中国太保,2017-09-30,6,-5,278.68,-140.84,7967.76,0.04
1022,02600,中国铝业,2017-09-30,4,2,3780.00,2649.60,22514.12,0.34
1023,02338,潍柴动力,2017-09-30,2,-1,98.90,-60.11,719.08,0.02
1024,02333,长城汽车,2017-09-30,2,-7,78.35,-509.72,639.08,0.01
1025,02318,中国平安,2017-09-30,23,4,1895.94,410.30,96575.36,0.18
1026,02238,广汽集团,2017-09-30,13,-16,5999.80,-4501.01,92168.04,1.39
1027,02208,金风科技,2017-09-30,1,-2,146.87,40.29,1217.98,0.05
1028,02202,万科企业,2017-09-30,2,-1,175.48,109.88,3831.87,0.02
1029,02196,复星医药,2017-09-30,4,-8,1612.90,77.09,44401.50,0.84
1030,01988,民生银行,2017-09-30,2,-6,379.55,-359.10,2309.02,0.01
