,code,name,date,nums,nlast,count,clast,amount,ratio
348,600805,悦达投资,2017-06-30,57,56,1552.59,1520.20,11411.52,1.83
349,600804,鹏博士,2017-06-30,226,209,8772.05,3752.03,155703.88,6.12
350,600803,新奥股份,2017-06-30,72,36,4317.65,-2561.90,59324.45,4.38
351,600801,华新水泥,2017-06-30,186,182,6457.03,6236.72,61535.49,6.64
352,600798,宁波海运,2017-06-30,25,19,1041.17,520.25,5466.13,1.01
353,600797,浙大网新,2017-06-30,33,32,634.55,-1130.45,7862.08,0.76
354,600795,国电电力,2017-06-30,326,300,76709.85,55847.08,276155.48,3.90
355,600794,保税科技,2017-06-30,15,6,754.74,-1562.30,3101.99,0.63
356,600792,云煤能源,2017-06-30,19,17,4685.10,1785.09,21598.32,4.73
357,600791,京能置业,2017-06-30,4,3,101.38,34.79,933.69,0.22
358,600787,中储股份,2017-06-30,69,60,6479.38,5388.61,51251.87,3.48
359,600784,鲁银投资,2017-06-30,19,14,1408.44,943.76,9394.30,2.48
360,600783,鲁信创投,2017-06-30,57,56,306.48,302.28,5219.42,0.41
361,600782,新钢股份,2017-06-30,150,140,19399.56,15378.72,70808.41,6.96
362,600779,水井坊,2017-06-30,115,81,5589.08,1426.40,137379.61,11.44
363,600777,新潮能源,2017-06-30,18,17,3848.37,3318.62,14700.79,1.62
364,600775,南京熊猫,2017-06-30,27,21,531.40,344.40,5430.96,0.79
365,600773,西藏城投,2017-06-30,63,62,2315.37,2291.64,25631.12,3.18
366,600771,广誉远,2017-06-30,59,43,1759.83,660.74,70282.41,7.22
367,600768,宁波富邦,2017-06-30,8,7,134.67,34.94,2160.11,1.01
368,600764,中电广通,2017-06-30,33,30,573.48,312.08,19068.05,1.74
369,600763,通策医疗,2017-06-30,88,76,5214.92,3304.75,130842.45,16.26
370,600761,安徽合力,2017-06-30,92,77,4466.57,3049.90,58512.06,6.03
371,600760,中航黑豹,2017-06-30,40,31,2386.06,647.00,79026.46,6.92
372,600759,洲际油气,2017-06-30,99,89,9783.54,4275.15,59288.22,6.19
373,600757,长江传媒,2017-06-30,153,151,5354.91,5066.83,40001.21,4.41
374,600755,厦门国贸,2017-06-30,144,132,6319.48,5860.33,57633.66,3.56
375,600754,锦江股份,2017-06-30,173,160,2142.77,1766.41,58069.13,4.79
376,600751,天海投资,2017-06-30,81,70,2470.76,-1506.15,14058.61,1.25
377,600750,江中药业,2017-06-30,160,125,3781.14,1804.62,131394.51,12.60
378,600745,闻泰科技,2017-06-30,48,46,834.60,787.28,15615.43,1.73
379,600744,华银电力,2017-06-30,17,13,2064.23,1818.57,10156.01,2.49
380,600743,华远地产,2017-06-30,86,84,3875.66,3168.08,16355.29,1.65
381,600742,一汽富维,2017-06-30,112,99,6149.21,4829.35,117511.47,14.54
382,600741,华域汽车,2017-06-30,596,502,32989.63,24562.61,799668.67,11.51
383,600739,辽宁成大,2017-06-30,214,186,8603.74,1131.69,155125.37,6.30
384,600737,中粮糖业,2017-06-30,182,175,3939.43,3336.86,37188.23,1.92
385,600736,苏州高新,2017-06-30,122,118,2227.44,2164.83,15748.00,1.96
386,600735,新华锦,2017-06-30,13,5,113.79,-998.13,1285.83,0.30
387,600731,湖南海利,2017-06-30,10,3,1065.58,-145.59,9174.65,3.26
388,600730,中国高科,2017-06-30,22,21,124.15,100.15,1016.80,0.21
389,600729,重庆百货,2017-06-30,107,104,1213.76,1085.24,32577.29,2.99
390,600728,佳都科技,2017-06-30,31,27,388.05,-13.08,3003.47,0.29
391,600723,首商股份,2017-06-30,34,30,4389.90,2747.54,39157.88,6.67
392,600721,百花村,2017-06-30,7,5,153.76,123.76,2186.42,0.51
393,600719,大连热电,2017-06-30,2,0,242.55,212.33,1913.72,0.60
394,600718,东软集团,2017-06-30,248,201,5668.11,2157.88,88139.19,4.60
395,600717,天津港,2017-06-30,97,81,2822.00,-3558.42,35246.72,1.69
396,600715,文投控股,2017-06-30,39,33,1037.04,-866.81,23395.54,2.31
397,600713,南京医药,2017-06-30,53,51,2416.50,2212.31,16987.99,3.48
398,600708,光明地产,2017-06-30,113,107,8210.19,3908.01,54515.68,8.30
399,600706,曲江文旅,2017-06-30,9,7,484.30,85.57,9627.95,2.72
400,600705,中航资本,2017-06-30,204,199,17139.04,16907.37,96835.60,2.25
401,600704,物产中大,2017-06-30,206,204,7717.04,7657.04,56257.21,5.77
402,600703,三安光电,2017-06-30,649,496,53008.45,32311.19,1044266.44,13.00
403,600702,沱牌舍得,2017-06-30,137,126,5652.00,4703.20,150399.74,16.76
404,600699,均胜电子,2017-06-30,180,153,7108.42,4714.02,227930.59,10.31
405,600697,欧亚集团,2017-06-30,54,43,2123.48,1647.12,59797.28,13.69
406,600693,东百集团,2017-06-30,48,31,13060.59,1952.38,160906.51,19.05
407,600691,阳煤化工,2017-06-30,6,-3,1243.51,-3918.38,3519.14,0.71
408,600690,青岛海尔,2017-06-30,483,403,48592.10,31651.55,731311.03,7.97
409,600689,上海三毛,2017-06-30,8,7,138.41,91.84,1916.97,0.91
410,600688,上海石化,2017-06-30,269,238,15491.84,11390.49,102401.09,2.12
411,600687,刚泰控股,2017-06-30,61,59,2262.20,1594.15,29137.10,2.10
412,600686,金龙汽车,2017-06-30,108,77,8177.82,5912.32,108765.05,18.48
413,600685,中船防务,2017-06-30,198,179,9692.68,9315.88,265385.52,17.64
414,600684,珠江实业,2017-06-30,16,15,668.04,647.02,5878.77,0.78
415,600683,京投发展,2017-06-30,8,4,82.88,-34.41,630.73,0.11
416,600682,南京新百,2017-06-30,107,97,2182.77,226.73,80544.27,3.01
417,600681,百川能源,2017-06-30,60,51,4730.79,1238.61,66751.49,14.45
418,600678,四川金顶,2017-06-30,4,3,1.86,-95.95,22.84,0.01
419,600677,航天通信,2017-06-30,53,45,12308.16,8933.53,168990.98,29.56
420,600676,交运股份,2017-06-30,33,29,4105.05,1181.16,30582.60,4.27
421,600674,川投能源,2017-06-30,384,333,24880.20,15029.00,244323.56,5.65
422,600673,东阳光科,2017-06-30,79,63,2567.47,1699.29,18016.96,1.04
423,600667,太极实业,2017-06-30,38,27,2623.09,-328.92,18282.95,2.20
424,600666,奥瑞德,2017-06-30,124,123,1704.13,1427.91,29657.97,2.12
425,600665,天地源,2017-06-30,25,22,486.23,449.39,2426.29,0.56
426,600664,哈药股份,2017-06-30,163,124,9920.76,5435.01,57639.63,3.98
427,600663,陆家嘴,2017-06-30,212,200,5691.59,2760.75,134549.21,2.33
428,600662,强生控股,2017-06-30,26,23,1220.12,809.36,9797.53,1.16
429,600661,新南洋,2017-06-30,46,36,2586.46,852.12,55531.39,9.98
430,600660,福耀玻璃,2017-06-30,378,281,14780.62,6330.47,384887.22,7.38
431,600658,电子城,2017-06-30,18,17,651.11,406.08,8441.19,0.81
432,600657,信达地产,2017-06-30,99,90,3171.48,2518.50,18267.70,2.08
433,600655,豫园股份,2017-06-30,109,97,2174.61,1808.38,24468.73,1.51
434,600654,*ST中安,2017-06-30,94,89,1565.57,1015.82,21104.17,2.07
435,600651,飞乐音响,2017-06-30,90,89,4608.27,4604.27,39032.02,6.00
436,600649,城投控股,2017-06-30,148,127,7898.15,6004.53,83009.51,3.26
437,600648,外高桥,2017-06-30,120,119,2420.10,2374.48,44820.24,2.59
438,600645,中源协和,2017-06-30,81,69,1115.76,714.73,23910.81,3.15
439,600643,爱建集团,2017-06-30,279,223,26761.95,14423.76,426035.50,18.66
440,600642,申能股份,2017-06-30,195,184,22607.44,19866.52,142426.89,4.97
441,600639,浦东金桥,2017-06-30,98,94,1565.64,1399.66,28369.43,2.23
442,600637,东方明珠,2017-06-30,369,296,7512.71,5601.77,162800.37,4.69
443,600635,大众公用,2017-06-30,53,49,2010.33,223.11,10956.32,0.83
444,600634,富控互动,2017-06-30,15,10,88.86,-24.14,1602.11,0.15
445,600633,浙数文化,2017-06-30,113,102,1634.92,629.13,31586.62,1.38
446,600630,龙头股份,2017-06-30,12,11,225.25,209.25,2608.36,0.53
447,600629,华建集团,2017-06-30,14,9,282.64,126.65,6076.78,0.81
448,600626,申达股份,2017-06-30,23,22,1089.61,1060.66,10275.05,1.53
449,600622,光大嘉宝,2017-06-30,132,103,19508.40,12219.62,296344.16,29.18
450,600617,国新能源,2017-06-30,24,20,969.77,58.69,9241.92,1.08
451,600616,金枫酒业,2017-06-30,20,18,572.39,548.55,6118.89,1.11
452,600615,丰华股份,2017-06-30,9,8,79.85,72.17,1264.04,0.43
453,600614,鹏起科技,2017-06-30,78,68,3235.46,1519.32,35590.09,2.51
454,600612,老凤祥,2017-06-30,88,78,1348.06,1212.14,66014.64,4.25
455,600611,大众交通,2017-06-30,80,79,1912.49,1900.86,10556.97,1.22
456,600606,绿地控股,2017-06-30,268,258,22642.19,13576.57,177061.96,7.02
457,600604,市北高新,2017-06-30,25,24,4814.92,4814.81,34426.70,4.62
458,600603,广汇物流,2017-06-30,19,18,1323.03,1035.34,15624.93,4.86
459,600602,云赛智联,2017-06-30,40,29,1357.22,746.94,10192.73,1.54
460,600600,青岛啤酒,2017-06-30,144,126,4057.31,3525.46,142411.42,5.83
461,600598,北大荒,2017-06-30,35,30,5460.54,3705.61,60666.56,3.07
462,600597,光明乳业,2017-06-30,173,161,7103.21,5634.59,90565.88,5.80
463,600596,新安股份,2017-06-30,91,79,5809.58,1331.68,49090.99,8.55
464,600595,中孚实业,2017-06-30,31,29,2319.23,1860.28,11178.70,1.33
465,600594,益佰制药,2017-06-30,149,120,13627.27,8250.30,207952.20,17.21
466,600593,大连圣亚,2017-06-30,22,16,1157.21,453.52,30827.98,12.58
467,600590,泰豪科技,2017-06-30,38,30,5413.29,1106.85,70805.82,10.32
468,600589,广东榕泰,2017-06-30,23,19,1109.80,-129.02,8112.65,1.77
469,600588,用友网络,2017-06-30,173,170,2776.35,1190.29,47531.18,1.93
470,600587,新华医疗,2017-06-30,89,84,1689.46,-1118.79,30038.63,4.19
471,600586,金晶科技,2017-06-30,57,49,1979.63,630.90,9680.37,1.38
472,600585,海螺水泥,2017-06-30,519,478,21829.68,17210.33,496188.70,5.46
473,600584,长电科技,2017-06-30,262,153,16679.87,-2471.71,267711.84,16.94
474,600583,海油工程,2017-06-30,185,169,10174.09,7901.73,63486.32,2.30
475,600582,天地科技,2017-06-30,172,160,19960.62,19427.05,91619.25,7.19
476,600581,八一钢铁,2017-06-30,84,76,5434.68,4583.10,54727.21,7.09
477,600579,天华院,2017-06-30,12,-1,1380.62,349.46,20031.69,3.36
478,600578,京能电力,2017-06-30,35,25,2719.97,2299.66,11668.68,0.59
479,600575,皖江物流,2017-06-30,14,13,5582.80,2789.80,23439.38,1.79
480,600572,康恩贝,2017-06-30,116,112,11541.30,7859.72,79865.82,5.61
481,600571,信雅达,2017-06-30,44,43,594.09,585.09,8257.91,1.40
482,600570,恒生电子,2017-06-30,218,200,2011.42,885.29,93892.95,3.26
483,600569,安阳钢铁,2017-06-30,16,14,766.32,541.46,2168.70,0.32
484,600568,中珠医疗,2017-06-30,33,27,2097.09,808.13,40442.80,1.26
485,600567,山鹰纸业,2017-06-30,113,110,14714.19,12455.35,52609.36,3.23
486,600566,济川药业,2017-06-30,337,275,7470.46,4560.98,284101.52,9.23
487,600565,迪马股份,2017-06-30,147,143,19584.67,14508.79,107911.54,8.28
488,600563,法拉电子,2017-06-30,219,196,5559.80,3968.44,274709.56,24.71
489,600562,国睿科技,2017-06-30,135,114,8122.49,6969.98,223693.26,24.79
490,600559,老白干酒,2017-06-30,54,48,2559.06,1362.73,71095.15,7.31
491,600557,康缘药业,2017-06-30,140,126,6251.02,3261.12,103829.41,10.44
492,600552,凯盛科技,2017-06-30,10,9,42.99,18.05,331.88,0.06
493,600551,时代出版,2017-06-30,94,90,938.49,124.04,14818.76,1.86
494,600549,厦门钨业,2017-06-30,163,152,3610.78,1845.17,77595.63,4.07
495,600548,深高速,2017-06-30,110,105,2234.08,2049.81,20196.08,1.56
496,600547,山东黄金,2017-06-30,329,240,7715.25,1554.04,223202.31,5.32
497,600545,新疆城建,2017-06-30,60,59,1372.56,1367.42,16415.84,2.03
498,600539,狮头股份,2017-06-30,2,0,0.01,-15.30,0.11,0.00
499,600537,亿晶光电,2017-06-30,46,44,943.05,853.89,4696.38,0.80
500,600536,中国软件,2017-06-30,82,79,1615.15,1484.29,30946.22,3.27
501,600535,天士力,2017-06-30,315,260,6306.81,2739.71,261984.79,6.11
502,600533,栖霞建设,2017-06-30,13,12,162.50,-229.44,955.51,0.15
503,600531,豫光金铅,2017-06-30,29,22,8395.60,1610.33,61791.61,9.48
504,600530,交大昂立,2017-06-30,27,26,832.91,806.88,4705.92,1.07
505,600529,山东药玻,2017-06-30,150,140,8960.98,6935.42,220171.17,34.82
506,600528,中铁工业,2017-06-30,103,82,4728.61,3603.89,67571.82,3.24
507,600527,江南高纤,2017-06-30,40,36,4859.38,1082.48,24394.07,6.06
508,600525,长园集团,2017-06-30,124,82,7234.42,1676.60,98315.83,5.81
509,600522,中天科技,2017-06-30,270,226,16524.52,8359.85,195311.85,7.26
510,600521,华海药业,2017-06-30,205,172,10462.62,6293.77,220133.45,10.19
511,600520,文一科技,2017-06-30,18,10,750.52,-352.10,13884.63,4.74
512,600519,贵州茅台,2017-06-30,1072,513,5922.89,1014.96,2794717.01,4.71
513,600518,康美药业,2017-06-30,444,301,32304.83,7674.78,702306.97,7.34
514,600517,置信电气,2017-06-30,98,96,6899.16,3498.80,52226.67,5.54
515,600513,联环药业,2017-06-30,23,22,419.82,410.69,4286.36,1.47
516,600511,国药股份,2017-06-30,248,177,7094.57,4487.55,257107.27,25.55
517,600510,黑牡丹,2017-06-30,31,30,1611.58,1454.70,12344.73,2.03
518,600509,天富能源,2017-06-30,23,21,1625.35,982.46,12368.88,1.79
519,600508,上海能源,2017-06-30,52,45,2225.23,1479.71,25968.48,3.08
520,600507,方大特钢,2017-06-30,165,157,13073.34,12259.10,111515.61,9.86
521,600503,华丽家族,2017-06-30,83,82,2960.91,2921.60,20459.92,1.85
522,600502,安徽水利,2017-06-30,79,58,3473.23,-385.37,26709.17,4.58
523,600501,航天晨光,2017-06-30,59,57,7196.36,6916.55,107585.59,17.69
524,600500,中化国际,2017-06-30,99,88,14253.78,3602.55,136266.18,6.84
525,600499,科达洁能,2017-06-30,147,138,6138.31,4857.73,48738.18,4.35
526,600498,烽火通信,2017-06-30,312,268,7902.49,5721.14,200328.07,7.83
527,600497,驰宏锌锗,2017-06-30,109,100,11666.56,8923.43,76415.94,2.71
528,600496,精工钢构,2017-06-30,41,38,2912.38,2432.39,14066.81,1.93
529,600495,晋西车轴,2017-06-30,36,24,1755.85,919.84,12378.72,1.45
530,600491,龙元建设,2017-06-30,110,90,10854.81,4585.35,116472.07,11.46
531,600490,鹏欣资源,2017-06-30,26,21,554.96,541.86,4319.47,0.38
532,600489,中金黄金,2017-06-30,216,151,15509.08,-3429.42,155556.11,4.49
533,600488,天药股份,2017-06-30,3,2,587.08,574.88,3088.01,0.61
534,600487,亨通光电,2017-06-30,309,242,8590.06,4494.76,240951.08,6.92
535,600486,扬农化工,2017-06-30,88,76,3040.69,1556.63,128347.71,9.81
536,600485,信威集团,2017-06-30,195,181,4530.95,3420.46,65458.37,2.78
537,600482,中国动力,2017-06-30,195,177,11360.46,5399.22,287306.06,12.50
538,600481,双良节能,2017-06-30,77,57,3571.33,2481.54,18963.77,2.20
539,600480,凌云股份,2017-06-30,40,37,2618.70,2531.64,55228.36,7.24
540,600479,千金药业,2017-06-30,82,75,5246.61,4555.12,75918.50,17.21
541,600478,科力远,2017-06-30,79,77,4198.96,3798.97,36153.07,3.29
542,600477,杭萧钢构,2017-06-30,86,64,8985.23,1540.72,137114.59,7.13
543,600476,湘邮科技,2017-06-30,7,3,143.00,-373.23,3055.94,0.89
544,600475,华光股份,2017-06-30,52,50,679.25,639.39,13537.49,4.83
545,600469,风神股份,2017-06-30,26,22,937.79,644.11,7042.83,1.67
546,600467,好当家,2017-06-30,16,10,851.41,-264.41,2903.30,0.58
547,600466,蓝光发展,2017-06-30,166,153,11550.41,10387.99,99680.01,13.09
548,600461,洪城水业,2017-06-30,68,64,6028.39,1711.12,43464.69,10.15
549,600460,士兰微,2017-06-30,91,89,3046.80,3043.01,18494.13,2.44
550,600458,时代新材,2017-06-30,86,63,2510.67,-1127.85,28747.12,3.80
551,600456,宝钛股份,2017-06-30,32,24,1892.75,621.21,38839.26,4.40
552,600452,涪陵电力,2017-06-30,86,67,2614.23,1660.35,119392.07,16.34
553,600449,宁夏建材,2017-06-30,42,39,390.45,291.73,3752.24,0.82
554,600439,瑞贝卡,2017-06-30,8,4,1978.68,1804.37,11654.44,1.75
555,600436,片仔癀,2017-06-30,249,208,4437.59,2962.46,270870.63,7.36
556,600435,北方导航,2017-06-30,95,64,22881.10,2514.64,327428.54,15.36
557,600429,三元股份,2017-06-30,22,17,1398.72,1254.72,9133.62,1.58
558,600428,中远海特,2017-06-30,117,97,8814.08,5494.99,54823.61,5.21
559,600426,华鲁恒升,2017-06-30,192,160,25817.49,17346.56,303097.39,16.02
560,600425,*ST青松,2017-06-30,4,0,2.20,-453.36,7.00,0.00
561,600422,昆药集团,2017-06-30,117,115,3090.31,3054.61,35044.09,4.53
562,600420,现代制药,2017-06-30,110,96,5060.92,4417.37,79405.89,8.79
563,600419,天润乳业,2017-06-30,55,43,1017.14,568.94,50989.20,11.36
564,600418,江淮汽车,2017-06-30,134,114,8271.79,4299.51,87248.47,5.71
565,600416,湘电股份,2017-06-30,110,84,7186.05,4406.18,97954.60,8.55
566,600415,小商品城,2017-06-30,234,228,5651.32,4135.81,40915.57,1.04
567,600409,三友化工,2017-06-30,311,279,39894.26,19705.93,382631.03,21.56
568,600406,国电南瑞,2017-06-30,275,236,26056.08,21592.21,459889.85,11.81
569,600401,*ST海润,2017-06-30,9,5,181.97,139.43,256.58,0.04
570,600400,红豆股份,2017-06-30,19,18,440.36,406.26,3029.66,0.30
571,600399,抚顺特钢,2017-06-30,48,36,3207.53,2068.90,20014.99,2.84
572,600398,海澜之家,2017-06-30,109,92,6288.10,894.11,59674.08,1.40
573,600397,安源煤业,2017-06-30,18,15,3314.72,1877.87,14319.57,3.35
574,600396,金山股份,2017-06-30,13,11,137.25,-308.35,533.88,0.12
575,600392,盛和资源,2017-06-30,82,64,4672.72,2656.57,61633.17,4.97
576,600391,航发科技,2017-06-30,53,47,7925.43,5561.29,212163.75,24.01
577,600390,五矿资本,2017-06-30,51,37,4784.87,3277.14,57944.81,10.60
578,600389,江山股份,2017-06-30,33,26,4076.92,600.79,67595.26,13.73
579,600388,龙净环保,2017-06-30,149,142,6749.43,6336.89,104818.70,6.36
580,600387,海越股份,2017-06-30,8,7,208.54,208.34,2704.75,0.54
581,600386,北巴传媒,2017-06-30,34,33,840.78,836.27,11182.32,1.04
582,600385,山东金泰,2017-06-30,12,11,296.97,178.20,4110.12,2.08
583,600383,金地集团,2017-06-30,452,436,19400.88,17986.25,222528.13,4.30
584,600382,广东明珠,2017-06-30,33,29,2535.71,168.54,36539.62,7.42
585,600380,健康元,2017-06-30,104,100,2263.12,2186.54,20549.11,1.45
586,600377,宁沪高速,2017-06-30,164,138,4891.40,3831.56,47935.73,1.29
587,600376,首开股份,2017-06-30,208,183,6164.05,4566.69,70516.77,2.42
588,600373,中文传媒,2017-06-30,376,358,9118.13,7704.10,214367.16,7.11
589,600372,中航电子,2017-06-30,193,183,17714.35,17367.32,307698.21,10.07
590,600368,五洲交通,2017-06-30,19,17,903.42,860.58,5230.81,1.08
591,600366,宁波韵升,2017-06-30,84,80,1812.06,1548.99,31964.70,3.39
592,600363,联创光电,2017-06-30,29,28,205.74,6.76,2882.40,0.46
593,600362,江西铜业,2017-06-30,243,222,6679.57,4119.89,112617.54,3.22
594,600360,华微电子,2017-06-30,21,17,1055.17,82.83,7660.52,1.43
595,600359,新农开发,2017-06-30,10,6,30.20,-45.62,226.83,0.08
596,600358,国旅联合,2017-06-30,15,13,529.55,447.87,3706.87,1.23
597,600356,恒丰纸业,2017-06-30,28,20,3788.83,-279.91,37660.96,12.68
598,600354,敦煌种业,2017-06-30,12,11,343.87,43.87,2575.59,0.77
599,600352,浙江龙盛,2017-06-30,243,225,12959.57,8623.25,123504.70,4.24
600,600351,亚宝药业,2017-06-30,36,30,2481.57,1637.45,19405.87,3.59
601,600350,山东高速,2017-06-30,103,95,5147.08,4661.59,31911.91,1.07
602,600348,阳泉煤业,2017-06-30,201,189,14739.34,8642.37,99932.73,6.13
603,600345,长江通信,2017-06-30,21,20,170.66,169.20,3517.33,0.86
604,600343,航天动力,2017-06-30,68,62,10029.21,9843.22,173906.48,15.71
605,600340,华夏幸福,2017-06-30,446,383,14839.84,7422.61,498321.99,5.02
606,600339,中油工程,2017-06-30,8,0,7338.86,0.00,46234.79,12.69
607,600338,西藏珠峰,2017-06-30,107,88,1818.04,91.54,69067.29,11.48
608,600337,美克家居,2017-06-30,64,56,18030.69,16090.49,101873.41,12.15
609,600336,澳柯玛,2017-06-30,21,20,123.43,108.39,717.13,0.18
610,600335,国机汽车,2017-06-30,176,152,14164.26,8511.53,169364.15,13.76
611,600332,白云山,2017-06-30,333,272,10238.77,7938.04,297333.83,9.56
612,600329,中新药业,2017-06-30,127,110,4987.16,4261.80,90317.48,8.81
613,600328,兰太实业,2017-06-30,36,30,1858.38,1704.80,21631.54,4.24
614,600327,大东方,2017-06-30,28,26,1338.43,914.51,10961.71,2.36
615,600326,西藏天路,2017-06-30,27,26,817.98,805.74,9030.44,0.95
616,600325,华发股份,2017-06-30,208,195,10655.17,7573.72,88970.67,5.57
617,600323,瀚蓝环境,2017-06-30,71,68,1819.39,1670.37,26399.42,2.89
618,600320,振华重工,2017-06-30,55,44,5561.53,3163.00,28808.71,2.01
619,600318,新力金融,2017-06-30,23,21,423.86,403.68,4548.00,0.88
620,600316,洪都航空,2017-06-30,86,79,15036.78,10433.80,241641.05,20.97
621,600315,上海家化,2017-06-30,143,122,3475.23,2474.69,112771.12,5.18
622,600313,农发种业,2017-06-30,9,8,26.58,16.86,109.00,0.03
623,600312,平高电气,2017-06-30,177,152,5769.32,2698.95,79270.52,4.25
624,600310,桂东电力,2017-06-30,38,35,5307.19,2779.91,36407.34,6.41
625,600309,万华化学,2017-06-30,473,414,18975.84,10409.46,543467.93,7.31
626,600308,华泰股份,2017-06-30,76,65,13293.96,8055.07,75509.71,11.39
627,600307,酒钢宏兴,2017-06-30,83,77,12609.84,7836.22,35938.04,2.01
628,600306,商业城,2017-06-30,15,11,981.91,213.64,13501.27,5.53
629,600305,恒顺醋业,2017-06-30,112,96,10869.21,7360.65,111518.10,18.03
630,600300,维维股份,2017-06-30,85,78,2946.33,1190.56,15733.42,1.76
631,600299,安迪苏,2017-06-30,20,17,219.47,115.42,2670.92,0.38
632,600298,安琪酵母,2017-06-30,200,157,8655.16,2927.09,223909.07,10.50
633,600297,广汇汽车,2017-06-30,302,269,22428.54,14597.82,168886.94,9.38
634,600293,三峡新材,2017-06-30,3,2,7.34,-71.02,78.68,0.01
635,600291,西水股份,2017-06-30,90,89,1133.84,1076.96,24944.43,1.16
636,600285,羚锐制药,2017-06-30,105,96,7944.06,5075.53,89211.75,14.84
637,600282,南钢股份,2017-06-30,171,163,33322.38,30918.11,123626.04,8.60
638,600279,重庆港九,2017-06-30,20,19,457.80,442.10,3085.55,0.66
639,600277,亿利洁能,2017-06-30,72,61,11638.31,3579.81,85448.09,5.57
640,600276,恒瑞医药,2017-06-30,494,313,15155.18,4320.70,766700.64,5.38
641,600273,嘉化能源,2017-06-30,64,47,1862.21,-259.07,17467.50,1.43
642,600271,航天信息,2017-06-30,328,281,9673.54,5429.44,199661.80,5.24
643,600270,外运发展,2017-06-30,168,160,7026.32,6640.57,133008.23,7.76
644,600269,赣粤高速,2017-06-30,90,88,4765.64,4593.50,24828.96,2.04
645,600268,国电南自,2017-06-30,36,31,2605.25,2039.35,16074.36,4.10
646,600267,海正药业,2017-06-30,142,126,7764.64,2624.57,90690.99,8.04
647,600266,北京城建,2017-06-30,157,140,6624.19,3544.04,96315.74,4.23
648,600261,阳光照明,2017-06-30,78,66,13828.92,7068.04,90855.98,9.52
649,600260,凯乐科技,2017-06-30,82,75,1061.11,975.11,26888.60,1.97
650,600259,广晟有色,2017-06-30,94,81,1175.24,-12.69,45881.19,4.48
651,600258,首旅酒店,2017-06-30,95,72,7414.05,3544.79,155805.07,26.70
652,600257,大湖股份,2017-06-30,7,5,189.97,-300.03,1386.81,0.44
653,600256,广汇能源,2017-06-30,152,142,10750.07,6844.59,44505.28,2.06
654,600255,梦舟股份,2017-06-30,22,14,1262.48,1115.57,5100.42,0.71
655,600252,中恒集团,2017-06-30,91,87,7959.70,7841.36,32157.20,2.29
656,600249,两面针,2017-06-30,4,3,1.21,-1.80,9.54,0.00
657,600248,延长化建,2017-06-30,7,6,184.11,179.60,1110.21,0.30
658,600246,万通地产,2017-06-30,23,18,489.21,-13953.93,2421.57,0.40
659,600240,华业资本,2017-06-30,118,89,10602.03,-2265.32,96054.35,7.44
660,600239,云南城投,2017-06-30,19,17,1033.02,989.04,5392.38,0.64
661,600238,海南椰岛,2017-06-30,4,3,35.02,11.39,349.50,0.08
662,600236,桂冠电力,2017-06-30,60,51,6289.53,5882.04,35850.33,1.74
663,600233,圆通速递,2017-06-30,114,112,4010.90,2573.30,78573.46,5.12
664,600231,凌钢股份,2017-06-30,49,45,7046.38,6819.40,23253.07,4.38
665,600230,沧州大化,2017-06-30,25,24,495.05,482.86,14713.03,1.68
666,600229,城市传媒,2017-06-30,53,52,1092.25,1056.93,10234.40,2.54
667,600227,赤天化,2017-06-30,8,7,1532.89,368.16,9873.08,1.23
668,600223,鲁商置业,2017-06-30,37,26,2170.20,1252.43,10113.12,2.17
669,600221,海航控股,2017-06-30,190,167,33845.42,22451.37,108982.25,2.06
670,600219,南山铝业,2017-06-30,184,165,31897.35,23290.02,108132.02,4.50
671,600218,全柴动力,2017-06-30,26,25,477.74,448.91,4294.92,1.30
672,600217,中再资环,2017-06-30,19,10,3483.48,-2368.71,22224.59,4.84
673,600215,长春经开,2017-06-30,2,1,1.34,-8.70,14.66,0.00
674,600213,亚星客车,2017-06-30,28,26,1167.01,957.88,12615.37,5.30
675,600211,西藏药业,2017-06-30,42,41,958.08,953.08,42414.25,6.58
676,600208,新湖中宝,2017-06-30,210,197,15011.28,7778.91,67550.76,1.75
677,600202,哈空调,2017-06-30,3,2,607.22,604.47,8397.91,1.58
678,600201,生物股份,2017-06-30,228,165,6294.56,3251.86,223897.59,7.33
679,600200,江苏吴中,2017-06-30,51,49,1268.96,1171.33,16750.23,1.79
680,600198,大唐电信,2017-06-30,92,87,4574.87,3936.56,58421.07,5.26
681,600197,伊力特,2017-06-30,133,116,6651.93,5326.56,129912.27,15.08
682,600196,复星医药,2017-06-30,446,348,22332.12,12290.92,692072.47,11.70
683,600195,中牧股份,2017-06-30,144,132,5681.08,4482.18,110156.20,13.22
684,600192,长城电工,2017-06-30,12,9,556.45,-147.44,4301.34,1.26
685,600191,华资实业,2017-06-30,3,1,288.86,288.58,2767.28,0.60
686,600190,锦州港,2017-06-30,6,3,119.92,-305.38,516.85,0.07
687,600189,吉林森工,2017-06-30,7,5,152.21,132.21,1587.51,0.49
688,600188,兖州煤业,2017-06-30,299,288,8403.55,8216.98,102859.45,2.84
689,600185,格力地产,2017-06-30,43,40,1055.30,781.62,7165.50,0.51
690,600184,光电股份,2017-06-30,77,75,5498.32,5432.31,103148.43,13.13
691,600183,生益科技,2017-06-30,276,247,14451.45,6858.49,178330.93,9.93
692,600180,瑞茂通,2017-06-30,61,58,2910.77,1975.50,40867.18,3.30
693,600179,安通控股,2017-06-30,17,9,5273.98,791.30,92241.87,10.96
