date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,9.7,9.98,9.89,9.68,97586.58,0.16,1.64,9.7,9.488,9.717,84726.41,74137.18,76571.66,1.1
2017-11-09,9.68,9.75,9.73,9.61,48201.49,0.05,0.52,9.548,9.474,9.748,76112.1,74329.42,75469.18,0.54
2017-11-08,9.6,9.77,9.68,9.56,76409.05,0.04,0.41,9.426,9.508,9.781,81632.19,76105.69,78932.05,0.86
2017-11-07,9.43,9.68,9.64,9.42,81076.49,0.08,0.84,9.368,9.541,9.82,75921.76,73587.14,83132.99,0.91
2017-11-06,9.13,9.64,9.56,9.12,120358.44,0.43,4.71,9.322,9.573,9.874,68816.32,70565.34,85564.79,1.35
2017-11-03,9.08,9.19,9.13,9.0,54515.01,0.01,0.11,9.276,9.61,9.939,63547.95,64981.45,86451.77,0.61
2017-11-02,9.38,9.39,9.12,9.11,75801.96,-0.27,-2.88,9.4,9.68,10.021,72546.74,66661.88,95723.44,0.85
2017-11-01,9.43,9.53,9.39,9.36,47856.92,-0.02,-0.21,9.59,9.736,10.114,70579.19,69673.51,106594.14,0.54
2017-10-31,9.35,9.5,9.41,9.34,45549.25,0.08,0.86,9.714,9.784,10.184,71252.51,73787.21,116982.53,0.51
2017-10-30,9.72,9.78,9.33,9.29,94016.59,-0.42,-4.31,9.824,9.846,10.251,72314.36,80678.3,130632.82,1.06
2017-10-27,10.08,10.12,9.75,9.73,99509.0,-0.32,-3.18,9.944,9.945,10.336,66414.95,79006.14,158572.3,1.12
2017-10-26,10.01,10.16,10.07,9.95,65964.21,0.06,0.6,9.96,10.022,10.447,60777.02,76608.93,196328.6,0.74
2017-10-25,9.97,10.05,10.01,9.92,51223.49,0.05,0.5,9.882,10.053,10.488,68767.82,81758.41,205640.84,0.58
2017-10-24,9.93,9.98,9.96,9.85,50858.49,0.03,0.3,9.854,10.098,10.547,76321.92,92678.84,213384.78,0.57
2017-10-23,9.83,10.03,9.93,9.83,64519.54,0.1,1.02,9.868,10.174,10.605,89042.25,100564.24,221499.4,0.72
2017-10-20,9.67,9.86,9.83,9.6,71319.38,0.15,1.55,9.946,10.267,10.674,91597.33,107922.09,232869.9,0.8
2017-10-19,9.86,9.92,9.68,9.59,105918.18,-0.19,-1.93,10.084,10.362,10.742,92440.84,124785.0,248239.09,1.19
2017-10-18,10.02,10.14,9.87,9.8,88994.0,-0.16,-1.59,10.224,10.492,10.804,94749.01,143514.78,253532.85,1.0
2017-10-17,10.36,10.4,10.03,9.99,114460.13,-0.29,-2.81,10.342,10.584,10.863,109035.76,160177.84,260172.12,1.29
2017-10-16,10.52,10.63,10.32,10.3,77294.98,-0.2,-1.9,10.48,10.656,10.907,112086.23,180587.33,276846.64,0.87
2017-10-13,10.37,10.52,10.52,10.31,75536.9,0.14,1.35,10.588,10.726,10.93,124246.85,238138.46,289723.38,0.85
2017-10-12,10.44,10.44,10.38,10.22,117459.03,-0.08,-0.77,10.64,10.872,10.928,157129.16,316048.27,294310.54,1.32
2017-10-11,10.66,10.83,10.46,10.45,160427.77,-0.26,-2.42,10.76,10.923,10.921,192280.56,329523.27,296446.38,1.8
2017-10-10,10.85,10.87,10.72,10.63,129712.45,-0.14,-1.29,10.826,10.996,10.923,211319.92,334090.72,299857.86,1.46
2017-10-09,10.9,10.99,10.86,10.78,138098.11,0.08,0.74,10.832,11.036,10.906,249088.43,342434.56,301606.88,1.55
2017-09-29,10.85,11.04,10.78,10.63,239948.44,-0.2,-1.82,10.864,11.08,10.886,352030.07,357817.7,308123.66,2.69
2017-09-28,10.8,11.29,10.98,10.75,293216.03,0.19,1.76,11.104,11.121,10.853,474967.37,371693.19,306417.71,3.29
2017-09-27,10.75,11.03,10.79,10.73,255624.56,0.04,0.37,11.086,11.115,10.803,466765.98,363550.91,295632.17,2.87
2017-09-26,11.01,11.18,10.75,10.71,318555.03,-0.27,-2.45,11.166,11.142,10.767,456861.53,360166.39,287510.85,3.58
2017-09-25,11.93,11.97,11.02,10.89,652806.31,-0.96,-8.01,11.24,11.157,10.729,435780.68,373105.94,275974.36,7.33
2017-09-22,10.75,11.98,11.98,10.69,854634.94,1.09,10.01,11.296,11.133,10.683,363605.33,341308.29,248426.75,9.6
