date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,6.9,6.9,6.81,6.81,23867.9,-0.08,-1.16,6.798,6.905,7.064,33222.07,30968.94,26983.99,0.78
2017-11-09,6.83,6.91,6.89,6.79,25402.33,0.07,1.03,6.79,6.954,7.098,33197.74,32210.27,28343.7,0.83
2017-11-08,6.7,6.86,6.82,6.69,35434.08,0.09,1.34,6.786,6.989,7.12,34821.4,32772.04,28021.54,1.16
2017-11-07,6.71,6.75,6.73,6.66,34625.18,-0.01,-0.15,6.846,7.029,7.148,32545.77,31601.75,27803.78,1.14
2017-11-06,6.78,6.81,6.74,6.54,46780.88,-0.03,-0.44,6.934,7.069,7.181,29994.58,30075.47,28087.25,1.54
2017-11-03,6.91,6.93,6.77,6.71,23746.25,-0.1,-1.46,7.012,7.118,7.206,28715.81,27179.98,27078.05,0.78
2017-11-02,7.1,7.12,6.87,6.83,33520.62,-0.25,-3.51,7.118,7.16,7.224,31222.79,26251.95,26716.39,1.1
2017-11-01,7.17,7.18,7.12,7.09,24055.91,-0.05,-0.7,7.192,7.185,7.234,30722.67,24885.39,25866.81,0.79
2017-10-31,7.14,7.18,7.17,7.08,21869.26,0.04,0.56,7.212,7.195,7.235,30657.73,24466.37,25675.93,0.72
2017-10-30,7.3,7.4,7.13,7.09,40387.01,-0.17,-2.33,7.204,7.21,7.23,30156.35,23926.74,25488.01,1.33
2017-10-27,7.26,7.31,7.3,7.18,36281.16,0.06,0.83,7.224,7.223,7.229,25644.15,22999.04,24799.16,1.19
2017-10-26,7.2,7.27,7.24,7.17,31020.0,0.02,0.28,7.202,7.242,7.227,21281.11,24477.12,23979.98,1.02
2017-10-25,7.16,7.23,7.22,7.13,23731.23,0.09,1.26,7.178,7.251,7.232,19048.11,23271.04,23935.13,0.78
2017-10-24,7.19,7.22,7.13,7.12,19362.35,-0.1,-1.38,7.178,7.267,7.242,18275.0,24005.82,25292.39,0.64
2017-10-23,7.21,7.24,7.23,7.16,17826.0,0.04,0.56,7.216,7.293,7.249,17697.13,26099.03,25421.47,0.59
2017-10-20,7.12,7.22,7.19,7.11,14465.95,0.07,0.98,7.222,7.294,7.256,20353.92,26976.13,25911.71,0.47
2017-10-19,7.2,7.26,7.12,7.11,19855.0,-0.1,-1.39,7.282,7.287,7.262,27673.14,27180.83,26816.26,0.65
2017-10-18,7.32,7.35,7.22,7.17,19865.71,-0.1,-1.37,7.324,7.283,7.271,27493.98,26848.23,27434.37,0.65
2017-10-17,7.25,7.36,7.32,7.23,16473.0,0.06,0.83,7.356,7.275,7.276,29736.64,26885.48,28342.02,0.54
2017-10-16,7.46,7.53,7.26,7.25,31109.95,-0.23,-3.07,7.37,7.249,7.27,34500.93,27049.28,29826.32,1.02
2017-10-13,7.41,7.58,7.49,7.35,51062.04,0.16,2.18,7.366,7.234,7.271,33598.33,26599.29,29891.28,1.68
2017-10-12,7.37,7.41,7.33,7.26,18959.2,-0.05,-0.68,7.292,7.212,7.257,26688.52,23482.83,28510.93,0.62
2017-10-11,7.4,7.44,7.38,7.32,31079.0,-0.01,-0.14,7.242,7.213,7.251,26202.48,24599.22,30125.77,1.02
2017-10-10,7.24,7.41,7.39,7.24,40294.46,0.15,2.07,7.194,7.216,7.249,24034.33,26578.95,31314.27,1.32
2017-10-09,7.16,7.27,7.24,7.13,26596.94,0.12,1.69,7.128,7.204,7.249,19597.64,24743.91,35995.0,0.87
2017-09-29,7.1,7.14,7.12,7.08,16513.01,0.04,0.56,7.102,7.217,7.254,19600.25,24847.29,40785.47,0.54
2017-09-28,7.12,7.15,7.08,7.07,16529.0,-0.06,-0.84,7.132,7.236,7.253,20277.14,26451.69,42399.67,0.54
2017-09-27,7.05,7.18,7.14,7.05,20238.25,0.08,1.13,7.184,7.258,7.252,22995.96,28020.51,43221.47,0.66
2017-09-26,7.11,7.16,7.06,7.03,18111.0,-0.05,-0.7,7.238,7.277,7.247,29123.57,29798.56,43816.26,0.59
2017-09-25,7.24,7.32,7.11,7.08,26610.0,-0.16,-2.2,7.28,7.291,7.248,29890.17,32603.36,45427.81,0.87
2017-09-22,7.33,7.34,7.27,7.21,19897.43,-0.07,-0.95,7.332,7.308,7.247,30094.33,33183.27,46344.28,0.65
2017-09-21,7.4,7.45,7.34,7.34,30123.12,-0.07,-0.94,7.34,7.302,7.235,32626.24,33539.03,47327.13,0.99
2017-09-20,7.27,7.42,7.41,7.27,50876.3,0.14,1.93,7.332,7.288,7.214,33045.05,35652.32,47721.13,1.67
2017-09-19,7.37,7.37,7.27,7.25,21944.02,-0.1,-1.36,7.316,7.282,7.195,30473.55,36049.58,47062.36,0.72
2017-09-18,7.3,7.37,7.37,7.27,27630.76,0.06,0.82,7.302,7.294,7.189,35316.55,47246.1,47247.11,0.91
2017-09-15,7.28,7.36,7.31,7.22,32557.0,0.01,0.14,7.284,7.291,7.179,36272.21,56723.66,47283.08,1.07
2017-09-14,7.33,7.38,7.3,7.23,32217.18,-0.03,-0.41,7.264,7.27,7.171,34451.82,58347.66,47469.39,1.06
2017-09-13,7.17,7.33,7.33,7.17,38018.79,0.13,1.81,7.244,7.245,7.167,38259.59,58422.44,48296.55,1.25
2017-09-12,7.28,7.3,7.2,7.18,46159.02,-0.08,-1.1,7.248,7.217,7.158,41625.61,57833.96,49105.59,1.51
2017-09-11,7.18,7.28,7.28,7.18,32409.06,0.07,0.97,7.286,7.204,7.161,59175.65,58252.26,48129.01,1.06
2017-09-08,7.17,7.25,7.21,7.17,23455.06,0.01,0.14,7.298,7.186,7.16,77175.1,59505.3,48375.64,0.77
2017-09-07,7.31,7.37,7.2,7.19,51256.0,-0.15,-2.04,7.276,7.168,7.158,82243.49,61115.24,49745.66,1.68
2017-09-06,7.41,7.43,7.35,7.24,54848.91,-0.04,-0.54,7.246,7.14,7.165,78585.29,59789.94,50294.01,1.8
2017-09-05,7.34,7.64,7.39,7.34,133909.2,0.05,0.68,7.186,7.108,7.174,74042.32,58075.14,52073.67,4.39
2017-09-04,7.1,7.38,7.34,7.08,122406.35,0.24,3.38,7.122,7.083,7.177,57328.88,47248.12,49434.16,4.02
2017-09-01,7.05,7.11,7.1,7.02,48797.0,0.05,0.71,7.074,7.066,7.19,41835.5,37842.51,47349.27,1.6
2017-08-31,7.05,7.09,7.05,7.02,32965.0,0.0,0.0,7.06,7.071,7.219,39986.99,36591.11,53969.76,1.08
2017-08-30,7.07,7.09,7.05,6.99,32134.04,-0.02,-0.28,7.034,7.089,7.235,40994.59,38170.66,61198.99,1.05
2017-08-29,7.11,7.14,7.07,7.0,50342.0,-0.03,-0.42,7.03,7.099,7.244,42107.96,40377.22,70129.08,1.65
2017-08-28,7.03,7.12,7.1,6.99,44939.45,0.07,1.0,7.044,7.117,7.231,37167.36,38005.77,68913.93,1.47
2017-08-25,6.92,7.03,7.03,6.89,39554.44,0.11,1.59,7.058,7.134,7.215,33849.53,37245.99,68048.91,1.3
2017-08-24,7.05,7.06,6.92,6.91,38003.0,-0.11,-1.56,7.082,7.148,7.2,33195.24,38376.08,67659.95,1.25
2017-08-23,7.14,7.16,7.03,7.01,37700.91,-0.11,-1.54,7.144,7.189,7.195,35346.73,40798.08,69021.02,1.24
2017-08-22,7.15,7.2,7.14,7.11,25639.0,-0.03,-0.42,7.168,7.24,7.173,38646.48,46072.21,68045.33,0.84
2017-08-21,7.15,7.2,7.17,7.11,28350.28,0.02,0.28,7.19,7.271,7.145,38844.17,51620.2,68430.88,0.93
2017-08-18,7.18,7.24,7.15,7.12,36283.01,-0.08,-1.11,7.21,7.313,7.112,40642.45,56856.03,68358.65,1.19
2017-08-17,7.15,7.24,7.23,7.05,48760.46,0.08,1.12,7.214,7.367,7.077,43556.93,71348.41,67767.14,1.6
2017-08-16,7.25,7.27,7.15,7.08,54199.63,-0.1,-1.38,7.234,7.381,7.038,46249.43,84227.32,66427.57,1.78
2017-08-15,7.23,7.27,7.25,7.15,26627.48,-0.02,-0.28,7.312,7.388,7.003,53497.94,99880.95,65032.32,0.87
2017-08-14,7.12,7.29,7.27,7.12,37341.65,0.1,1.4,7.352,7.345,6.959,64396.23,99822.1,65308.86,1.23
2017-08-11,7.29,7.37,7.17,7.05,50855.42,-0.16,-2.18,7.416,7.295,6.913,73069.61,98851.84,66541.96,1.67
2017-08-10,7.49,7.49,7.33,7.23,62222.98,-0.21,-2.79,7.52,7.252,6.895,99139.88,96943.82,66262.39,2.04
2017-08-09,7.46,7.64,7.54,7.37,90442.15,0.09,1.21,7.528,7.2,6.87,122205.2,97243.95,64236.01,2.97
2017-08-08,7.5,7.63,7.45,7.36,81118.97,-0.14,-1.84,7.464,7.106,6.832,146263.96,90018.46,61164.23,2.66
2017-08-07,7.6,7.84,7.59,7.48,80708.55,-0.1,-1.3,7.338,7.019,6.801,135247.97,85241.56,58229.08,2.65
2017-08-04,7.37,7.76,7.69,7.24,181206.77,0.32,4.34,7.174,6.911,6.763,124634.07,79861.26,55657.82,5.95
2017-08-03,7.24,7.65,7.37,7.24,177549.58,0.15,2.08,6.984,6.786,6.723,94747.75,64185.88,47618.78,5.83
2017-08-02,6.79,7.5,7.22,6.78,210735.95,0.4,5.87,6.872,6.695,6.699,72282.69,48627.82,40723.72,6.92
2017-08-01,6.8,6.84,6.82,6.74,26039.0,0.05,0.74,6.748,6.617,6.681,33772.96,30183.69,31526.62,0.85
2017-07-31,6.71,6.82,6.77,6.7,27639.03,0.03,0.45,6.7,6.572,6.679,35235.16,30795.61,31492.11,0.91
2017-07-28,6.8,6.84,6.74,6.72,31775.17,-0.07,-1.03,6.648,6.53,6.684,35088.46,34232.09,32561.7,1.04
2017-07-27,6.6,6.88,6.81,6.52,65224.31,0.21,3.18,6.588,6.538,6.682,33624.01,35580.96,31998.64,2.14
