date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,6.83,6.88,6.84,6.78,105308.06,-0.03,-0.44,6.832,6.879,6.932,91014.31,130581.09,197620.65,0.39
2017-11-09,6.77,6.89,6.87,6.77,79601.26,0.07,1.03,6.836,6.898,6.933,98798.61,139499.06,199023.34,0.29
2017-11-08,6.81,6.87,6.8,6.78,74552.13,-0.03,-0.44,6.846,6.912,6.931,113534.31,154043.8,203414.59,0.28
2017-11-07,6.8,6.83,6.83,6.75,87985.41,0.01,0.15,6.864,6.945,6.929,129450.43,170420.91,210069.52,0.33
2017-11-06,6.8,6.86,6.82,6.75,107624.7,-0.04,-0.58,6.894,6.971,6.924,148365.46,193839.26,218951.32,0.4
2017-11-03,6.92,6.94,6.86,6.78,144229.55,-0.06,-0.87,6.926,7.003,6.924,170147.86,213632.39,223311.16,0.53
2017-11-02,6.88,7.02,6.92,6.85,153279.78,0.03,0.43,6.96,7.019,6.922,180199.51,218127.45,221734.48,0.57
2017-11-01,6.99,7.07,6.89,6.86,154132.7,-0.09,-1.29,6.978,7.026,6.914,194553.28,236486.6,219762.88,0.57
2017-10-31,6.96,7.02,6.98,6.87,182560.59,0.0,0.0,7.026,7.036,6.914,211391.38,265512.0,218615.31,0.68
2017-10-30,7.02,7.05,6.98,6.75,216536.7,-0.05,-0.71,7.048,7.012,6.907,239313.05,268594.78,215014.81,0.8
2017-10-27,7.03,7.07,7.03,6.98,194487.8,0.02,0.28,7.08,6.984,6.9,257116.91,264660.21,219851.19,0.72
2017-10-26,7.12,7.12,7.01,6.99,225048.59,-0.12,-1.68,7.078,6.968,6.903,256055.38,258547.62,217671.84,0.83
2017-10-25,7.07,7.18,7.13,7.06,238323.23,0.04,0.56,7.074,6.949,6.907,278419.92,252785.39,220101.73,0.88
2017-10-24,7.11,7.18,7.09,7.04,322168.91,-0.05,-0.7,7.046,6.912,6.917,319632.62,249718.14,223523.04,1.19
2017-10-23,7.04,7.18,7.14,6.97,305556.03,0.12,1.71,6.976,6.877,6.929,297876.52,244063.39,234155.24,1.13
2017-10-20,6.96,7.08,7.02,6.89,189180.16,0.03,0.43,6.888,6.845,6.936,272203.51,232989.92,233062.78,0.7
2017-10-19,6.96,7.11,6.99,6.87,336871.25,0.0,0.0,6.858,6.824,6.951,261039.85,225341.51,260697.89,1.25
2017-10-18,6.75,7.18,6.99,6.74,444386.75,0.25,3.71,6.824,6.802,6.958,227150.86,203039.17,261003.64,1.64
2017-10-17,6.71,6.87,6.74,6.71,213388.41,0.04,0.6,6.778,6.791,6.958,179803.66,171718.62,243980.21,0.79
2017-10-16,6.86,6.86,6.7,6.7,177191.0,-0.17,-2.48,6.778,6.801,6.969,190250.25,161434.84,240233.89,0.66
2017-10-13,6.79,6.88,6.87,6.79,133361.83,0.05,0.73,6.802,6.815,6.984,193776.33,175042.18,237680.65,0.49
2017-10-12,6.75,6.83,6.82,6.72,167426.31,0.06,0.89,6.79,6.837,6.99,189643.17,176796.06,244068.06,0.62
2017-10-11,6.75,6.78,6.76,6.69,207650.73,0.02,0.3,6.78,6.865,7.007,178927.47,187418.07,260057.24,0.77
2017-10-10,6.82,6.82,6.74,6.71,265621.38,-0.08,-1.17,6.804,6.922,7.019,163633.59,197327.94,258960.74,0.98
2017-10-09,6.92,6.97,6.82,6.8,194821.41,0.01,0.15,6.824,6.98,7.029,132619.42,224247.1,253184.72,0.72
2017-09-29,6.79,6.87,6.81,6.78,112696.0,0.04,0.59,6.828,7.026,7.034,156308.02,233135.64,251396.03,0.42
2017-09-28,6.87,6.88,6.77,6.77,113847.83,-0.11,-1.6,6.884,7.078,7.042,163948.96,296054.27,258500.48,0.42
2017-09-27,6.83,6.9,6.88,6.81,131181.34,0.04,0.58,6.95,7.113,7.048,195908.68,318968.11,261080.02,0.49
2017-09-26,6.84,6.88,6.84,6.8,110550.54,0.0,0.0,7.04,7.124,7.046,231022.29,316241.79,259364.45,0.41
2017-09-25,7.0,7.0,6.84,6.82,313264.38,-0.25,-3.53,7.136,7.137,7.047,315874.77,319032.94,260103.41,1.16
2017-09-22,7.1,7.16,7.09,7.06,150900.69,-0.01,-0.14,7.224,7.152,7.048,309963.26,300319.12,252261.2,0.56
2017-09-21,7.3,7.31,7.1,7.1,273646.44,-0.23,-3.14,7.272,7.142,7.037,428159.58,311340.05,250507.79,1.01
2017-09-20,7.32,7.4,7.33,7.26,306749.38,0.01,0.14,7.276,7.148,7.026,442027.53,332696.4,243648.68,1.13
2017-09-19,7.31,7.55,7.32,7.23,534812.94,0.04,0.55,7.208,7.115,7.001,401461.29,320593.55,235138.06,1.98
2017-09-18,7.34,7.4,7.28,7.24,283706.84,-0.05,-0.68,7.138,7.078,6.977,322191.11,282122.35,215209.97,1.05
2017-09-15,7.1,7.51,7.33,7.08,741882.31,0.21,2.95,7.08,7.042,6.955,290674.99,269656.42,211349.14,2.74
2017-09-14,7.0,7.22,7.12,6.96,342986.19,0.13,1.86,7.012,7.005,6.925,194520.52,220946.69,179710.89,1.27
2017-09-13,6.96,7.01,6.99,6.92,103918.19,0.02,0.29,7.02,6.983,6.904,223365.26,203191.93,166378.41,0.38
2017-09-12,6.99,7.02,6.97,6.95,138462.02,-0.02,-0.29,7.022,6.968,6.889,239725.8,202487.11,165314.06,0.51
2017-09-11,7.0,7.03,6.99,6.96,126126.22,0.0,0.0,7.018,6.956,6.876,242053.59,201173.89,163310.32,0.47
2017-09-08,7.13,7.14,6.99,6.97,261109.98,-0.17,-2.37,7.004,6.944,6.862,248637.85,204203.28,162758.64,0.97
2017-09-07,7.0,7.22,7.16,6.99,487209.91,0.16,2.29,6.998,6.931,6.843,247372.86,189675.52,155978.75,1.8
2017-09-06,6.95,7.04,7.0,6.9,185720.88,0.05,0.72,6.946,6.903,6.817,183018.6,154600.96,135889.73,0.69
2017-09-05,6.94,6.99,6.95,6.91,150100.94,0.03,0.43,6.914,6.887,6.803,165248.41,149682.58,130432.32,0.56
2017-09-04,6.97,7.01,6.92,6.9,159047.55,-0.04,-0.57,6.894,6.876,6.79,160294.19,148297.58,126968.64,0.59
2017-09-01,6.95,7.09,6.96,6.9,254785.0,0.06,0.87,6.884,6.868,6.778,159768.7,153041.86,122658.04,0.94
2017-08-31,6.88,6.92,6.9,6.83,165438.64,0.06,0.88,6.864,6.844,6.763,131978.19,138475.09,114193.31,0.61
2017-08-30,6.83,6.86,6.84,6.82,96869.93,-0.01,-0.15,6.86,6.825,6.753,126183.32,129564.89,112045.77,0.36
2017-08-29,6.87,6.89,6.85,6.83,125329.82,-0.02,-0.29,6.86,6.809,6.747,134116.74,128141.02,113935.17,0.46
2017-08-28,6.88,6.9,6.87,6.86,156420.11,0.01,0.15,6.858,6.796,6.744,136300.98,125446.76,115561.02,0.58
2017-08-25,6.85,6.9,6.86,6.84,115832.46,-0.02,-0.29,6.852,6.779,6.741,146315.03,121314.01,113749.35,0.43
2017-08-24,6.82,6.89,6.88,6.81,136464.27,0.04,0.58,6.824,6.754,6.738,144971.99,122281.98,112747.63,0.5
2017-08-23,6.84,6.92,6.84,6.83,136537.06,0.0,0.0,6.79,6.731,6.735,132946.46,117178.49,113585.74,0.51
2017-08-22,6.84,6.87,6.84,6.81,136250.98,0.0,0.0,6.758,6.718,6.733,122165.29,111182.05,114387.1,0.5
2017-08-21,6.74,6.85,6.84,6.72,206490.36,0.12,1.79,6.734,6.703,6.731,114592.54,105639.7,119016.93,0.76
2017-08-18,6.72,6.74,6.72,6.67,109117.27,0.01,0.15,6.706,6.687,6.726,96312.99,92274.22,114849.83,0.4
2017-08-17,6.69,6.71,6.71,6.66,76336.64,0.03,0.45,6.684,6.681,6.726,99591.97,89911.53,116407.87,0.28
2017-08-16,6.73,6.73,6.68,6.6,82631.2,-0.04,-0.59,6.672,6.68,6.729,101410.52,94526.65,124006.67,0.31
2017-08-15,6.7,6.72,6.72,6.68,98387.21,0.02,0.3,6.678,6.684,6.727,100198.82,99729.32,124513.62,0.36
2017-08-14,6.61,6.71,6.7,6.58,115092.62,0.09,1.36,6.672,6.692,6.721,96686.85,105675.29,125253.39,0.43
2017-08-11,6.62,6.64,6.61,6.55,125512.16,-0.04,-0.6,6.668,6.702,6.71,88235.45,106184.7,132566.27,0.46
2017-08-10,6.71,6.72,6.65,6.62,85429.43,-0.06,-0.89,6.678,6.721,6.712,80231.09,103213.29,132192.71,0.32
2017-08-09,6.68,6.72,6.71,6.66,76572.68,0.02,0.3,6.688,6.738,6.714,87642.78,109992.99,133133.09,0.28
2017-08-08,6.67,6.69,6.69,6.64,80827.38,0.01,0.15,6.69,6.747,6.714,99259.82,117592.15,135276.62,0.3
2017-08-07,6.66,6.69,6.68,6.65,72835.6,0.02,0.3,6.712,6.758,6.717,114663.73,132394.16,137033.75,0.27
2017-08-04,6.7,6.73,6.66,6.65,85490.35,-0.04,-0.6,6.736,6.764,6.724,124133.95,137425.45,139676.7,0.32
2017-08-03,6.72,6.75,6.7,6.69,122487.91,-0.02,-0.3,6.764,6.771,6.73,126195.49,142904.22,141708.06,0.45
2017-08-02,6.81,6.82,6.72,6.72,134657.84,-0.08,-1.18,6.788,6.777,6.735,132343.19,153486.69,146212.44,0.5
2017-08-01,6.8,6.83,6.8,6.78,157846.94,0.0,0.0,6.804,6.77,6.746,135924.49,149297.92,144094.81,0.58
2017-07-31,6.78,6.83,6.8,6.77,120186.73,0.0,0.0,6.804,6.749,6.751,150124.59,144831.49,140718.65,0.44
2017-07-28,6.84,6.85,6.8,6.79,95798.03,-0.02,-0.29,6.792,6.717,6.757,150716.94,158947.83,139541.89,0.35
2017-07-27,6.82,6.86,6.82,6.71,153226.41,0.02,0.29,6.778,6.703,6.763,159612.94,161172.12,139343.95,0.57
2017-07-26,6.78,6.91,6.8,6.76,152564.34,0.0,0.0,6.766,6.69,6.768,174630.2,156273.19,138086.02,0.56
2017-07-25,6.74,6.89,6.8,6.74,228847.44,0.06,0.89,6.736,6.68,6.775,162671.35,152961.09,138121.58,0.85
2017-07-24,6.72,6.78,6.74,6.7,123148.49,0.01,0.15,6.694,6.676,6.784,139538.38,141673.35,134061.88,0.46
2017-07-21,6.73,6.76,6.73,6.69,140278.02,-0.03,-0.44,6.642,6.683,6.797,167178.72,141927.95,143184.4,0.52
2017-07-20,6.63,6.85,6.76,6.6,228312.69,0.11,1.65,6.628,6.688,6.809,162731.31,140511.9,145360.2,0.84
2017-07-19,6.58,6.65,6.65,6.54,92770.09,0.06,0.91,6.614,6.693,6.815,137916.18,138938.19,142998.39,0.34
2017-07-18,6.47,6.59,6.59,6.47,113182.62,0.11,1.7,6.624,6.721,6.829,143250.84,138891.7,145260.72,0.42
2017-07-17,6.65,6.65,6.48,6.47,261350.2,-0.18,-2.7,6.658,6.752,6.846,143808.32,136605.81,145193.93,0.97
2017-07-14,6.7,6.72,6.66,6.64,118040.94,-0.03,-0.45,6.724,6.797,6.871,116677.18,120135.95,137854.18,0.44
