date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,13.89,14.04,13.95,13.82,22539.01,0.06,0.43,13.968,14.026,14.992,23269.17,32826.32,68477.69,3.04
2017-11-09,14.0,14.07,13.91,13.82,22377.75,-0.1,-0.71,13.896,14.179,15.043,25328.32,35253.81,69242.14,3.02
2017-11-08,14.1,14.19,14.01,13.93,24000.38,-0.02,-0.14,13.896,14.371,15.079,28175.76,37834.31,69362.2,3.23
2017-11-07,13.94,14.07,14.03,13.7,24357.74,0.09,0.65,13.938,14.548,15.118,30686.57,40043.37,69447.71,3.28
2017-11-06,13.75,13.97,13.94,13.55,23070.97,0.35,2.58,14.016,14.734,15.16,32213.37,43996.71,69841.24,3.11
2017-11-03,13.91,14.05,13.59,13.48,32834.76,-0.32,-2.3,14.084,14.975,15.193,42383.46,50316.73,69612.88,4.43
2017-11-02,14.22,14.26,13.91,13.8,36614.96,-0.31,-2.18,14.462,15.21,15.24,45179.3,55312.09,68960.34,4.93
2017-11-01,14.43,14.5,14.22,14.16,36554.41,-0.2,-1.39,14.846,15.43,15.266,47492.86,64827.94,69038.61,4.93
2017-10-31,14.2,14.43,14.42,14.18,31991.77,0.14,0.98,15.158,15.679,15.297,49400.18,81936.64,68331.92,4.31
2017-10-30,15.5,15.54,14.28,14.11,73921.41,-1.2,-7.75,15.452,15.826,15.318,55780.05,93210.37,69305.26,9.96
2017-10-27,15.79,15.93,15.48,15.42,46813.95,-0.35,-2.21,15.866,15.957,15.372,58249.99,104129.07,68546.0,6.31
2017-10-26,15.77,15.98,15.83,15.6,48182.78,0.05,0.32,15.958,15.906,15.381,65444.87,103230.46,71005.61,6.49
2017-10-25,16.09,16.09,15.78,15.6,46090.97,-0.11,-0.69,16.014,15.787,15.355,82163.01,100890.08,71548.22,6.21
2017-10-24,16.25,16.25,15.89,15.61,63891.14,-0.46,-2.81,16.2,15.687,15.322,114473.1,98852.05,70825.67,8.61
2017-10-23,15.95,16.4,16.35,15.65,86271.12,0.41,2.57,16.2,15.585,15.281,130640.69,95685.77,68793.22,11.63
2017-10-20,16.0,16.06,15.94,15.58,82788.36,-0.17,-1.05,16.048,15.41,15.219,150008.14,88909.04,65661.55,11.16
2017-10-19,16.36,16.69,16.11,15.94,131773.44,-0.6,-3.59,15.854,15.27,15.166,141016.05,82608.59,63659.99,17.76
2017-10-18,15.61,17.0,16.71,15.42,207641.45,0.82,5.16,15.56,15.102,15.124,119617.16,73249.29,59701.11,27.98
2017-10-17,15.05,16.1,15.89,14.39,144729.06,0.3,1.92,15.174,14.915,15.067,83230.99,54727.2,52388.09,19.51
2017-10-16,15.1,16.47,15.59,15.08,183108.38,0.62,4.14,14.97,14.809,15.038,60730.86,45400.14,49578.79,24.68
2017-10-13,14.65,14.97,14.97,14.59,37827.92,0.33,2.25,14.772,14.787,15.046,27809.94,32962.94,48333.06,5.1
2017-10-12,14.7,14.77,14.64,14.46,24779.0,-0.14,-0.95,14.686,14.855,15.046,24201.13,38780.77,48163.22,3.34
2017-10-11,14.9,14.97,14.78,14.69,25710.59,-0.09,-0.6,14.644,14.922,15.058,26881.42,42206.35,48958.69,3.47
2017-10-10,14.6,14.89,14.87,14.46,32228.4,0.27,1.85,14.656,14.957,15.059,26223.41,42799.3,49371.36,4.34
2017-10-09,14.75,14.81,14.6,14.54,18503.77,0.06,0.41,14.648,14.977,15.064,30069.43,41900.66,49214.37,2.49
2017-09-29,14.32,14.58,14.54,14.32,19783.89,0.11,0.76,14.802,15.027,15.077,38115.94,42414.07,50630.15,2.67
2017-09-28,14.7,14.84,14.43,14.41,38180.47,-0.41,-2.76,15.024,15.062,15.106,53360.4,44711.39,52329.63,5.15
2017-09-27,14.88,15.0,14.84,14.72,22420.54,0.01,0.07,15.2,15.146,15.147,57531.28,46152.93,53735.14,3.02
2017-09-26,15.28,15.29,14.83,14.61,51458.48,-0.54,-3.51,15.258,15.218,15.154,59375.19,50048.98,54985.85,6.94
2017-09-25,15.7,15.98,15.37,15.32,58736.34,-0.28,-1.79,15.306,15.267,15.173,53731.89,53757.44,56847.6,7.92
2017-09-22,15.28,15.67,15.65,15.1,96006.17,0.34,2.22,15.252,15.305,15.163,46712.19,63703.19,58715.57,12.94
2017-09-21,15.17,15.48,15.31,15.03,59034.87,0.18,1.19,15.1,15.236,15.131,36062.38,57545.67,57904.13,7.96
2017-09-20,14.98,15.16,15.13,14.85,31640.1,0.06,0.4,15.092,15.193,15.093,34774.57,55711.02,58251.35,4.26
2017-09-19,15.1,15.19,15.07,15.0,23241.95,-0.03,-0.2,15.178,15.161,15.081,40722.76,55943.41,62900.04,3.13
2017-09-18,14.93,15.12,15.1,14.8,23637.85,0.21,1.41,15.228,15.15,15.102,53783.0,56528.08,68806.21,3.19
2017-09-15,15.25,15.28,14.89,14.87,42757.11,-0.38,-2.49,15.358,15.127,15.051,80694.19,58846.23,68931.96,5.76
2017-09-14,15.5,15.7,15.27,15.26,52595.85,-0.29,-1.86,15.372,15.149,15.001,79028.96,59947.88,68097.73,7.09
2017-09-13,15.27,15.69,15.56,15.26,61381.06,0.24,1.57,15.294,15.147,14.945,76647.47,61317.35,67160.71,8.27
2017-09-12,15.58,15.66,15.32,15.25,88543.13,-0.43,-2.73,15.144,15.09,14.876,71164.06,59922.72,66159.12,11.93
2017-09-11,15.06,16.27,15.75,15.06,158193.8,0.79,5.28,15.072,15.079,14.808,59273.16,59937.75,63167.45,21.32
2017-09-08,14.96,15.02,14.96,14.8,34430.94,0.08,0.54,14.896,15.021,14.712,36998.27,53727.96,56282.76,4.64
2017-09-07,14.82,15.05,14.88,14.74,40688.41,0.07,0.47,14.926,15.025,14.646,40866.8,58262.6,55618.06,5.48
2017-09-06,14.96,14.96,14.81,14.61,33964.04,-0.15,-1.0,15.0,14.992,14.59,45987.23,60791.68,55026.25,4.58
2017-09-05,14.87,15.06,14.96,14.82,29088.63,0.09,0.6,15.036,15.0,14.551,48681.37,69856.67,54782.84,3.92
2017-09-04,15.06,15.1,14.87,14.81,46819.35,-0.24,-1.59,15.086,15.053,14.515,60602.33,81084.33,55830.57,6.31
2017-09-01,15.25,15.37,15.11,15.01,53773.58,-0.14,-0.92,15.146,14.974,14.469,70457.64,79017.69,54476.04,7.25
2017-08-31,15.0,15.3,15.25,14.89,66290.55,0.26,1.73,15.124,14.852,14.409,75658.39,76247.59,53197.96,8.93
2017-08-30,15.0,15.28,14.99,14.95,47434.74,-0.22,-1.45,14.984,14.742,14.351,75596.12,73004.06,51362.46,6.39
2017-08-29,15.1,15.36,15.21,14.87,88693.44,0.04,0.26,14.964,14.661,14.301,91031.96,72395.52,51524.52,11.95
2017-08-28,15.02,15.29,15.17,15.01,96095.87,0.17,1.13,15.02,14.536,14.265,101566.33,66397.16,48739.61,12.95
2017-08-25,14.59,15.15,15.0,14.41,79777.36,0.45,3.09,14.802,14.403,14.227,87577.74,58837.56,45812.05,10.75
2017-08-24,14.98,14.99,14.55,14.5,65979.21,-0.34,-2.28,14.58,14.266,14.208,76836.78,52973.53,44407.72,8.89
2017-08-23,15.65,15.68,14.89,14.85,124613.92,-0.6,-3.87,14.5,14.187,14.229,70412.0,49260.83,44838.13,16.79
2017-08-22,14.14,15.49,15.49,14.14,141365.3,1.41,10.01,14.358,14.102,14.211,53759.07,39709.01,40581.75,19.05
2017-08-21,13.8,14.1,14.08,13.8,26152.91,0.19,1.37,14.052,13.976,14.179,31227.98,30576.82,35917.75,3.52
2017-08-18,14.09,14.09,13.89,13.83,26072.57,-0.26,-1.84,14.004,13.963,14.22,30097.38,29934.4,37712.75,3.51
2017-08-17,14.15,14.2,14.15,14.01,33855.3,-0.03,-0.21,13.952,13.965,14.262,29110.28,30148.34,39864.8,4.56
2017-08-16,13.97,14.2,14.18,13.82,41349.28,0.22,1.58,13.874,13.96,14.317,28109.66,29720.86,43568.02,5.57
2017-08-15,13.9,14.19,13.96,13.79,28709.85,0.12,0.87,13.846,13.941,14.334,25658.95,30653.52,44922.08,3.87
2017-08-14,13.6,13.85,13.84,13.58,20499.91,0.21,1.54,13.9,13.994,14.362,29925.65,31082.07,47050.83,2.76
2017-08-11,13.72,13.81,13.63,13.6,21137.07,-0.13,-0.94,13.922,14.05,14.385,29771.41,32786.54,51014.35,2.85
2017-08-10,13.97,14.06,13.76,13.66,28852.2,-0.28,-1.99,13.978,14.149,14.499,31186.4,35841.91,54216.54,3.89
2017-08-09,14.2,14.2,14.04,14.0,29095.71,-0.19,-1.33,14.046,14.27,14.634,31332.06,40415.44,58745.85,3.92
2017-08-08,13.99,14.25,14.23,13.72,50043.37,0.28,2.01,14.036,14.319,14.801,35648.1,41454.5,63526.73,6.74
2017-08-07,13.68,14.13,13.95,13.66,19728.72,0.04,0.29,14.088,14.381,14.943,32238.48,41258.68,66797.04,2.66
2017-08-04,14.1,14.16,13.91,13.9,28211.98,-0.19,-1.35,14.178,14.477,15.1,35801.66,45491.11,72428.83,3.8
2017-08-03,13.91,14.28,14.1,13.9,29580.53,0.11,0.79,14.32,14.559,15.289,40497.42,49581.27,80959.24,3.99
2017-08-02,14.48,14.48,13.99,13.96,50675.88,-0.5,-3.45,14.494,14.673,15.504,49498.81,57415.18,94102.72,6.83
2017-08-01,14.48,14.61,14.49,14.3,32995.28,0.09,0.62,14.602,14.726,15.67,47260.9,59190.63,104241.67,4.45
2017-07-31,14.48,14.63,14.4,14.31,37544.65,-0.22,-1.5,14.674,14.729,15.787,50278.89,63019.59,116193.83,5.06
2017-07-28,15.0,15.04,14.62,14.59,51690.77,-0.35,-2.34,14.776,14.72,15.877,55180.56,69242.16,122185.52,6.97
2017-07-27,14.53,15.0,14.97,14.33,74587.47,0.44,3.03,14.798,14.848,15.883,58665.11,72591.17,120855.64,10.05
2017-07-26,14.76,14.88,14.53,14.45,39486.35,-0.32,-2.15,14.852,14.997,15.805,65331.54,77076.27,118100.65,5.32
2017-07-25,14.66,15.12,14.85,14.66,48085.2,-0.06,-0.4,14.85,15.283,15.747,71120.36,85598.97,117001.96,6.48
2017-07-24,14.57,15.14,14.91,14.21,62053.0,0.18,1.22,14.784,15.504,15.691,75760.29,92335.4,115615.36,8.36
2017-07-21,14.98,15.29,14.73,14.71,69113.55,-0.51,-3.35,14.664,15.723,15.628,83303.76,99366.55,113509.56,9.31
2017-07-20,14.35,15.55,15.24,14.35,107919.6,0.72,4.96,14.898,16.019,15.568,86517.22,112337.22,111636.97,14.54
2017-07-19,14.64,14.68,14.52,14.11,68430.44,0.0,0.0,15.142,16.334,15.491,88821.0,130790.26,107634.88,9.22
