date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,21.31,21.37,21.2,21.1,10446.08,-0.11,-0.52,21.228,21.109,21.657,13888.22,13927.56,14671.24,0.65
2017-11-09,21.28,21.5,21.3,21.16,10132.0,0.05,0.23,21.072,21.182,21.741,14515.12,14296.81,14886.74,0.63
2017-11-08,21.17,21.36,21.25,21.05,15460.35,0.09,0.42,20.94,21.282,21.827,16147.92,14795.17,15676.52,0.96
2017-11-07,21.23,21.23,21.16,20.93,13619.68,-0.07,-0.33,20.946,21.383,21.929,15320.64,14309.14,16399.15,0.85
2017-11-06,20.65,21.25,21.23,20.65,19783.01,0.81,3.97,20.988,21.489,22.03,14029.11,14426.95,17039.52,1.23
2017-11-03,20.63,20.8,20.42,20.31,13580.56,-0.22,-1.07,20.99,21.617,22.108,13966.9,14675.72,17022.77,0.84
2017-11-02,21.3,21.42,20.64,20.51,18295.98,-0.64,-3.01,21.292,21.786,22.208,14078.5,14143.27,16966.96,1.14
2017-11-01,21.43,21.56,21.28,21.09,11323.98,-0.09,-0.42,21.624,21.909,22.293,13442.43,13755.37,17058.28,0.7
2017-10-31,21.15,21.48,21.37,21.15,7162.0,0.13,0.61,21.82,21.985,22.358,13297.65,14505.48,18234.11,0.44
2017-10-30,21.63,21.92,21.24,20.9,19471.98,-0.69,-3.15,21.99,22.102,22.448,14824.79,15410.13,20262.89,1.21
2017-10-27,22.24,22.36,21.93,21.9,14138.54,-0.37,-1.66,22.244,22.204,22.48,15384.54,15414.92,21419.8,0.88
2017-10-26,22.39,22.51,22.3,22.17,15115.65,0.04,0.18,22.28,22.299,22.528,14208.05,15476.67,21530.72,0.94
2017-10-25,22.22,22.28,22.26,22.04,10600.06,0.04,0.18,22.194,22.372,22.565,14068.32,16557.86,21885.39,0.66
2017-10-24,22.36,22.48,22.22,22.05,14797.74,-0.29,-1.29,22.15,22.475,22.632,15713.3,18489.16,22833.46,0.92
2017-10-23,22.54,22.96,22.51,22.3,22270.7,0.4,1.81,22.214,22.571,22.696,15995.46,19652.08,24294.93,1.38
2017-10-20,21.87,22.22,22.11,21.87,8256.08,0.24,1.1,22.164,22.599,22.72,15445.3,19369.81,23946.85,0.51
2017-10-19,21.97,22.3,21.87,21.8,14417.0,-0.17,-0.77,22.318,22.629,22.761,16745.29,19790.64,24500.91,0.9
2017-10-18,22.54,22.54,22.04,22.01,18825.0,-0.5,-2.22,22.55,22.676,22.835,19047.4,20361.19,25142.1,1.17
2017-10-17,22.29,22.88,22.54,22.1,16208.54,0.28,1.26,22.8,22.73,22.893,21265.02,21962.74,25277.75,1.01
2017-10-16,22.95,22.95,22.26,22.2,19519.87,-0.62,-2.71,22.928,22.793,22.941,23308.7,25115.65,25972.74,1.21
2017-10-13,22.85,23.09,22.88,22.73,14756.04,-0.15,-0.65,23.034,22.756,23.015,23294.33,27424.68,26137.98,0.92
2017-10-12,23.29,23.34,23.03,22.56,25927.56,-0.26,-1.12,22.94,22.756,23.04,22835.99,27584.77,26744.05,1.61
2017-10-11,23.2,23.48,23.29,23.01,29913.09,0.11,0.47,22.802,22.757,23.056,21674.98,27212.92,27521.76,1.86
2017-10-10,22.6,23.29,23.18,22.55,26426.92,0.39,1.71,22.66,22.789,23.095,22660.47,27177.76,27369.69,1.64
2017-10-09,22.59,22.94,22.79,22.59,19448.05,0.38,1.7,22.658,22.82,23.136,26922.6,28937.78,27649.65,1.21
2017-09-29,22.25,22.6,22.41,22.25,12464.35,0.07,0.31,22.478,22.84,23.2,31555.03,28523.88,28603.95,0.77
2017-09-28,22.3,22.81,22.34,22.2,20122.51,-0.24,-1.06,22.572,22.893,23.308,32333.55,29211.17,29709.18,1.25
2017-09-27,22.83,22.98,22.58,22.49,34840.51,-0.59,-2.55,22.712,22.994,23.429,32750.85,29923.01,31930.27,2.16
2017-09-26,21.74,23.6,23.17,21.37,47737.6,1.28,5.85,22.918,23.055,23.503,31695.05,28592.77,32840.98,2.96
2017-09-25,22.86,22.86,21.89,21.74,42610.17,-0.99,-4.33,22.982,23.088,23.57,30952.96,26829.82,33048.2,2.65
2017-09-22,22.81,23.32,22.88,22.8,16356.97,-0.16,-0.69,23.202,23.274,23.697,25492.73,24851.29,34010.89,1.02
2017-09-21,23.58,23.58,23.04,22.94,22208.98,-0.57,-2.41,23.214,23.323,23.777,26088.79,25903.32,36363.55,1.38
2017-09-20,23.4,23.84,23.61,23.28,29561.51,0.12,0.51,23.276,23.354,23.865,27095.17,27830.6,41056.88,1.84
2017-09-19,23.02,23.79,23.49,22.87,44027.19,0.5,2.17,23.192,23.4,23.886,25490.48,27561.63,43352.32,2.73
2017-09-18,22.91,23.13,22.99,22.72,15309.0,0.05,0.22,23.194,23.451,23.859,22706.68,26361.52,43669.62,0.95
