date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,19.37,19.67,19.38,19.02,46444.46,0.11,0.57,18.824,18.285,18.462,41647.47,29378.38,28106.53,10.38
2017-11-09,19.98,20.64,19.27,19.22,95001.27,-0.41,-2.08,18.468,18.237,18.502,34885.78,26738.34,29461.52,21.23
2017-11-08,18.21,19.68,19.68,18.21,42199.64,1.79,10.01,18.126,18.223,18.556,19080.12,20479.21,27532.44,9.43
2017-11-07,18.0,18.0,17.89,17.51,12884.98,-0.01,-0.06,17.776,18.154,18.582,13684.99,19663.34,29844.74,2.88
2017-11-06,17.98,18.04,17.9,17.61,11707.0,0.3,1.71,17.786,18.199,18.659,13879.82,20275.54,30609.59,2.62
2017-11-03,17.6,17.84,17.6,17.38,12636.0,0.04,0.23,17.746,18.281,18.706,17109.29,21162.83,30967.89,2.82
2017-11-02,17.85,17.93,17.56,17.45,15972.98,-0.37,-2.06,18.006,18.349,18.747,18590.89,21428.13,31275.94,3.57
2017-11-01,17.85,18.24,17.93,17.82,15223.98,-0.01,-0.06,18.32,18.423,18.787,21878.3,21731.13,31518.14,3.4
2017-10-31,17.71,18.08,17.94,17.51,13859.13,0.24,1.36,18.532,18.44,18.818,25641.7,22739.03,32000.64,3.1
2017-10-30,18.9,18.9,17.7,17.7,27854.37,-1.2,-6.35,18.612,18.529,18.838,26671.26,23591.01,33741.98,6.23
2017-10-27,19.12,19.23,18.9,18.75,20044.0,-0.23,-1.2,18.816,18.639,18.945,25216.37,26834.69,34672.58,4.48
2017-10-26,18.8,19.47,19.13,18.8,32410.0,0.14,0.74,18.692,18.767,19.007,24265.36,32184.7,36065.11,7.24
2017-10-25,18.3,19.19,18.99,18.28,34041.0,0.65,3.54,18.526,18.889,19.048,21583.96,34585.66,37240.24,7.61
2017-10-24,18.78,18.78,18.34,18.07,19006.93,-0.38,-2.03,18.348,19.01,19.076,19836.35,40026.14,37010.75,4.25
2017-10-23,18.34,18.72,18.72,18.19,20579.91,0.44,2.41,18.446,19.118,19.126,20510.76,40943.65,37021.86,4.6
2017-10-20,18.06,18.35,18.28,18.03,15288.96,-0.02,-0.11,18.462,19.13,19.16,28453.01,40772.96,37169.08,3.42
2017-10-19,18.01,18.38,18.3,17.84,19003.0,0.2,1.1,18.842,19.145,19.205,40104.04,41123.76,37615.43,4.25
2017-10-18,18.7,18.99,18.1,18.02,25302.96,-0.73,-3.88,19.252,19.15,19.255,47587.36,41305.16,38796.79,5.66
2017-10-17,18.81,19.1,18.83,18.58,22378.96,0.03,0.16,19.672,19.195,19.355,60215.94,41262.26,38870.59,5.0
2017-10-16,19.36,19.59,18.8,18.7,60291.16,-1.38,-6.84,19.79,19.146,19.412,61376.54,43892.96,41132.94,13.48
2017-10-13,20.65,20.88,20.18,20.13,73544.1,-0.17,-0.83,19.798,19.251,19.51,53092.9,42510.47,42497.42,16.44
2017-10-12,19.98,20.42,20.35,19.55,56419.64,0.15,0.74,19.448,19.247,19.485,42143.48,39945.51,40889.72,12.61
2017-10-11,19.35,20.94,20.2,19.35,88445.82,0.78,4.02,19.048,19.206,19.451,35022.95,39894.82,42511.03,19.77
2017-10-10,18.75,19.5,19.42,18.75,28181.96,0.58,3.08,18.718,19.141,19.403,22308.59,33995.36,40037.56,6.3
2017-10-09,18.64,18.97,18.84,18.64,18873.0,0.41,2.23,18.502,19.134,19.415,26409.38,33100.06,41141.85,4.22
2017-09-29,18.6,18.85,18.43,18.1,18797.0,0.08,0.44,18.704,19.19,19.448,31928.04,33565.2,43040.93,4.2
2017-09-28,18.57,18.87,18.35,18.31,20816.96,-0.2,-1.08,19.046,19.265,19.522,37747.54,34107.1,48303.12,4.65
2017-09-27,18.14,18.9,18.55,18.14,24874.02,0.21,1.15,19.364,19.359,19.588,44766.69,36288.43,51313.66,5.56
2017-09-26,19.57,19.85,18.34,18.02,48685.94,-1.51,-7.61,19.564,19.515,19.554,45682.13,36478.92,51928.56,10.88
2017-09-25,19.99,20.5,19.85,19.61,46466.26,-0.29,-1.44,19.766,19.677,19.553,39790.74,38372.91,52776.7,10.39
2017-09-22,19.76,20.2,20.14,19.34,47894.52,0.2,1.0,19.676,19.769,19.465,35202.36,42484.38,53128.73,10.71
2017-09-21,19.47,20.43,19.94,19.39,55912.72,0.39,2.0,19.484,19.722,19.328,30466.65,41833.93,52115.3,12.5
2017-09-20,19.35,19.64,19.55,19.06,29451.22,0.2,1.03,19.354,19.696,19.18,27810.16,45127.23,50475.26,6.58
2017-09-19,19.21,19.59,19.35,19.15,19229.0,-0.05,-0.26,19.466,19.665,19.068,27275.71,46079.75,50050.15,4.3
2017-09-18,19.3,19.48,19.4,18.92,23524.32,0.22,1.15,19.588,19.696,18.965,36955.08,49183.63,50086.15,5.26
2017-09-15,19.31,19.64,19.18,19.12,24216.0,-0.11,-0.57,19.862,19.705,18.874,49766.4,52516.66,49937.91,5.41
2017-09-14,19.91,20.02,19.29,19.21,42630.28,-0.82,-4.08,19.96,19.778,18.78,53201.22,62499.15,50096.99,9.53
2017-09-13,19.96,20.18,20.11,19.7,26778.96,0.15,0.75,20.038,19.816,18.698,62444.3,66338.89,49635.81,5.99
2017-09-12,20.49,20.7,19.96,19.81,67625.86,-0.81,-3.9,19.864,19.593,18.584,64883.79,67378.19,50899.97,15.12
2017-09-11,19.7,21.16,20.77,19.56,87580.9,1.1,5.59,19.804,19.429,18.458,61412.18,67180.48,49845.67,19.58
2017-09-08,19.42,20.0,19.67,19.25,41390.08,-0.01,-0.05,19.548,19.161,18.249,55266.92,63773.08,46430.98,9.25
2017-09-07,19.25,20.45,19.68,19.1,88845.7,0.44,2.29,19.596,18.933,18.082,71797.08,62396.66,45321.86,19.86
2017-09-06,19.41,19.52,19.24,19.0,38976.4,-0.42,-2.14,19.594,18.663,17.921,70233.49,55823.28,41964.43,8.71
2017-09-05,19.5,19.8,19.66,19.29,50267.81,0.17,0.87,19.322,18.471,17.81,69872.6,54020.54,40809.71,11.24
2017-09-04,19.6,19.8,19.49,19.28,56854.62,-0.42,-2.11,19.054,18.233,17.675,72948.78,50988.66,39293.87,12.71
2017-09-01,19.94,20.11,19.91,19.22,124040.88,0.24,1.22,18.774,18.043,17.556,72279.24,47359.16,37294.39,27.72
2017-08-31,17.66,19.67,19.67,17.66,81027.72,1.79,10.01,18.27,17.782,17.414,52996.24,37694.84,32361.95,18.11
2017-08-30,18.09,18.24,17.88,17.85,37171.98,-0.44,-2.4,17.732,17.58,17.285,41413.08,32932.73,29702.01,8.31
2017-08-29,18.13,18.59,18.32,17.92,65648.7,0.23,1.27,17.62,17.575,17.233,38168.48,34421.74,29134.81,14.67
2017-08-28,17.53,18.09,18.09,17.51,53506.92,0.7,4.03,17.412,17.486,17.182,29028.55,32510.86,27177.46,11.96
2017-08-25,16.91,17.47,17.39,16.9,27625.9,0.41,2.42,17.312,17.337,17.151,22439.08,29088.87,25575.27,6.17
2017-08-24,17.36,17.45,16.98,16.98,23111.9,-0.34,-1.96,17.294,17.23,17.164,22393.43,28247.07,25623.22,5.17
2017-08-23,17.2,17.52,17.32,17.1,20949.0,0.04,0.23,17.428,17.179,17.222,24452.39,28105.58,26734.73,4.68
2017-08-22,17.59,17.59,17.28,17.22,19949.02,-0.31,-1.76,17.53,17.149,17.232,30674.99,27598.88,27273.68,4.46
2017-08-21,17.2,17.76,17.59,17.2,20559.58,0.29,1.68,17.56,17.117,17.277,35993.18,27599.07,28929.28,4.6
2017-08-18,17.48,17.5,17.3,17.12,27397.66,-0.35,-1.98,17.362,17.068,17.261,35738.66,27229.62,29874.65,6.12
2017-08-17,17.75,17.8,17.65,17.43,33406.68,-0.18,-1.01,17.166,17.045,17.261,34100.7,27029.05,29864.06,7.47
2017-08-16,17.33,18.1,17.83,17.16,52062.0,0.4,2.29,16.93,16.99,17.275,31758.77,26471.29,29835.58,11.64
2017-08-15,16.58,17.89,17.43,16.58,46539.98,0.83,5.0,16.768,16.89,17.283,24522.76,23847.89,28730.89,10.4
2017-08-14,16.36,16.74,16.6,16.3,19287.0,0.28,1.72,16.674,16.878,17.324,19204.97,21844.06,28458.52,4.31
2017-08-11,16.42,16.75,16.32,16.2,19207.84,-0.15,-0.91,16.774,16.964,17.419,18720.57,22061.66,29491.38,4.29
