date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,10.52,10.84,10.77,10.52,914730.0,0.4,3.86,10.314,10.228,10.267,346221.19,286182.84,232242.7,2.99
2017-11-09,10.25,10.42,10.38,10.25,254032.41,0.11,1.07,10.15,10.191,10.244,206935.17,215869.01,193505.37,0.83
2017-11-08,10.2,10.32,10.27,10.1,286051.06,0.16,1.58,10.078,10.2,10.237,209545.49,223356.35,188749.64,0.93
2017-11-07,10.04,10.16,10.11,10.0,151460.59,0.07,0.7,10.062,10.211,10.241,191347.62,207085.97,185025.53,0.49
2017-11-06,9.92,10.06,10.04,9.86,124831.91,0.09,0.91,10.096,10.24,10.256,190877.51,207066.0,185397.37,0.41
2017-11-03,10.02,10.06,9.95,9.85,218299.86,-0.07,-0.7,10.142,10.274,10.271,226144.49,215687.73,191412.27,0.71
2017-11-02,10.19,10.19,10.02,10.0,267084.03,-0.17,-1.67,10.232,10.302,10.286,224802.85,203900.11,189742.33,0.87
2017-11-01,10.31,10.33,10.19,10.14,195061.73,-0.09,-0.88,10.322,10.32,10.295,237167.2,189861.69,185447.42,0.64
2017-10-31,10.27,10.29,10.28,10.2,149110.0,0.01,0.1,10.36,10.319,10.299,222824.31,182446.59,182396.74,0.49
2017-10-30,10.4,10.44,10.27,10.09,301166.81,-0.13,-1.25,10.384,10.318,10.301,223254.5,182631.21,181211.26,0.98
2017-10-27,10.49,10.54,10.4,10.34,211591.69,-0.07,-0.67,10.406,10.306,10.298,205230.96,178302.55,176671.81,0.69
2017-10-26,10.35,10.49,10.47,10.25,328905.78,0.09,0.87,10.372,10.296,10.29,182997.37,171141.73,184005.58,1.07
2017-10-25,10.4,10.4,10.38,10.33,123347.29,-0.02,-0.19,10.318,10.274,10.292,142556.17,154142.94,179216.43,0.4
2017-10-24,10.37,10.42,10.4,10.31,151260.92,0.02,0.19,10.278,10.27,10.304,142068.86,162965.08,185417.75,0.49
2017-10-23,10.22,10.39,10.38,10.21,211049.14,0.15,1.47,10.252,10.272,10.313,142007.92,163728.74,194259.67,0.69
2017-10-20,10.15,10.23,10.23,10.11,100423.71,0.03,0.29,10.206,10.267,10.326,151374.14,167136.82,198755.87,0.33
2017-10-19,10.18,10.27,10.2,10.14,126699.8,0.02,0.2,10.22,10.27,10.349,159286.08,175584.54,209016.91,0.41
2017-10-18,10.24,10.32,10.18,10.17,120910.74,-0.09,-0.88,10.23,10.269,10.374,165729.7,181033.16,218307.57,0.4
2017-10-17,10.17,10.32,10.27,10.1,150956.19,0.12,1.18,10.262,10.278,10.402,183861.3,182346.88,238367.31,0.49
2017-10-16,10.29,10.3,10.15,10.09,257880.27,-0.15,-1.46,10.292,10.283,10.423,185449.57,179791.31,254566.86,0.84
2017-10-13,10.27,10.31,10.3,10.22,139983.41,0.05,0.49,10.328,10.289,10.454,182899.51,175041.07,258751.58,0.46
2017-10-12,10.33,10.38,10.25,10.23,158917.88,-0.09,-0.87,10.32,10.284,10.482,191883.0,196869.43,266093.53,0.52
2017-10-11,10.42,10.43,10.34,10.3,211568.77,-0.08,-0.77,10.308,10.31,10.511,196336.62,204289.93,291189.92,0.69
