date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,17.83,18.16,17.93,17.58,58422.35,0.13,0.73,17.816,17.778,17.473,51091.21,51991.52,45923.59,2.09
2017-11-09,17.55,17.93,17.8,17.45,31060.63,0.25,1.43,17.712,17.752,17.436,48345.3,53456.56,44615.4,1.11
2017-11-08,17.7,17.84,17.55,17.38,45462.92,-0.23,-1.29,17.732,17.744,17.391,55995.11,57158.48,44754.95,1.62
2017-11-07,17.93,18.13,17.78,17.52,48693.04,-0.24,-1.33,17.884,17.721,17.356,58475.95,57280.84,44927.07,1.74
2017-11-06,17.35,18.13,18.02,17.05,71817.1,0.61,3.5,17.87,17.616,17.294,57899.45,55118.13,43720.27,2.56
2017-11-03,17.81,17.87,17.41,17.35,44692.82,-0.49,-2.74,17.74,17.528,17.222,52891.82,51051.32,42038.16,1.6
2017-11-02,18.2,18.2,17.9,17.66,69309.69,-0.41,-2.24,17.792,17.477,17.161,58567.82,48490.18,40646.71,2.48
2017-11-01,17.66,18.4,18.31,17.51,57867.09,0.6,3.39,17.756,17.39,17.065,58321.85,44224.91,37973.37,2.07
2017-10-31,17.47,17.98,17.71,17.36,45810.56,0.34,1.96,17.558,17.281,16.957,56085.73,40930.6,35941.47,1.64
2017-10-30,17.57,17.78,17.37,17.26,46778.96,-0.3,-1.7,17.362,17.233,16.876,52336.82,40737.83,34631.25,1.67
2017-10-27,17.58,17.98,17.67,17.36,73072.81,-0.05,-0.28,17.316,17.167,16.795,49210.82,39855.66,33214.95,2.61
2017-10-26,17.31,17.91,17.72,17.24,68079.83,0.4,2.31,17.162,17.119,16.708,38412.54,35774.23,30738.66,2.43
2017-10-25,16.76,17.33,17.32,16.76,46686.48,0.59,3.53,17.024,17.037,16.624,30127.98,32351.42,28369.61,1.67
2017-10-24,17.14,17.14,16.73,16.68,27066.01,-0.41,-2.39,17.004,16.99,16.57,25775.48,32573.3,27036.56,0.97
2017-10-23,16.96,17.27,17.14,16.88,31148.97,0.24,1.42,17.104,16.972,16.548,29138.84,32322.4,26928.6,1.11
2017-10-20,17.03,17.03,16.9,16.7,19081.43,-0.13,-0.76,17.018,16.916,16.504,30500.49,33025.0,27763.03,0.68
2017-10-19,17.22,17.35,17.03,16.85,26657.0,-0.19,-1.1,17.076,16.845,16.445,33135.92,32803.23,27736.78,0.95
2017-10-18,17.09,17.3,17.22,17.0,24924.0,-0.01,-0.06,17.05,16.74,16.372,34574.85,31721.83,27409.48,0.89
2017-10-17,16.61,17.39,17.23,16.61,43882.79,0.52,3.11,16.976,16.632,16.288,39371.11,30952.34,26852.6,1.57
2017-10-16,17.22,17.27,16.71,16.54,37957.24,-0.48,-2.79,16.84,16.519,16.203,35505.96,28524.68,25851.63,1.36
2017-10-13,16.94,17.29,17.19,16.78,32258.58,0.29,1.72,16.814,16.423,16.156,35549.5,26574.25,25737.27,1.15
2017-10-12,16.82,17.2,16.9,16.71,33851.65,0.05,0.3,16.614,16.297,16.062,32470.54,25703.09,24942.92,1.21
2017-10-11,16.43,16.99,16.85,16.43,48905.31,0.3,1.81,16.43,16.21,15.987,28868.8,24387.81,24267.5,1.75
2017-10-10,16.64,16.68,16.55,16.25,24557.0,-0.03,-0.18,16.288,16.15,15.911,22533.56,21499.82,22670.36,0.88
2017-10-09,16.38,16.65,16.58,16.2,38174.97,0.39,2.41,16.198,16.123,15.849,21543.39,21534.8,23308.8,1.36
2017-09-29,15.96,16.2,16.19,15.85,16863.79,0.21,1.31,16.032,16.092,15.79,17599.0,22501.06,23068.42,0.6
2017-09-28,16.13,16.13,15.98,15.86,15842.94,-0.16,-0.99,15.98,16.044,15.763,18935.64,22670.32,24251.74,0.57
2017-09-27,16.1,16.26,16.14,16.0,17229.12,0.04,0.25,15.99,16.003,15.746,19906.82,23097.13,24980.1,0.62
2017-09-26,15.77,16.1,16.1,15.66,19606.15,0.35,2.22,16.012,15.943,15.713,20466.07,22752.87,25939.96,0.7
2017-09-25,15.86,16.0,15.75,15.68,18452.98,-0.18,-1.13,16.048,15.886,15.693,21526.2,23178.59,26934.67,0.66
2017-09-22,16.02,16.28,15.93,15.92,23547.03,-0.1,-0.62,16.152,15.888,15.689,27403.12,24900.28,28346.23,0.84
2017-09-21,16.17,16.3,16.03,16.02,20698.8,-0.22,-1.35,16.108,15.827,15.679,26404.99,24182.75,29939.72,0.74
2017-09-20,16.27,16.32,16.25,16.12,20025.4,-0.03,-0.18,16.016,15.763,15.671,26287.43,24147.19,34665.17,0.72
2017-09-19,16.37,16.37,16.28,16.11,24906.8,0.01,0.06,15.874,15.672,15.61,25039.66,23840.9,35160.64,0.89
2017-09-18,15.78,16.5,16.27,15.72,47837.57,0.56,3.56,15.724,15.574,15.543,24830.98,25082.81,36302.96,1.71
2017-09-15,15.57,15.77,15.71,15.45,18556.4,0.14,0.9,15.624,15.487,15.476,22397.45,23635.77,36026.61,0.66
2017-09-14,15.53,15.78,15.57,15.46,20111.0,0.03,0.19,15.546,15.481,15.426,21960.51,25833.15,37047.85,0.72
2017-09-13,15.6,15.63,15.54,15.45,13786.54,0.01,0.06,15.51,15.488,15.376,22006.94,26863.08,37666.62,0.49
2017-09-12,15.76,15.78,15.53,15.45,23863.41,-0.24,-1.52,15.47,15.483,15.328,22642.13,29127.04,38158.02,0.85
2017-09-11,15.3,15.8,15.77,15.28,35669.88,0.45,2.94,15.424,15.499,15.278,25334.63,30690.74,37976.22,1.27
2017-09-08,15.39,15.5,15.32,15.26,16371.73,-0.07,-0.46,15.35,15.489,15.213,24874.1,31792.18,37520.65,0.58
2017-09-07,15.26,15.58,15.39,15.26,20343.14,0.05,0.33,15.416,15.53,15.167,29705.79,35696.68,38039.18,0.73
2017-09-06,15.3,15.36,15.34,15.2,16962.49,0.04,0.26,15.466,15.578,15.139,31719.21,45183.15,39407.49,0.61
2017-09-05,15.38,15.49,15.3,15.17,37325.91,-0.1,-0.65,15.496,15.548,15.117,35611.96,46480.39,42030.29,1.33
2017-09-04,15.6,15.69,15.4,15.37,33367.23,-0.25,-1.6,15.574,15.512,15.057,36046.86,47523.12,40673.65,1.19
2017-09-01,15.8,15.8,15.65,15.5,40530.2,0.01,0.06,15.628,15.464,14.991,38710.27,48417.45,39680.59,1.45
