date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,7.44,7.48,7.42,7.38,90797.98,-0.02,-0.27,7.384,7.344,7.725,104581.99,119452.08,163959.1,0.79
2017-11-09,7.35,7.47,7.44,7.34,81088.07,0.05,0.68,7.338,7.395,7.779,107203.38,119590.75,174139.17,0.71
2017-11-08,7.37,7.49,7.39,7.35,115200.38,0.0,0.0,7.3,7.454,7.832,112532.08,124967.28,188830.05,1.01
2017-11-07,7.29,7.39,7.39,7.21,128688.26,0.11,1.51,7.286,7.522,7.892,108646.92,124497.74,229408.79,1.13
2017-11-06,7.24,7.28,7.28,7.13,107135.28,0.09,1.25,7.284,7.581,7.958,102892.66,134604.29,258912.23,0.94
2017-11-03,7.23,7.3,7.19,7.15,103904.9,-0.06,-0.83,7.304,7.675,7.991,134322.17,137293.48,260290.29,0.91
2017-11-02,7.31,7.42,7.25,7.22,107731.57,-0.07,-0.96,7.452,7.781,8.017,131978.12,145084.3,259811.52,0.94
2017-11-01,7.41,7.42,7.32,7.32,95774.58,-0.06,-0.81,7.608,7.885,8.039,137402.48,167559.1,259217.32,0.84
2017-10-31,7.31,7.47,7.38,7.3,99916.97,0.0,0.0,7.758,7.973,8.064,140348.57,191906.65,257923.25,0.87
2017-10-30,7.86,7.9,7.38,7.23,264282.81,-0.55,-6.94,7.878,8.036,8.086,166315.91,197916.64,258192.65,2.31
2017-10-27,8.05,8.08,7.93,7.92,92184.66,-0.1,-1.25,8.046,8.106,8.106,140264.79,208466.12,253713.63,0.81
2017-10-26,8.06,8.08,8.03,7.96,134853.38,-0.04,-0.5,8.11,8.163,8.113,158190.49,228687.58,259129.16,1.18
2017-10-25,7.95,8.1,8.07,7.95,110505.02,0.09,1.13,8.162,8.21,8.126,197715.73,252692.83,269480.52,0.97
2017-10-24,8.2,8.2,7.98,7.91,229753.7,-0.24,-2.92,8.188,8.261,8.13,243464.72,334319.84,270479.57,2.01
2017-10-23,8.22,8.32,8.22,8.18,134027.19,-0.03,-0.36,8.194,8.335,8.139,229517.37,383220.18,266408.74,1.17
2017-10-20,8.21,8.37,8.25,8.1,181813.16,-0.04,-0.48,8.166,8.306,8.134,276667.45,383287.1,264691.45,1.59
2017-10-19,8.08,8.44,8.29,8.02,332479.56,0.09,1.1,8.216,8.252,8.127,299184.68,374538.73,261009.53,2.91
2017-10-18,8.03,8.57,8.2,8.0,339250.0,0.19,2.37,8.258,8.193,8.119,307669.93,350875.55,250827.27,2.97
2017-10-17,8.05,8.13,8.01,7.94,160016.92,-0.07,-0.87,8.334,8.155,8.118,425174.96,323939.85,239242.71,1.4
2017-10-16,8.4,8.4,8.08,8.08,369777.62,-0.42,-4.94,8.476,8.136,8.128,536922.98,318468.66,240463.2,3.23
2017-10-13,8.51,8.72,8.5,8.45,294399.28,0.0,0.0,8.446,8.106,8.137,489906.74,298961.14,228822.08,2.57
2017-10-12,8.43,8.75,8.5,8.41,374905.84,-0.08,-0.93,8.288,8.063,8.125,449892.78,289570.73,222944.82,3.28
2017-10-11,9.0,9.16,8.58,8.5,926775.12,-0.14,-1.61,8.128,8.042,8.106,394081.16,286268.22,216737.21,8.1
2017-10-10,7.93,8.72,8.72,7.93,718757.06,0.79,9.96,7.976,7.998,8.095,222704.74,206639.3,181975.13,6.28
2017-10-09,7.85,7.94,7.93,7.74,134696.39,0.22,2.85,7.796,7.942,8.074,100014.34,149597.3,160491.92,1.18
2017-09-29,7.73,7.8,7.71,7.66,94329.51,0.01,0.13,7.766,7.962,8.098,108015.54,146095.8,172921.71,0.82
2017-09-28,7.83,7.87,7.7,7.7,95847.71,-0.12,-1.53,7.838,8.001,8.119,129248.67,147480.32,181522.32,0.84
2017-09-27,7.78,7.91,7.82,7.77,69893.02,0.0,0.0,7.956,8.044,8.133,178455.28,150778.99,188915.44,0.61
2017-09-26,7.76,7.85,7.82,7.65,105305.06,0.04,0.51,8.02,8.08,8.135,190573.86,154545.57,197226.07,0.92
2017-09-25,8.04,8.13,7.78,7.73,174702.42,-0.29,-3.59,8.088,8.119,8.129,199180.25,162457.75,198525.02,1.53
2017-09-22,8.25,8.28,8.07,8.03,200495.16,-0.22,-2.65,8.158,8.167,8.128,184176.05,158683.02,201482.91,1.75
2017-09-21,8.2,8.48,8.29,8.17,341880.75,0.15,1.84,8.164,8.186,8.109,165711.97,156318.9,198927.2,2.99
2017-09-20,8.14,8.16,8.14,8.01,130485.89,-0.02,-0.24,8.132,8.17,8.065,123102.69,147206.19,188175.22,1.14
2017-09-19,8.15,8.25,8.16,8.12,148337.05,0.03,0.37,8.14,8.191,8.037,118517.28,157310.96,187372.91,1.3
2017-09-18,8.09,8.16,8.13,8.06,99681.42,0.03,0.37,8.15,8.206,8.009,125735.24,171386.54,187105.12,0.87
2017-09-15,8.1,8.16,8.1,8.05,108174.74,-0.03,-0.37,8.176,8.234,7.989,133189.98,199747.63,187938.53,0.95
2017-09-14,8.19,8.23,8.13,8.1,128834.35,-0.05,-0.61,8.208,8.237,7.969,146925.83,215564.31,191619.69,1.13
2017-09-13,8.24,8.27,8.18,8.13,107558.84,-0.03,-0.36,8.208,8.222,7.954,171309.69,227051.89,202908.13,0.94
2017-09-12,8.22,8.34,8.21,8.13,184426.86,-0.05,-0.6,8.242,8.19,7.932,196104.63,239906.57,217543.91,1.61
2017-09-11,8.22,8.27,8.26,8.16,136955.12,0.0,0.0,8.262,8.138,7.896,217037.84,234592.28,217086.18,1.2
2017-09-08,8.23,8.33,8.26,8.11,176854.0,0.13,1.6,8.292,8.089,7.852,266305.27,244282.81,220018.16,1.55
2017-09-07,8.32,8.42,8.13,8.1,250753.64,-0.22,-2.63,8.266,8.031,7.795,284202.78,241535.5,216944.45,2.19
2017-09-06,8.27,8.38,8.35,8.1,231533.55,0.04,0.48,8.236,7.96,7.746,282794.08,229144.25,214490.75,2.02
2017-09-05,8.38,8.53,8.31,8.23,289092.91,-0.1,-1.19,8.138,7.882,7.699,283708.5,217434.87,210325.16,2.53
2017-09-04,8.2,8.45,8.41,8.13,383292.25,0.28,3.44,8.014,7.811,7.657,252146.72,202823.7,207474.11,3.35
2017-09-01,7.96,8.15,8.13,7.91,266341.56,0.15,1.88,7.886,7.743,7.602,222260.34,176129.43,194450.56,2.33
2017-08-31,7.96,8.17,7.98,7.91,243710.12,0.12,1.53,7.796,7.701,7.555,198868.22,167675.07,187699.11,2.13
2017-08-30,7.71,7.94,7.86,7.71,236105.66,0.17,2.21,7.684,7.685,7.523,175494.43,178764.37,186919.86,2.06
2017-08-29,7.77,7.86,7.69,7.68,131284.02,-0.08,-1.03,7.626,7.674,7.492,151161.24,195181.25,183150.6,1.15
2017-08-28,7.74,7.88,7.77,7.72,233860.36,0.09,1.17,7.608,7.653,7.471,153500.68,199580.08,185668.86,2.04
2017-08-25,7.42,7.68,7.68,7.4,149380.95,0.26,3.5,7.6,7.615,7.452,129998.51,195753.51,187248.2,1.31
2017-08-24,7.55,7.6,7.42,7.41,126841.16,-0.15,-1.98,7.606,7.559,7.429,136481.92,192353.4,196611.06,1.11
2017-08-23,7.6,7.67,7.57,7.55,114439.72,-0.03,-0.4,7.686,7.532,7.423,182034.3,199837.24,211000.32,1.0
2017-08-22,7.72,7.79,7.6,7.57,142981.22,-0.13,-1.68,7.722,7.515,7.377,239201.26,203215.45,209951.71,1.25
2017-08-21,7.71,7.82,7.73,7.7,116349.48,0.02,0.26,7.698,7.503,7.332,245659.48,212124.51,206781.91,1.02
2017-08-18,7.75,7.81,7.71,7.66,181798.0,-0.11,-1.41,7.63,7.46,7.28,261508.52,212771.69,205609.63,1.59
2017-08-17,7.67,7.99,7.82,7.61,354603.09,0.07,0.9,7.512,7.409,7.227,248224.88,207723.14,200481.86,3.1
2017-08-16,7.48,7.91,7.75,7.36,400274.53,0.27,3.61,7.378,7.36,7.17,217640.17,195075.36,187993.75,3.5
2017-08-15,7.41,7.49,7.48,7.33,175272.28,0.09,1.22,7.308,7.309,7.119,167229.63,171119.95,174127.23,1.53
2017-08-14,7.12,7.47,7.39,7.12,195594.69,0.27,3.79,7.308,7.289,7.08,178589.54,171757.64,172777.89,1.71
2017-08-11,7.1,7.23,7.12,7.08,115379.81,-0.03,-0.42,7.29,7.288,7.048,164034.85,178742.88,176658.86,1.01
2017-08-10,7.38,7.46,7.15,7.13,201679.56,-0.25,-3.38,7.306,7.298,7.066,167221.4,200868.72,174533.33,1.76
2017-08-09,7.46,7.5,7.4,7.36,148221.81,-0.08,-1.07,7.342,7.313,7.085,172510.54,222163.4,168157.69,1.3
2017-08-08,7.32,7.54,7.48,7.29,232071.84,0.18,2.47,7.31,7.239,7.092,175010.27,216687.97,167784.63,2.03
2017-08-07,7.26,7.39,7.3,7.23,122821.25,0.1,1.39,7.27,7.16,7.101,164925.74,201439.31,160277.15,1.07
2017-08-04,7.34,7.4,7.2,7.2,131312.56,-0.13,-1.77,7.286,7.1,7.123,193450.91,198447.57,159302.01,1.15
2017-08-03,7.2,7.53,7.33,7.15,228125.23,0.09,1.24,7.29,7.044,7.157,234516.04,193240.58,156237.59,1.99
2017-08-02,7.25,7.39,7.24,7.17,160720.47,-0.04,-0.55,7.284,6.98,7.188,271816.27,180912.14,152196.35,1.41
2017-08-01,7.31,7.37,7.28,7.18,181649.19,-0.1,-1.35,7.168,6.928,7.226,258365.66,177134.52,149246.67,1.59
2017-07-31,7.19,7.44,7.38,7.08,265447.12,0.16,2.22,7.05,6.871,7.258,237952.88,173798.14,143724.95,2.32
2017-07-28,7.21,7.46,7.22,7.13,336638.19,-0.08,-1.1,6.914,6.807,7.286,203444.23,174574.83,136494.01,2.94
2017-07-27,6.66,7.3,7.3,6.64,414626.38,0.64,9.61,6.798,6.834,7.316,151965.12,148197.94,124752.51,3.63
