date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,18.1,18.14,17.98,17.72,14501.42,-0.01,-0.06,17.968,17.802,17.9,22982.77,18167.26,17175.91,0.39
2017-11-09,18.03,18.18,17.99,17.83,7412.25,-0.01,-0.06,17.822,17.814,17.906,22627.28,17536.97,16894.13,0.2
2017-11-08,18.0,18.14,18.0,17.81,17210.07,-0.07,-0.39,17.736,17.829,17.903,24476.63,18321.54,17018.77,0.46
2017-11-07,17.7,18.2,18.07,17.47,39694.99,0.27,1.52,17.684,17.816,17.907,23169.22,17170.24,16748.36,1.07
2017-11-06,17.29,17.9,17.8,16.92,36095.1,0.55,3.19,17.634,17.788,17.912,18193.62,14059.64,15388.52,0.97
2017-11-03,17.64,17.81,17.25,17.21,12724.0,-0.31,-1.76,17.636,17.799,17.922,13351.75,11016.73,14602.11,0.34
2017-11-02,17.74,17.92,17.56,17.5,16658.97,-0.18,-1.01,17.806,17.857,17.963,12446.65,10768.0,15078.89,0.45
2017-11-01,17.9,17.97,17.74,17.63,10673.05,-0.08,-0.45,17.922,17.863,17.992,12166.44,10966.31,15046.71,0.29
2017-10-31,17.84,18.35,17.82,17.79,14816.99,0.01,0.06,17.948,17.889,18.01,11171.26,12535.9,15345.17,0.4
2017-10-30,18.15,18.15,17.81,17.55,11885.75,-0.29,-1.6,17.942,17.971,18.039,9925.66,16329.54,15094.23,0.32
2017-10-27,18.11,18.18,18.1,18.0,8198.48,-0.04,-0.22,17.962,17.998,18.074,8681.7,16184.56,15367.83,0.22
2017-10-26,17.87,18.2,18.14,17.73,15257.95,0.27,1.51,17.908,17.997,18.115,9089.36,16251.3,15732.0,0.41
2017-10-25,17.9,17.91,17.87,17.74,5697.13,0.08,0.45,17.804,17.977,18.162,9766.17,15716.01,16014.25,0.15
2017-10-24,17.91,17.93,17.79,17.79,8589.0,-0.12,-0.67,17.83,17.997,18.233,13900.54,16326.47,16699.36,0.23
2017-10-23,17.82,18.0,17.91,17.75,5665.94,0.08,0.45,18.0,18.036,18.313,22733.41,16717.39,16886.46,0.15
2017-10-20,17.69,17.97,17.83,17.64,10236.76,0.21,1.19,18.034,18.044,18.388,23687.41,18187.5,17420.31,0.27
2017-10-19,17.86,17.96,17.62,17.53,18642.0,-0.38,-2.11,18.086,18.068,18.462,23413.25,19389.79,17803.38,0.5
2017-10-18,18.47,18.5,18.0,17.86,26369.0,-0.64,-3.43,18.15,18.121,18.544,21665.85,19127.11,17601.35,0.71
