date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,15.4,15.79,15.41,15.03,1579159.5,-0.26,-1.66,14.128,12.508,11.552,1644839.85,1076115.13,622695.07,20.07
2017-11-09,15.5,15.88,15.66,15.0,2100478.75,1.19,8.22,13.396,12.046,11.312,1686465.98,938618.87,550965.05,26.69
2017-11-08,13.62,14.47,14.47,13.62,1159955.88,1.32,10.04,12.4,11.543,11.056,1298360.83,742548.39,452841.58,14.74
2017-11-07,12.35,13.15,13.15,12.25,1669040.75,1.2,10.04,11.67,11.146,10.855,1110386.18,661275.99,403936.19,21.21
2017-11-06,11.71,12.37,11.95,11.66,1715564.38,0.2,1.7,11.204,10.844,10.718,816113.38,502651.29,325318.19,21.8
2017-11-03,11.75,11.75,11.75,11.35,1787290.12,1.07,10.02,10.888,10.684,10.643,507390.42,337392.12,245364.7,22.71
2017-11-02,10.84,10.86,10.68,10.56,159953.03,-0.14,-1.29,10.696,10.541,10.574,190771.76,173411.44,164944.85,2.03
2017-11-01,10.81,11.05,10.82,10.67,220082.62,0.0,0.0,10.686,10.545,10.555,186735.94,165237.12,166447.15,2.8
2017-10-31,10.35,10.93,10.82,10.17,197676.73,0.45,4.34,10.622,10.531,10.542,212165.81,155794.56,166278.55,2.51
2017-10-30,10.7,10.8,10.37,10.31,171949.59,-0.42,-3.89,10.484,10.528,10.547,189189.2,159185.49,165504.25,2.18
2017-10-27,10.69,11.0,10.79,10.6,204196.83,0.16,1.5,10.48,10.595,10.576,167393.83,169275.01,167638.62,2.59
2017-10-26,10.47,10.68,10.63,10.44,139773.95,0.13,1.24,10.386,10.577,10.587,156051.12,163311.24,171740.79,1.78
2017-10-25,10.21,10.64,10.5,10.21,347231.94,0.37,3.65,10.404,10.569,10.62,143738.29,163134.78,186921.93,4.41
2017-10-18,10.31,10.39,10.13,10.1,82793.71,-0.22,-2.13,10.44,10.564,10.637,99423.32,146596.38,176369.58,1.05
