date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,12.39,12.92,12.8,12.38,133764.23,0.37,2.98,12.54,12.228,12.01,101780.18,89699.33,77490.83,0.8
2017-11-09,12.42,12.65,12.43,12.33,73134.37,0.04,0.32,12.436,12.144,11.974,104498.16,80521.55,73339.27,0.44
2017-11-08,12.44,12.55,12.39,12.29,70567.52,-0.05,-0.4,12.296,12.1,11.953,101976.21,77513.86,72586.82,0.42
2017-11-07,12.61,12.75,12.44,12.42,92117.77,-0.2,-1.58,12.178,12.062,11.935,99325.1,75754.71,73700.07,0.55
2017-11-06,12.3,12.86,12.64,12.13,139317.02,0.36,2.93,12.062,12.022,11.915,88341.33,74186.28,75487.2,0.83
2017-11-03,11.77,12.33,12.28,11.77,147354.14,0.55,4.69,11.916,11.937,11.9,77618.47,67329.35,71753.1,0.88
2017-11-02,11.73,11.94,11.73,11.67,60524.62,-0.07,-0.59,11.852,11.855,11.9,56544.93,59664.47,68776.7,0.36
2017-11-01,11.81,11.84,11.8,11.71,57311.94,-0.06,-0.51,11.904,11.831,11.926,53051.51,58339.85,70206.93,0.34
2017-10-31,11.85,11.97,11.86,11.81,37198.92,-0.05,-0.42,11.946,11.822,11.948,52184.32,56156.83,70741.18,0.22
2017-10-30,11.98,12.03,11.91,11.59,85702.74,-0.05,-0.42,11.982,11.811,11.965,60031.23,58086.84,71387.02,0.51
2017-10-27,11.99,12.05,11.96,11.91,41986.41,-0.03,-0.25,11.958,11.792,11.978,57040.22,65282.32,70055.39,0.25
2017-10-26,12.05,12.05,11.99,11.89,43057.53,-0.02,-0.17,11.858,11.804,11.989,62784.02,66156.99,73133.39,0.26
2017-10-25,12.09,12.15,12.01,11.87,52976.01,-0.03,-0.25,11.758,11.806,12.0,63628.19,67659.78,75401.68,0.32
2017-10-24,11.88,12.08,12.04,11.75,76433.47,0.25,2.12,11.698,11.808,12.012,60129.33,71645.43,85933.68,0.46
2017-10-23,11.71,11.97,11.79,11.57,70747.67,0.33,2.88,11.64,11.807,12.031,56142.46,76788.11,93045.51,0.42
2017-10-20,11.49,11.59,11.46,11.21,70705.4,-0.03,-0.26,11.626,11.862,12.084,73524.43,76176.86,95334.58,0.42
2017-10-19,11.73,11.79,11.49,11.44,47278.39,-0.22,-1.88,11.75,11.945,12.16,69529.97,77888.93,98160.97,0.28
2017-10-18,11.8,11.82,11.71,11.66,35481.72,-0.04,-0.34,11.854,12.021,12.232,71691.38,82074.01,104709.81,0.21
2017-10-17,11.72,11.83,11.75,11.66,56499.1,0.03,0.26,11.918,12.074,12.29,83161.53,85325.54,108271.48,0.34
2017-10-16,12.08,12.08,11.72,11.51,157657.53,-0.36,-2.98,11.974,12.119,12.338,97433.77,84687.2,116819.06,0.94
2017-10-13,12.05,12.09,12.08,11.99,50733.11,0.07,0.58,12.098,12.163,12.37,78829.29,74828.45,112179.12,0.3
2017-10-12,11.96,12.1,12.01,11.96,58085.42,-0.02,-0.17,12.14,12.174,12.383,86247.89,80109.79,114569.99,0.35
2017-10-11,12.05,12.14,12.03,11.95,92832.49,0.0,0.0,12.188,12.193,12.397,92456.64,83143.57,116470.86,0.55
2017-10-10,12.36,12.48,12.03,11.97,127860.28,-0.31,-2.51,12.23,12.215,12.418,87489.55,100221.93,116395.91,0.76
2017-10-09,12.38,12.5,12.34,12.3,64635.15,0.05,0.41,12.264,12.254,12.437,71940.63,109302.91,115039.12,0.39
2017-09-29,12.29,12.35,12.29,12.18,87826.09,0.04,0.33,12.228,12.306,12.434,70827.61,114492.31,117078.65,0.52
2017-09-28,12.2,12.33,12.25,12.11,89129.21,0.01,0.08,12.208,12.374,12.436,73971.69,118433.02,119426.28,0.53
2017-09-27,12.19,12.3,12.24,12.16,67997.04,0.04,0.33,12.198,12.443,12.439,73830.49,127345.62,120997.85,0.41
2017-09-26,12.16,12.24,12.2,12.11,50115.66,0.04,0.33,12.2,12.506,12.446,112954.31,131217.41,126361.25,0.3
2017-09-25,12.2,12.29,12.16,12.11,59070.05,-0.03,-0.25,12.244,12.556,12.445,146665.19,148950.93,129810.83,0.35
2017-09-22,12.21,12.24,12.19,11.9,103546.49,-0.01,-0.08,12.384,12.576,12.451,158157.01,149529.8,134030.28,0.62
2017-09-21,12.18,12.41,12.2,12.15,88423.23,-0.05,-0.41,12.54,12.591,12.45,162894.34,149030.18,135287.17,0.53
2017-09-20,12.36,12.53,12.25,11.75,263616.12,-0.17,-1.37,12.688,12.601,12.44,180860.74,149798.16,136485.04,1.57
2017-09-19,12.8,12.99,12.42,12.38,218670.08,-0.44,-3.42,12.812,12.62,12.43,149480.51,132569.9,128889.93,1.3
2017-09-18,12.97,13.18,12.86,12.83,116529.13,-0.11,-0.85,12.868,12.62,12.416,151236.67,120775.33,124405.0,0.7
2017-09-15,12.94,13.05,12.97,12.69,127233.15,0.03,0.23,12.768,12.561,12.376,140902.58,119664.99,124067.49,0.76
2017-09-14,12.75,13.27,12.94,12.75,178255.22,0.07,0.54,12.642,12.497,12.324,135166.02,120419.54,122655.6,1.06
2017-09-13,12.7,12.95,12.87,12.65,106714.99,0.17,1.34,12.514,12.435,12.277,118735.57,114650.07,120410.42,0.64
2017-09-12,12.4,13.08,12.7,12.4,227450.84,0.34,2.75,12.428,12.386,12.233,115659.28,121505.08,120591.24,1.36
2017-09-11,12.33,12.43,12.36,12.27,64858.72,0.02,0.16,12.372,12.333,12.199,90314.0,110670.72,116355.43,0.39
2017-09-08,12.28,12.48,12.34,12.24,98550.35,0.04,0.33,12.354,12.326,12.181,98427.39,118530.75,122586.82,0.59
2017-09-07,12.48,12.5,12.3,12.3,96102.95,-0.14,-1.12,12.352,12.308,12.155,105673.06,121544.17,131806.3,0.57
2017-09-06,12.46,12.46,12.44,12.33,91333.53,0.02,0.16,12.356,12.279,12.144,110564.58,123171.93,142635.44,0.54
2017-09-05,12.23,12.45,12.42,12.23,100724.46,0.15,1.22,12.344,12.239,12.119,127350.89,125209.96,145676.23,0.6
2017-09-04,12.27,12.33,12.27,12.22,105425.65,-0.06,-0.49,12.294,12.212,12.094,131027.44,128034.66,154470.98,0.63
2017-09-01,12.3,12.39,12.33,12.22,134778.7,0.01,0.08,12.298,12.19,12.101,138634.12,128469.99,166059.86,0.8
2017-08-31,12.34,12.49,12.32,12.27,120560.55,-0.06,-0.48,12.264,12.15,12.084,137415.27,124891.67,171669.66,0.72
2017-08-30,12.17,12.47,12.38,12.16,175265.08,0.21,1.73,12.202,12.119,12.067,135779.29,126170.77,185348.83,1.05
2017-08-29,12.25,12.29,12.17,12.09,119107.24,-0.12,-0.98,12.134,12.079,12.062,123069.03,119677.4,207936.05,0.71
2017-08-28,12.2,12.35,12.29,12.1,143459.02,0.13,1.07,12.13,12.064,12.021,125041.88,122040.13,214792.7,0.86
2017-08-25,11.99,12.2,12.16,11.99,128684.47,0.15,1.25,12.082,12.036,11.966,118305.86,126642.88,217978.41,0.77
2017-08-24,12.02,12.1,12.01,11.96,112380.64,-0.03,-0.25,12.036,12.002,11.901,112368.06,142068.43,216328.07,0.67
2017-08-23,12.16,12.22,12.04,12.0,111713.8,-0.11,-0.91,12.036,12.009,11.844,116562.24,162098.95,217821.12,0.67
2017-08-22,12.04,12.24,12.15,12.03,128971.49,0.1,0.83,12.024,11.999,11.788,116285.77,166142.51,221544.86,0.77
2017-08-21,11.93,12.06,12.05,11.93,109778.92,0.12,1.01,11.998,11.976,11.733,119038.37,180907.3,227295.19,0.65
2017-08-18,11.94,12.09,11.93,11.91,98995.45,-0.08,-0.67,11.99,12.011,11.681,134979.9,203649.73,233520.76,0.59
2017-08-17,12.0,12.15,12.01,11.92,133351.55,0.03,0.25,11.968,12.017,11.625,171768.81,218447.64,234012.2,0.8
