date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,43.59,44.37,43.82,42.8,213677.3,-0.09,-0.2,43.732,42.246,40.87,249800.75,231251.13,189201.75,1.12
2017-11-09,42.7,44.08,43.9,42.03,218705.58,1.08,2.52,43.568,42.013,40.512,265002.58,224401.77,185156.53,1.15
2017-11-08,43.3,44.44,42.82,42.37,245368.92,-0.53,-1.22,42.946,41.721,40.152,251769.9,222726.23,183593.09,1.29
2017-11-07,44.79,45.5,43.35,43.0,283918.06,-1.42,-3.17,42.38,41.614,39.803,239353.03,216404.99,184885.5,1.49
2017-11-06,42.96,45.18,44.77,42.48,287333.88,1.77,4.12,41.678,41.27,39.369,229963.2,202351.95,190299.47,1.51
2017-11-03,40.7,43.2,43.0,40.7,289686.47,2.21,5.42,40.76,40.737,38.874,212701.51,184323.04,190949.46,1.52
2017-11-02,39.66,41.21,40.79,39.5,152542.19,0.8,2.0,40.458,40.382,38.434,183800.96,167414.53,182868.42,0.8
2017-11-01,39.88,41.3,39.99,39.7,183284.56,0.15,0.38,40.496,40.249,38.094,193682.56,174797.29,182852.42,0.96
2017-10-31,39.43,40.12,39.84,38.61,236968.91,-0.34,-0.85,40.848,39.979,37.742,193456.95,166422.38,178334.83,1.24
2017-10-30,41.5,41.68,40.18,39.75,201025.42,-1.31,-3.16,40.862,39.758,37.401,174740.69,153311.16,172976.83,1.05
2017-10-27,41.01,41.55,41.49,40.08,145183.73,0.51,1.25,40.714,39.493,37.089,155944.56,147152.36,170785.75,0.76
2017-10-26,41.4,42.29,40.98,40.41,201950.2,-0.77,-1.84,40.306,39.011,36.672,151028.1,145911.29,172563.82,1.06
2017-10-25,39.91,41.95,41.75,39.71,182156.48,1.84,4.61,40.002,38.583,36.262,155912.02,144459.96,170775.12,0.95
2017-10-24,39.18,40.7,39.91,38.95,143387.62,0.47,1.19,39.11,37.991,35.812,139387.81,153366.01,175622.19,0.75
2017-10-23,39.38,39.94,39.44,38.76,107044.79,-0.01,-0.03,38.654,37.467,35.376,131881.62,178246.99,175509.66,0.56
2017-10-20,39.2,40.01,39.45,38.58,120601.42,-0.01,-0.03,38.272,37.011,34.962,138360.16,197575.89,184330.02,0.63
