date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,11.0,11.38,11.21,10.97,61003.01,0.17,1.54,11.07,11.162,11.363,51538.32,60714.49,57057.02,0.84
2017-11-09,11.07,11.09,11.04,10.92,38785.93,-0.06,-0.54,11.07,11.211,11.414,55630.15,58991.55,56476.72,0.54
2017-11-08,11.0,11.17,11.1,10.85,51306.03,0.09,0.82,11.19,11.282,11.478,67659.25,60664.55,57456.65,0.71
2017-11-07,10.93,11.02,11.01,10.8,41879.17,0.02,0.18,11.208,11.337,11.539,63821.64,59756.44,60000.08,0.58
2017-11-06,11.23,11.23,10.99,10.77,64717.45,-0.22,-1.96,11.25,11.382,11.595,65134.41,60093.27,60657.98,0.9
2017-11-03,11.52,11.76,11.21,11.1,81462.15,-0.43,-3.69,11.254,11.456,11.643,69890.67,58311.32,59702.53,1.13
2017-11-02,11.17,11.94,11.64,11.04,98931.45,0.45,4.02,11.352,11.474,11.672,62352.95,54312.22,57891.17,1.37
2017-11-01,11.23,11.33,11.19,11.08,32117.97,-0.03,-0.27,11.374,11.42,11.683,53669.84,51270.28,55202.44,0.44
2017-10-31,11.02,11.24,11.22,11.02,48443.05,0.21,1.91,11.466,11.433,11.713,55691.25,54450.32,55768.77,0.67
2017-10-30,11.61,11.75,11.01,10.97,88498.72,-0.69,-5.9,11.514,11.492,11.742,55052.12,53418.75,55339.19,1.23
2017-10-27,11.71,11.85,11.7,11.65,43773.55,-0.05,-0.43,11.658,11.563,11.768,46731.98,53399.55,52414.69,0.61
2017-10-26,11.7,11.95,11.75,11.68,55515.93,0.1,0.86,11.596,11.616,11.763,46271.48,53961.9,52741.63,0.77
2017-10-25,11.48,11.72,11.65,11.48,42225.0,0.19,1.66,11.466,11.673,11.768,48870.72,54248.75,52600.8,0.58
2017-10-24,11.6,11.66,11.46,11.37,45247.39,-0.27,-2.3,11.4,11.741,11.788,53209.39,60243.71,54009.8,0.63
