custid
126001793
15446
600002315
106015359
106017663
109012161
129001993
156042231
820000207
105017379
105008075
152063851
156001375
156008638
101010404
101010742
101017623
105025155
106026135
108044016
109004588
106016383
128005126
108038659
152003765
135015855
156066846
159001305
830001329
700001010
101008864
130004803
133014072
151003942
156014492
600003549
107011043
152012482
152057375
300110055
108001408
108002962
109013668
108030597
110000405
126006465
105011533
109012311
110009385
152020083
152096088
300110743
300104569
107008179
120013050
135016216
107008161
106017678
160000292
106026872
105001439
135012505
135014965
135019985
107004151
108045938
119001317
122003078
117004523
14559
152040061
152072313
300102933
40001508
107010115
106003271
108021382
133002411
135007081
135023343
152100302
156067295
300123559
300107164
109001219
119000786
129008219
156071629
107005970
152077823
810004181
101015815
152054532
300103707
700002921
135005735
135010491
152019030
152048176
810000139
830000887
14448
152000831
153002489
101010511
106029842
108025358
109017296
122002839
300114064
108005946
128003323
133002609
156068951
24661
40002686
35006405
106015226
105025000
106018216
106030243
108038456
109023996
152078115
106005903
133014305
35010878
106000823
110008223
110010770
165001436
107017969
133014056
130007030
107016613
108052855
123009076
133009336
300123620
165002055
105015512
106017543
133000213
122008196
135021478
700003878
108038461
118004818
133008186
152012239
152063642
101011646
101016050
108048450
123006231
126004642
155002089
162002366
300106827
800008334
135009019
152023842
152043123
300104521
40002854
800007289
108033532
118000628
101000681
106008944
106015643
106031505
106037552
108016346
118003603
135016429
135024215
15386
155001461
165001578
108010907
108026521
115004633
118004775
152008896
107001079
106006254
106000706
106035658
108017560
159000819
300109176
101001493
106014721
107018186
106017079
110006132
128000316
127010176
121004383
152056533
152041456
300103032
152092948
10032365
101017326
167000869
300114617
800003651
700001233
105005986
105016058
133007541
101014582
152085622
35005862
108000390
109005805
152062762
800007891
152019748
162003031
35005001
106015556
108049853
152048643
152060840
156077522
101003293
106000073
152055130
152059258
35001048
101005168
108005947
152024550
107009905
107003729
111009153
135012368
152055393
165002186
101014628
108041260
110000453
120000298
106026298
108043549
135024119
152047002
152049032
152051431
101013618
117000525
117004522
105000484
127008725
135007108
152036488
129007840
152031672
152097111
300104400
123001893
129002821
152095911
108011258
156041189
40002524
116000156
133015369
108053162
122001718
128007509
152062786
156065592
700005723
153000683
152084040
300109270
105008990
101008955
106013205
106026152
109023768
106005869
108020180
108026534
108053441
133005259
152005953
800009100
108053598
117000430
152039463
156077800
105014363
106014494
115001586
129007018
152023346
152031849
107012959
152054158
300106716
105022753
107012296
118004751
152049450
300114086
105003691
120001046
159001818
108050639
119011010
152001081
105002751
118004669
135019086
135014066
152018991
830001381
105017816
126004619
135018393
107029163
107024786
135007169
152016440
300105570
111003948
130006981
108037350
129001061
108048092
133012140
152068870
40001620
105002479
110008880
152032762
810006266
105002784
105025186
115000825
135017596
152066750
300112122
156067135
108025079
108023009
135009745
24544
107016816
128000118
151003652
152020973
156077300
101001620
105011330
101007964
127003776
14839
156028942
700001168
106029295
105008267
109010815
22111
105013839
133015820
101004235
108002464
106029106
122000299
152004970
152029260
156046928
300124326
106022664
129008079
135008360
152098082
600003272
800002087
118006600
123004103
132004373
128005205
151004430
135017752
157000229
35004726
108028623
108048123
133008336
152093633
32376
107003421
131008983
156040858
106007053
107011246
107026890
119001747
133004589
152097408
153003036
156072210
162001875
106004272
108004638
108052531
109021630
109010291
135019815
152086838
152045458
300124811
101005225
105022993
108014820
128006853
152014990
152016341
152023750
152039261
156068862
115002431
135011301
106027662
110009081
152058069
300105381
300106169
110000838
152034228
152029431
156044818
156002118
105007951
108022535
152021505
152080082
156078176
600003473
105002864
105007831
130000173
127009952
135008152
152006363
109013821
119000341
135009430
810001585
105007566
152069110
108001525
152004062
152014462
105017472
109001876
107003561
111009345
123010289
128007488
133015343
152048656
152094312
105016753
120006770
108024663
108026237
119004261
135021329
152046313
156075302
106025736
152029293
106000665
107013663
152098981
152090296
161001711
106010796
106001586
110001306
300112298
19849
131009590
135007069
151004578
153000118
105015008
101012809
108030112
115001905
152054595
800000054
127005167
800000293
101008816
108023211
111003110
152062066
600001396
108028390
120007521
120008090
152019213
156070743
101002208
108012450
109009307
108035736
161000548
170000032
300106110
123004251
135026358
152020473
101013448
108045955
108048945
35006705
800005999
109023988
123009903
126007390
152024962
152055611
152043726
105004225
133014965
135005661
10023385
118001258
810002509
106007427
106024479
152043771
300106565
108040415
131008850
133005339
300109826
105009255
101017419
108015981
108033598
118003965
105016519
120001158
128001503
152036396
135024928
152100843
107027035
109003990
108020332
151003998
152021138
108015306
108054162
111001317
127002139
152018791
155002485
300109341
810000981
109008411
118002059
128000029
120007680
123006636
152046191
152044648
156077795
800004050
800007731
101009587
101007461
106029623
109014672
153000750
35002161
13637
152000603
156001525
108014067
128003583
152099231
15672
152020981
156056030
35012846
108001911
106035881
106033861
135026480
152049702
152079466
35012703
40000811
106028210
108026653
129007691
135024912
152090398
161000470
110004767
109008465
122004355
129004072
152017109
25042
810000121
106026663
106038539
108041946
109018668
109009091
127005757
300114723
35008825
106018124
106001771
106022474
156070770
108035979
135001616
131000929
152053580
